Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,Season,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5
13/08/2022,17:30,Milan,Udinese,2,2,4,2,,1.41,4.75,8.14,1.73,2.14
13/08/2022,17:30,Sampdoria,Atalanta,0,1,0,2,,4.45,3.91,1.77,1.69,2.18
13/08/2022,19:45,Lecce,Inter,0,1,1,2,,10.22,5.67,1.3,1.6,2.37
13/08/2022,19:45,Monza,Torino,0,1,1,2,,2.58,3.29,2.84,2.09,1.76
14/08/2022,17:30,Fiorentina,Cremonese,2,1,3,2,,1.38,5.02,8.16,1.63,2.25
14/08/2022,17:30,Lazio,Bologna,0,1,2,1,,1.58,4.3,5.49,1.65,2.26
14/08/2022,19:45,Salernitana,Roma,0,1,0,1,,6.42,4.57,1.49,1.77,2.08
14/08/2022,19:45,Spezia,Empoli,1,0,1,0,,2.49,3.33,2.91,1.9,1.92
15/08/2022,17:30,Verona,Napoli,1,2,2,5,,3.46,3.58,2.1,1.78,2.05
15/08/2022,19:45,Juventus,Sassuolo,2,0,3,0,,1.46,4.81,6.65,1.52,2.52
20/08/2022,17:30,Torino,Lazio,0,0,0,0,,2.99,3.45,2.38,1.87,1.95
20/08/2022,17:30,Udinese,Salernitana,0,0,0,0,,1.75,3.89,4.63,1.78,2.06
20/08/2022,19:45,Inter,Spezia,1,0,3,0,,1.17,7.9,15.8,1.33,3.34
20/08/2022,19:45,Sassuolo,Lecce,1,0,1,0,,1.79,3.99,4.24,1.63,2.29
21/08/2022,17:30,Empoli,Fiorentina,0,0,0,0,,3.73,3.83,1.94,1.66,2.23
21/08/2022,17:30,Napoli,Monza,2,0,4,0,,1.35,5.4,8.49,1.52,2.55
21/08/2022,19:45,Atalanta,Milan,1,0,1,1,,2.79,3.49,2.5,1.74,2.11
21/08/2022,19:45,Bologna,Verona,1,1,1,1,,2.2,3.5,3.3,1.82,2.01
22/08/2022,17:30,Roma,Cremonese,0,0,1,0,,1.24,6.14,13.06,1.63,2.29
22/08/2022,19:45,Sampdoria,Juventus,0,0,0,0,,5.74,4.06,1.61,1.85,1.96
26/08/2022,17:30,Monza,Udinese,1,1,1,2,,3.15,3.43,2.3,1.86,1.97
26/08/2022,19:45,Lazio,Inter,1,0,3,1,,4.08,3.76,1.88,1.67,2.21
27/08/2022,17:30,Cremonese,Torino,0,1,1,2,,3.23,3.39,2.29,1.98,1.85
27/08/2022,17:30,Juventus,Roma,1,0,1,1,,2.38,3.22,3.21,2.06,1.78
27/08/2022,19:45,Milan,Bologna,1,0,2,0,,1.35,5.37,8.74,1.61,2.34
27/08/2022,19:45,Spezia,Sassuolo,2,1,2,2,,3.02,3.61,2.29,1.62,2.32
28/08/2022,17:30,Salernitana,Sampdoria,2,0,4,0,,2.47,3.24,3.04,1.99,1.84
28/08/2022,17:30,Verona,Atalanta,0,0,0,1,,4.3,3.94,1.8,1.65,2.25
28/08/2022,19:45,Fiorentina,Napoli,0,0,0,0,,3.3,3.66,2.14,1.69,2.19
28/08/2022,19:45,Lecce,Empoli,1,1,1,1,,2.39,3.45,2.97,1.79,2.05
30/08/2022,17:30,Sassuolo,Milan,0,0,0,0,,5.45,4.29,1.6,1.53,2.5
30/08/2022,19:45,Inter,Cremonese,2,0,3,1,,1.14,9.13,18.79,1.29,3.56
30/08/2022,19:45,Roma,Monza,2,0,3,0,,1.3,5.89,10.0,1.52,2.54
31/08/2022,17:30,Empoli,Verona,1,0,1,1,,2.69,3.36,2.66,1.83,2.01
31/08/2022,17:30,Sampdoria,Lazio,0,1,1,1,,4.11,3.67,1.89,1.87,1.95
31/08/2022,17:30,Udinese,Fiorentina,1,0,1,0,,2.71,3.47,2.58,1.79,2.04
31/08/2022,19:45,Juventus,Spezia,1,0,2,0,,1.27,5.79,11.84,1.66,2.23
31/08/2022,19:45,Napoli,Lecce,1,1,1,1,,1.26,6.24,10.99,1.45,2.74
01/09/2022,19:45,Atalanta,Torino,1,0,3,1,,1.71,3.94,4.95,1.7,2.17
01/09/2022,19:45,Bologna,Salernitana,0,0,1,1,,1.88,3.57,4.26,1.79,2.04
03/09/2022,14:00,Fiorentina,Juventus,1,1,1,1,,3.06,3.22,2.46,2.11,1.74
03/09/2022,17:00,Milan,Inter,1,1,3,2,,2.79,3.3,2.63,1.84,1.99
03/09/2022,19:45,Lazio,Napoli,1,1,1,2,,2.93,3.56,2.38,1.72,2.14
04/09/2022,11:30,Cremonese,Sassuolo,0,0,0,0,,3.05,3.53,2.31,1.68,2.19
04/09/2022,14:00,Spezia,Bologna,1,1,2,2,,3.04,3.27,2.45,1.86,1.96
04/09/2022,17:00,Verona,Sampdoria,2,1,2,1,,2.06,3.53,3.64,1.89,1.93
04/09/2022,19:45,Udinese,Roma,1,0,4,0,,4.01,3.68,1.92,1.82,2.01
05/09/2022,17:30,Monza,Atalanta,0,0,0,2,,5.64,4.3,1.58,1.65,2.26
05/09/2022,17:30,Salernitana,Empoli,1,1,2,2,,2.27,3.43,3.21,1.9,1.92
05/09/2022,19:45,Torino,Lecce,1,0,1,0,,1.73,3.7,5.11,1.83,1.99
10/09/2022,14:00,Napoli,Spezia,0,0,1,0,,1.26,6.27,11.33,1.48,2.65
10/09/2022,17:00,Inter,Torino,0,0,1,0,,1.45,4.77,7.01,1.67,2.23
10/09/2022,19:45,Sampdoria,Milan,0,1,1,2,,6.31,4.37,1.52,1.75,2.09
11/09/2022,11:30,Atalanta,Cremonese,0,0,1,1,,1.33,5.44,9.28,1.58,2.39
11/09/2022,14:00,Bologna,Fiorentina,0,0,2,1,,2.97,3.4,2.42,1.91,1.9
11/09/2022,14:00,Lecce,Monza,0,1,1,1,,2.3,3.35,3.21,1.97,1.84
11/09/2022,14:00,Sassuolo,Udinese,1,0,1,3,,2.69,3.51,2.58,1.67,2.21
11/09/2022,17:00,Lazio,Verona,0,0,2,0,,1.59,4.23,5.51,1.67,2.21
11/09/2022,19:45,Juventus,Salernitana,0,2,2,2,,1.41,4.73,8.11,1.78,2.05
12/09/2022,19:45,Empoli,Roma,1,1,1,2,,4.7,3.93,1.73,1.79,2.03
16/09/2022,19:45,Salernitana,Lecce,0,1,1,2,,2.25,3.33,3.37,2.01,1.81
17/09/2022,14:00,Bologna,Empoli,0,0,0,1,,2.13,3.52,3.42,1.88,1.94
17/09/2022,17:00,Spezia,Sampdoria,1,1,2,1,,2.69,3.24,2.74,2.0,1.8
17/09/2022,19:45,Torino,Sassuolo,0,0,0,1,,1.83,3.77,4.3,1.77,2.07
18/09/2022,11:30,Udinese,Inter,1,1,3,1,,3.83,3.8,1.92,1.68,2.2
18/09/2022,14:00,Cremonese,Lazio,0,3,0,4,,4.22,3.9,1.81,1.72,2.14
18/09/2022,14:00,Fiorentina,Verona,1,0,2,0,,1.78,3.85,4.48,1.79,2.04
18/09/2022,14:00,Monza,Juventus,0,0,1,0,,4.41,3.63,1.84,1.94,1.87
18/09/2022,17:00,Roma,Atalanta,0,1,0,1,,2.07,3.57,3.55,1.83,2.0
18/09/2022,19:45,Milan,Napoli,0,0,1,2,,2.14,3.5,3.44,1.88,1.94
01/10/2022,14:00,Napoli,Torino,3,1,3,1,,1.6,4.13,5.57,1.8,2.02
01/10/2022,17:00,Inter,Roma,1,1,1,2,,2.08,3.5,3.61,1.81,2.02
01/10/2022,19:45,Empoli,Milan,0,0,1,3,,5.47,4.13,1.61,1.81,2.02
02/10/2022,11:30,Lazio,Spezia,2,0,4,0,,1.4,4.96,7.65,1.63,2.29
02/10/2022,14:00,Lecce,Cremonese,1,1,1,1,,2.08,3.47,3.6,1.99,1.83
02/10/2022,14:00,Sampdoria,Monza,0,1,0,3,,2.32,3.34,3.16,1.95,1.87
02/10/2022,14:00,Sassuolo,Salernitana,2,0,5,0,,2.04,3.68,3.5,1.69,2.18
02/10/2022,17:00,Atalanta,Fiorentina,0,0,1,0,,1.97,3.56,3.88,1.89,1.93
02/10/2022,19:45,Juventus,Bologna,1,0,3,0,,1.51,4.3,6.48,1.84,1.98
03/10/2022,19:45,Verona,Udinese,1,0,1,2,,3.1,3.51,2.27,1.81,2.01
08/10/2022,14:00,Sassuolo,Inter,0,1,1,2,,4.41,4.18,1.73,1.6,2.36
08/10/2022,17:00,Milan,Juventus,1,0,2,0,,2.11,3.38,3.65,2.11,1.75
08/10/2022,19:45,Bologna,Sampdoria,1,0,1,1,,2.06,3.52,3.63,1.94,1.89
09/10/2022,11:30,Torino,Empoli,0,0,1,1,,1.76,3.67,4.86,2.04,1.8
09/10/2022,14:00,Monza,Spezia,1,0,2,0,,1.91,3.58,4.14,2.0,1.83
09/10/2022,14:00,Salernitana,Verona,1,0,2,1,,2.45,3.46,2.88,1.82,2.01
09/10/2022,14:00,Udinese,Atalanta,0,1,2,2,,2.56,3.41,2.76,1.85,1.98
09/10/2022,17:00,Cremonese,Napoli,0,1,1,4,,6.93,4.71,1.45,1.67,2.23
09/10/2022,19:45,Roma,Lecce,1,1,2,1,,1.36,4.98,9.21,1.83,2.0
10/10/2022,19:45,Fiorentina,Lazio,0,2,0,4,,2.47,3.44,2.87,1.87,1.96
15/10/2022,14:00,Empoli,Monza,1,0,1,0,,2.54,3.31,2.87,1.95,1.87
15/10/2022,17:00,Torino,Juventus,0,0,0,1,,3.05,3.17,2.5,2.28,1.64
15/10/2022,19:45,Atalanta,Sassuolo,1,1,2,1,,1.66,4.15,4.94,1.67,2.22
16/10/2022,11:30,Inter,Salernitana,1,0,2,0,,1.29,5.85,10.02,1.47,2.68
16/10/2022,14:00,Lazio,Udinese,0,0,0,0,,2.19,3.61,3.23,1.68,2.21
16/10/2022,14:00,Spezia,Cremonese,2,1,2,2,,2.47,3.17,3.07,1.99,1.84
16/10/2022,17:00,Napoli,Bologna,1,1,3,2,,1.26,6.0,11.54,1.55,2.45
16/10/2022,19:45,Verona,Milan,1,1,1,2,,5.98,4.19,1.56,1.77,2.06
17/10/2022,17:30,Sampdoria,Roma,0,1,0,1,,5.01,3.75,1.73,1.94,1.87
17/10/2022,19:45,Lecce,Fiorentina,1,0,1,1,,3.83,3.32,2.07,2.13,1.72
21/10/2022,19:45,Juventus,Empoli,1,0,4,0,,1.4,4.94,7.8,1.68,2.22
22/10/2022,14:00,Salernitana,Spezia,0,0,1,0,,2.02,3.49,3.8,1.95,1.87
22/10/2022,17:00,Milan,Monza,2,0,4,1,,1.4,4.88,7.9,1.64,2.27
22/10/2022,19:45,Fiorentina,Inter,1,2,3,4,,3.63,3.54,2.05,1.79,2.04
23/10/2022,11:30,Udinese,Torino,1,1,1,2,,2.03,3.37,3.91,2.02,1.8
23/10/2022,14:00,Bologna,Lecce,2,0,2,0,,2.19,3.21,3.62,2.21,1.67
23/10/2022,17:00,Atalanta,Lazio,0,1,0,2,,1.98,3.69,3.75,1.71,2.16
23/10/2022,19:45,Roma,Napoli,0,0,0,1,,2.89,3.52,2.41,1.79,2.03
24/10/2022,17:30,Cremonese,Sampdoria,0,0,0,1,,2.46,3.32,2.95,1.94,1.87
24/10/2022,19:45,Sassuolo,Verona,1,1,2,1,,1.96,3.61,3.82,1.71,2.13
29/10/2022,14:00,Napoli,Sassuolo,3,0,4,0,,1.29,5.91,9.52,1.44,2.73
29/10/2022,17:00,Lecce,Juventus,0,0,0,1,,4.42,3.42,1.89,2.15,1.7
29/10/2022,19:45,Inter,Sampdoria,2,0,3,0,,1.25,6.15,12.03,1.53,2.48
30/10/2022,11:30,Empoli,Atalanta,0,1,0,2,,4.35,3.79,1.8,1.76,2.06
30/10/2022,14:00,Cremonese,Udinese,0,0,0,0,,4.01,3.76,1.87,1.73,2.1
30/10/2022,14:00,Spezia,Fiorentina,1,1,1,2,,4.1,3.59,1.89,1.91,1.89
30/10/2022,17:00,Lazio,Salernitana,1,0,1,3,,1.49,4.53,6.35,1.63,2.27
30/10/2022,19:45,Torino,Milan,2,0,2,1,,3.63,3.33,2.12,2.13,1.72
31/10/2022,17:30,Verona,Roma,1,1,1,3,,4.32,3.59,1.84,1.91,1.88
31/10/2022,19:45,Monza,Bologna,0,0,1,2,,2.22,3.33,3.32,1.91,1.88
04/11/2022,19:45,Udinese,Lecce,0,1,1,1,,1.65,3.85,5.66,1.94,1.88
05/11/2022,14:00,Empoli,Sassuolo,0,0,1,0,,2.79,3.48,2.51,1.7,2.17
05/11/2022,14:00,Salernitana,Cremonese,2,1,2,2,,2.17,3.42,3.43,1.97,1.85
05/11/2022,17:00,Atalanta,Napoli,1,2,1,2,,3.39,3.69,2.1,1.68,2.21
05/11/2022,19:45,Milan,Spezia,1,0,2,1,,1.22,6.54,13.51,1.56,2.4
06/11/2022,11:30,Bologna,Torino,0,1,2,1,,3.05,3.13,2.51,2.28,1.64
06/11/2022,14:00,Monza,Verona,0,0,2,0,,2.2,3.45,3.32,1.88,1.93
06/11/2022,14:00,Sampdoria,Fiorentina,0,1,0,2,,4.06,3.49,1.95,2.02,1.81
06/11/2022,17:00,Roma,Lazio,0,1,0,1,,2.03,3.52,3.74,1.91,1.91
06/11/2022,19:45,Juventus,Inter,0,0,2,0,,3.05,3.35,2.39,1.96,1.86
08/11/2022,17:30,Napoli,Empoli,0,0,2,0,,1.24,6.61,11.31,1.4,2.95
08/11/2022,17:30,Spezia,Udinese,1,1,1,1,,4.01,3.56,1.94,1.93,1.89
08/11/2022,19:45,Cremonese,Milan,0,0,0,0,,6.15,4.28,1.54,1.72,2.14
09/11/2022,17:30,Lecce,Atalanta,2,1,2,1,,4.7,3.6,1.8,2.02,1.81
09/11/2022,17:30,Sassuolo,Roma,0,0,1,1,,3.48,3.58,2.1,1.8,2.04
09/11/2022,19:45,Fiorentina,Salernitana,1,0,2,1,,1.54,4.32,6.07,1.76,2.09
09/11/2022,19:45,Inter,Bologna,3,1,6,1,,1.31,5.59,9.7,1.55,2.45
09/11/2022,19:45,Torino,Sampdoria,1,0,2,0,,1.63,3.81,5.88,2.12,1.74
10/11/2022,17:30,Verona,Juventus,0,0,0,1,,5.26,3.82,1.69,1.96,1.86
10/11/2022,19:45,Lazio,Monza,0,0,1,0,,1.62,4.13,5.37,1.72,2.14
11/11/2022,19:45,Empoli,Cremonese,0,0,2,0,,2.52,3.33,2.88,1.92,1.9
12/11/2022,14:00,Napoli,Udinese,2,0,3,2,,1.48,4.7,6.23,1.57,2.41
12/11/2022,17:00,Sampdoria,Lecce,0,1,0,2,,2.66,3.05,2.93,2.43,1.56
12/11/2022,19:45,Bologna,Sassuolo,1,0,3,0,,2.34,3.5,3.01,1.83,2.0
13/11/2022,11:30,Atalanta,Inter,1,1,2,3,,3.07,3.59,2.27,1.7,2.17
13/11/2022,14:00,Monza,Salernitana,2,0,3,0,,2.1,3.39,3.63,1.85,1.96
13/11/2022,14:00,Roma,Torino,0,0,1,1,,1.92,3.44,4.28,2.19,1.68
13/11/2022,14:00,Verona,Spezia,1,0,1,2,,2.11,3.47,3.52,1.88,1.94
13/11/2022,17:00,Milan,Fiorentina,1,1,2,1,,1.72,3.87,4.84,1.87,1.95
13/11/2022,19:45,Juventus,Lazio,1,0,3,0,,2.0,3.44,3.95,2.01,1.82
04/01/2023,11:30,Salernitana,Milan,0,2,1,2,,6.87,4.47,1.48,1.74,2.11
