Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,Season,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5
09/05/2021,17:00,Bodo/Glimt,Tromso,,,3,0,2021,1.46,4.7,6.15,,
09/05/2021,17:00,Molde,Kristiansund,,,2,0,2021,1.42,4.89,6.69,,
09/05/2021,17:00,Viking,Brann,,,3,1,2021,2.04,3.75,3.32,,
09/05/2021,19:00,Valerenga,Rosenborg,,,1,1,2021,2.11,3.57,3.29,,
12/05/2021,17:00,Kristiansund,Bodo/Glimt,,,0,2,2021,3.42,3.57,2.05,,
12/05/2021,19:00,Brann,Valerenga,,,0,3,2021,3.17,3.47,2.19,,
13/05/2021,17:00,Tromso,Molde,,,3,3,2021,4.24,3.66,1.81,,
13/05/2021,19:00,Rosenborg,Viking,,,5,0,2021,1.59,4.25,5.09,,
16/05/2021,14:00,Sarpsborg 08,Haugesund,,,0,0,2021,2.42,3.21,2.99,,
16/05/2021,14:00,Valerenga,Kristiansund,,,1,2,2021,1.5,4.23,6.4,,
16/05/2021,14:00,Viking,Tromso,,,0,1,2021,1.93,3.73,3.68,,
16/05/2021,17:00,Bodo/Glimt,Rosenborg,,,2,2,2021,2.08,3.66,3.28,,
16/05/2021,17:00,Sandefjord,Mjondalen,,,0,3,2021,2.61,3.12,2.81,,
16/05/2021,17:00,Stromsgodset,Lillestrom,,,3,1,2021,2.68,3.38,2.56,,
16/05/2021,19:00,Molde,Brann,,,4,0,2021,1.29,5.71,9.07,,
19/05/2021,19:00,Stabaek,Odd,,,2,2,2021,2.16,3.47,3.22,,
20/05/2021,19:30,Rosenborg,Brann,,,3,2,2021,1.42,4.74,6.9,,
24/05/2021,14:00,Odd,Sarpsborg 08,,,1,1,2021,2.27,3.24,3.23,,
24/05/2021,17:00,Brann,Bodo/Glimt,,,1,2,2021,4.38,4.16,1.69,,
24/05/2021,17:00,Haugesund,Stabaek,,,0,0,2021,1.99,3.46,3.74,,
24/05/2021,17:00,Kristiansund,Stromsgodset,,,1,0,2021,1.97,3.58,3.68,,
24/05/2021,17:00,Lillestrom,Viking,,,1,3,2021,2.19,3.52,3.15,,
24/05/2021,17:00,Mjondalen,Valerenga,,,1,1,2021,4.7,3.85,1.7,,
24/05/2021,17:00,Tromso,Sandefjord,,,1,3,2021,1.64,3.79,5.43,,
24/05/2021,19:00,Rosenborg,Molde,,,2,3,2021,2.53,3.61,2.58,,
27/05/2021,17:00,Bodo/Glimt,Haugesund,,,2,0,2021,1.43,4.77,6.74,,
27/05/2021,17:00,Lillestrom,Odd,,,1,0,2021,2.39,3.28,2.98,,
27/05/2021,17:00,Sandefjord,Rosenborg,,,1,2,2021,4.35,3.55,1.84,,
27/05/2021,17:00,Sarpsborg 08,Kristiansund,,,0,1,2021,2.19,3.28,3.37,,
27/05/2021,17:00,Stabaek,Brann,,,2,0,2021,2.3,3.5,2.94,,
27/05/2021,17:00,Stromsgodset,Tromso,,,1,1,2021,2.1,3.62,3.28,,
