Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B36CA
Austria,Bundesliga,2022/2023,12/03/2023,16:00,Sturm Graz,Austria Vienna,3,1,H,1.78,3.75,4.97,1.81,3.8,5.0,1.75,3.65,4.53,,,,,,
Austria,Bundesliga,2022/2023,01/04/2023,16:00,Wolfsberger AC,Ried,1,0,H,1.9,3.77,4.22,1.91,3.92,4.4,1.85,3.63,4.0,,,,,,
Austria,Bundesliga,2022/2023,12/03/2023,16:00,SK Rapid,Tirol,2,0,H,1.61,4.43,5.47,1.62,4.45,5.9,1.58,4.15,5.24,,,,,,
Austria,Bundesliga,2022/2023,12/02/2023,13:30,Ried,Hartberg,0,1,A,2.38,3.54,3.07,2.42,3.69,3.3,2.32,3.45,2.94,,,,,,
Austria,Bundesliga,2022/2023,12/03/2023,16:00,Altach,Ried,1,2,A,2.42,3.42,3.1,2.44,3.48,3.12,2.35,3.31,2.96,,,,,,
Austria,Bundesliga,2022/2023,15/04/2023,16:00,A. Lustenau,Wolfsberger AC,1,3,A,2.81,3.42,2.64,2.9,3.56,2.64,2.71,3.4,2.49,,,,,,
Austria,Bundesliga,2022/2023,12/02/2023,16:00,Austria Vienna,A. Klagenfurt,3,1,H,2.08,3.73,3.58,2.11,3.91,3.67,2.01,3.67,3.43,,,,,,
Austria,Bundesliga,2022/2023,18/02/2023,16:00,A. Klagenfurt,Wolfsberger AC,0,3,A,2.6,3.45,2.84,2.61,3.57,2.84,2.52,3.37,2.72,,,,,,
Austria,Bundesliga,2022/2023,18/02/2023,16:00,Hartberg,Sturm Graz,1,2,A,5.39,4.32,1.63,5.61,4.33,1.64,5.2,4.15,1.59,,,,,,
Austria,Bundesliga,2022/2023,18/02/2023,16:00,Ried,LASK,1,1,D,5.43,4.32,1.63,5.75,4.32,1.64,5.26,4.07,1.6,,,,,,
Austria,Bundesliga,2022/2023,19/02/2023,13:30,A. Lustenau,Austria Vienna,1,0,H,4.19,3.73,1.91,4.28,3.85,1.94,3.89,3.64,1.89,,,,,,
Austria,Bundesliga,2022/2023,19/02/2023,13:30,Tirol,Salzburg,1,3,A,6.52,4.68,1.51,7.25,4.9,1.54,6.01,4.48,1.49,,,,,,
Austria,Bundesliga,2022/2023,19/02/2023,16:00,SK Rapid,Altach,3,0,H,1.44,4.98,7.2,1.47,5.0,7.66,1.42,4.68,6.99,,,,,,
Austria,Bundesliga,2022/2023,24/02/2023,19:30,LASK,A. Lustenau,1,0,H,1.43,5.23,7.18,1.45,5.3,8.0,1.4,4.96,7.0,,,,,,
Austria,Bundesliga,2022/2023,25/02/2023,16:00,Austria Vienna,Hartberg,3,0,H,1.63,4.13,5.76,1.63,4.2,6.11,1.58,3.99,5.57,,,,,,
Austria,Bundesliga,2022/2023,25/02/2023,16:00,Sturm Graz,A. Klagenfurt,1,2,A,1.5,4.8,6.44,1.53,4.8,7.0,1.48,4.51,6.16,,,,,,
Austria,Bundesliga,2022/2023,26/02/2023,13:30,Altach,Tirol,0,0,D,3.3,3.75,2.18,3.3,3.86,2.26,3.11,3.63,2.16,,,,,,
Austria,Bundesliga,2022/2023,26/02/2023,13:30,Wolfsberger AC,SK Rapid,1,2,A,3.35,3.58,2.22,3.35,3.69,2.24,3.19,3.51,2.17,,,,,,
Austria,Bundesliga,2022/2023,26/02/2023,16:00,Salzburg,Ried,2,0,H,1.21,7.14,15.07,1.22,7.2,15.3,1.19,6.64,13.71,,,,,,
Austria,Bundesliga,2022/2023,04/03/2023,16:00,A. Lustenau,Sturm Graz,0,2,A,6.79,4.24,1.54,7.1,4.34,1.54,6.3,4.17,1.5,,,,,,
Austria,Bundesliga,2022/2023,04/03/2023,16:00,Hartberg,Wolfsberger AC,2,1,H,3.0,3.69,2.38,3.03,3.69,2.38,2.93,3.48,2.3,,,,,,
Austria,Bundesliga,2022/2023,04/03/2023,16:00,Ried,Austria Vienna,1,3,A,3.88,3.55,2.04,3.88,3.69,2.07,3.58,3.49,2.01,,,,,,
Austria,Bundesliga,2022/2023,05/03/2023,13:30,A. Klagenfurt,Altach,3,0,H,1.96,3.81,3.88,1.98,3.86,4.22,1.91,3.64,3.78,,,,,,
Austria,Bundesliga,2022/2023,05/03/2023,13:30,Tirol,LASK,2,3,A,3.98,3.87,1.93,3.98,3.87,1.99,3.62,3.66,1.94,,,,,,
Austria,Bundesliga,2022/2023,05/03/2023,16:00,SK Rapid,Salzburg,2,4,A,4.18,3.55,1.97,4.44,3.87,2.06,3.82,3.53,1.93,,,,,,
Austria,Bundesliga,2022/2023,12/03/2023,16:00,A. Klagenfurt,Hartberg,1,0,H,2.18,3.64,3.38,2.21,3.67,3.42,2.12,3.49,3.27,,,,,,
Austria,Bundesliga,2022/2023,12/03/2023,16:00,LASK,Salzburg,0,2,A,4.22,3.78,1.89,4.28,3.78,1.93,3.93,3.63,1.87,,,,,,
Austria,Bundesliga,2022/2023,15/04/2023,16:00,Hartberg,Altach,2,2,D,2.07,3.48,3.89,2.13,3.55,3.91,2.04,3.38,3.61,,,,,,
Austria,Bundesliga,2022/2023,13/05/2023,16:00,Wolfsberger AC,A. Lustenau,2,2,D,1.96,3.82,3.9,2.0,3.82,3.9,1.93,3.63,3.71,,,,,,
Austria,Bundesliga,2022/2023,16/04/2023,13:30,Salzburg,LASK,0,0,D,1.49,4.91,6.41,1.53,4.91,7.0,1.47,4.55,6.15,,,,,,
Austria,Bundesliga,2022/2023,20/05/2023,16:00,A. Lustenau,Tirol,2,4,A,2.93,3.67,2.41,2.97,3.71,2.65,2.75,3.53,2.41,,,,,,
Austria,Bundesliga,2022/2023,20/05/2023,16:00,Hartberg,Wolfsberger AC,0,2,A,1.93,3.73,4.13,2.05,3.87,4.13,1.91,3.7,3.73,,,,,,
Austria,Bundesliga,2022/2023,21/05/2023,13:30,A. Klagenfurt,Austria Vienna,1,1,D,5.2,4.57,1.61,5.25,4.6,1.62,4.94,4.37,1.58,,,,,,
Austria,Bundesliga,2022/2023,21/05/2023,13:30,SK Rapid,LASK,1,1,D,2.7,3.78,2.55,2.7,3.78,2.66,2.57,3.57,2.54,,,,,,
Austria,Bundesliga,2022/2023,21/05/2023,16:00,Salzburg,Sturm Graz,2,1,H,2.0,3.59,3.99,2.3,3.64,4.04,2.04,3.42,3.57,,,,,,
Austria,Bundesliga,2022/2023,27/05/2023,16:00,Altach,A. Lustenau,1,1,D,2.68,3.39,2.79,2.68,3.67,2.95,2.55,3.31,2.7,,,,,,
Austria,Bundesliga,2022/2023,27/05/2023,16:00,Hartberg,Ried,2,0,H,1.87,4.14,3.94,1.88,4.2,4.04,1.82,3.94,3.84,,,,,,
Austria,Bundesliga,2022/2023,27/05/2023,16:00,Wolfsberger AC,Tirol,2,0,H,2.18,3.76,3.3,2.19,3.83,3.37,2.11,3.62,3.15,,,,,,
Austria,Bundesliga,2022/2023,28/05/2023,16:00,LASK,Austria Vienna,3,1,H,2.23,3.96,3.06,2.23,3.96,3.33,2.15,3.77,3.01,,,,,,
Austria,Bundesliga,2022/2023,28/05/2023,16:00,SK Rapid,Sturm Graz,3,2,H,3.58,3.89,2.03,3.67,3.89,2.2,3.37,3.67,2.02,,,,,,
Austria,Bundesliga,2022/2023,28/05/2023,16:00,Salzburg,A. Klagenfurt,3,2,H,1.18,8.88,13.63,1.22,8.9,17.0,1.17,7.71,13.09,,,,,,
Austria,Bundesliga,2022/2023,02/06/2023,18:30,A. Lustenau,Hartberg,5,1,H,3.72,3.78,2.02,3.83,3.93,2.05,3.55,3.71,1.95,,,,,,
Austria,Bundesliga,2022/2023,02/06/2023,18:30,Ried,Wolfsberger AC,1,2,A,2.94,3.7,2.39,3.01,3.87,2.41,2.88,3.59,2.28,,,,,,
Austria,Bundesliga,2022/2023,02/06/2023,18:30,Tirol,Altach,1,1,D,1.98,4.0,3.66,1.99,4.1,3.86,1.93,3.87,3.48,,,,,,
Austria,Bundesliga,2022/2023,03/06/2023,16:00,A. Klagenfurt,SK Rapid,2,1,H,4.63,4.11,1.75,4.75,4.29,1.82,4.12,3.97,1.76,,,,,,
Austria,Bundesliga,2022/2023,03/06/2023,16:00,Austria Vienna,Salzburg,1,1,D,3.46,3.95,2.06,4.12,4.21,2.06,3.48,3.87,1.93,,,,,,
Austria,Bundesliga,2022/2023,03/06/2023,16:00,Sturm Graz,LASK,2,0,H,1.74,4.47,4.34,1.81,4.6,4.54,1.7,4.24,4.15,,,,,,
Austria,Bundesliga,2022/2023,05/06/2023,18:00,Wolfsberger AC,A. Lustenau,1,2,A,2.08,3.74,3.57,2.13,3.78,4.0,2.0,3.56,3.52,,,,,,
Austria,Bundesliga,2022/2023,08/06/2023,16:00,A. Lustenau,Austria Vienna,1,1,D,4.49,4.05,1.79,4.49,5.64,1.83,4.12,4.0,1.75,,,,,,
Austria,Bundesliga,2022/2023,11/06/2023,16:00,Austria Vienna,A. Lustenau,5,0,H,1.54,4.66,5.93,1.54,4.82,6.52,1.49,4.45,5.83,,,,,,
Austria,Bundesliga,2022/2023,12/02/2023,13:30,Altach,LASK,0,1,A,5.97,4.55,1.55,6.5,4.55,1.62,5.57,4.24,1.55,,,,,,
Austria,Bundesliga,2022/2023,19/05/2023,18:30,Ried,Altach,0,1,A,1.92,3.67,4.23,2.0,3.81,4.23,1.9,3.59,3.9,,,,,,
Austria,Bundesliga,2022/2023,16/04/2023,13:30,A. Klagenfurt,Sturm Graz,0,2,A,7.24,4.96,1.44,8.0,4.96,1.47,7.02,4.6,1.42,,,,,,
Austria,Bundesliga,2022/2023,14/05/2023,16:00,Austria Vienna,SK Rapid,3,1,H,2.57,3.77,2.68,2.65,3.77,2.91,2.5,3.52,2.65,,,,,,
Austria,Bundesliga,2022/2023,14/05/2023,13:30,LASK,Salzburg,0,1,A,3.75,3.85,1.99,3.8,3.87,2.03,3.56,3.68,1.95,,,,,,
Austria,Bundesliga,2022/2023,16/04/2023,16:00,SK Rapid,Austria Vienna,3,3,D,2.13,3.75,3.45,2.2,3.76,3.81,2.08,3.58,3.31,,,,,,
Austria,Bundesliga,2022/2023,21/04/2023,18:30,Wolfsberger AC,Hartberg,2,2,D,2.45,3.53,2.98,2.46,3.65,3.75,2.32,3.42,2.94,,,,,,
Austria,Bundesliga,2022/2023,22/04/2023,16:00,Altach,Ried,1,1,D,2.65,3.35,2.85,2.65,3.41,2.92,2.52,3.27,2.77,,,,,,
Austria,Bundesliga,2022/2023,22/04/2023,16:00,Tirol,A. Lustenau,0,2,A,1.88,3.93,4.14,1.9,4.0,4.3,1.82,3.78,3.96,,,,,,
Austria,Bundesliga,2022/2023,23/04/2023,13:30,Austria Vienna,A. Klagenfurt,1,2,A,1.59,4.41,5.69,1.6,4.5,6.12,1.55,4.25,5.51,,,,,,
Austria,Bundesliga,2022/2023,23/04/2023,13:30,LASK,SK Rapid,3,1,H,2.15,3.64,3.47,2.24,3.64,3.47,2.1,3.51,3.3,,,,,,
Austria,Bundesliga,2022/2023,23/04/2023,16:00,Sturm Graz,Salzburg,0,2,A,2.57,3.5,2.83,2.85,3.52,2.83,2.57,3.35,2.65,,,,,,
Austria,Bundesliga,2022/2023,26/04/2023,17:30,Sturm Graz,Austria Vienna,3,2,H,1.63,4.32,5.36,1.67,4.4,5.75,1.59,4.15,5.17,,,,,,
Austria,Bundesliga,2022/2023,26/04/2023,19:30,SK Rapid,Salzburg,1,1,D,4.24,3.93,1.85,4.9,4.1,1.85,4.15,3.86,1.77,,,,,,
Austria,Bundesliga,2022/2023,28/04/2023,18:30,Altach,Wolfsberger AC,0,2,A,3.06,3.37,2.48,3.09,3.48,2.5,2.95,3.3,2.37,,,,,,
Austria,Bundesliga,2022/2023,29/04/2023,16:00,Ried,A. Lustenau,4,4,D,2.29,3.45,3.31,2.29,3.59,3.41,2.18,3.37,3.22,,,,,,
Austria,Bundesliga,2022/2023,29/04/2023,16:00,Tirol,Hartberg,1,1,D,2.32,3.82,2.99,2.4,3.82,3.15,2.28,3.55,2.88,,,,,,
Austria,Bundesliga,2022/2023,30/04/2023,16:00,LASK,A. Klagenfurt,4,0,H,1.47,4.94,6.67,1.48,5.0,7.12,1.44,4.65,6.47,,,,,,
Austria,Bundesliga,2022/2023,05/05/2023,18:30,Wolfsberger AC,Altach,0,0,D,2.05,3.48,3.93,2.1,3.7,4.1,2.0,3.47,3.62,,,,,,
Austria,Bundesliga,2022/2023,06/05/2023,16:00,A. Lustenau,Ried,2,2,D,2.38,3.49,3.12,2.64,3.5,3.12,2.33,3.38,2.94,,,,,,
Austria,Bundesliga,2022/2023,06/05/2023,16:00,Hartberg,Tirol,5,0,H,2.11,3.83,3.4,2.15,3.87,3.6,2.05,3.69,3.27,,,,,,
Austria,Bundesliga,2022/2023,07/05/2023,13:30,A. Klagenfurt,LASK,1,1,D,6.2,4.55,1.54,6.2,4.7,1.67,5.63,4.37,1.53,,,,,,
Austria,Bundesliga,2022/2023,07/05/2023,13:30,Austria Vienna,Sturm Graz,1,2,A,4.01,4.07,1.87,4.16,4.12,1.89,3.9,3.83,1.83,,,,,,
Austria,Bundesliga,2022/2023,07/05/2023,16:00,Salzburg,SK Rapid,2,1,H,1.47,4.86,6.84,1.5,4.9,6.84,1.46,4.54,6.27,,,,,,
Austria,Bundesliga,2022/2023,12/05/2023,18:30,Tirol,Ried,1,1,D,2.29,3.67,3.13,2.3,3.73,3.13,2.25,3.53,2.97,,,,,,
Austria,Bundesliga,2022/2023,13/05/2023,16:00,Altach,Hartberg,0,1,A,3.82,3.68,2.02,3.88,3.69,2.06,3.64,3.51,1.98,,,,,,
Austria,Bundesliga,2022/2023,14/05/2023,13:30,Sturm Graz,A. Klagenfurt,4,1,H,1.23,6.79,12.68,1.25,7.0,13.0,1.22,6.32,11.66,,,,,,
Austria,Bundesliga,2022/2023,11/02/2023,16:00,Wolfsberger AC,Tirol,1,2,A,2.19,3.7,3.33,2.19,3.8,3.41,2.11,3.56,3.25,,,,,,
Austria,Bundesliga,2022/2023,11/02/2023,16:00,Salzburg,A. Lustenau,4,0,H,1.2,7.81,13.19,1.21,7.9,15.0,1.19,7.28,12.58,,,,,,
Austria,Bundesliga,2022/2023,10/02/2023,19:30,Sturm Graz,SK Rapid,1,0,H,2.0,3.58,4.0,2.05,3.64,4.08,1.97,3.46,3.77,,,,,,
Austria,Bundesliga,2022/2023,20/08/2022,18:30,Sturm Graz,LASK,0,1,A,2.45,3.6,2.92,2.5,3.75,2.92,2.38,3.51,2.8,,,,,,
Austria,Bundesliga,2022/2023,21/08/2022,16:00,Ried,Tirol,1,2,A,2.72,3.65,2.59,2.85,3.77,2.59,2.67,3.51,2.47,,,,,,
Austria,Bundesliga,2022/2023,21/08/2022,16:00,Wolfsberger AC,Austria Vienna,1,2,A,2.44,3.48,3.03,2.5,3.66,3.2,2.36,3.39,2.92,,,,,,
Austria,Bundesliga,2022/2023,27/08/2022,16:00,A. Lustenau,Salzburg,0,6,A,12.92,7.53,1.21,13.0,7.53,1.26,11.6,7.07,1.2,,,,,,
Austria,Bundesliga,2022/2023,27/08/2022,16:00,Hartberg,Ried,2,0,H,2.35,3.53,3.13,2.41,3.53,3.3,2.27,3.4,3.04,,,,,,
Austria,Bundesliga,2022/2023,27/08/2022,18:30,LASK,Altach,4,1,H,1.23,6.75,13.38,1.35,7.25,13.0,1.24,6.17,10.98,,,,,,
Austria,Bundesliga,2022/2023,28/08/2022,16:00,A. Klagenfurt,Austria Vienna,3,3,D,2.84,3.54,2.55,2.84,3.56,2.65,2.73,3.41,2.47,,,,,,
Austria,Bundesliga,2022/2023,28/08/2022,16:00,SK Rapid,Sturm Graz,1,2,A,2.94,3.56,2.46,2.95,3.59,2.55,2.81,3.42,2.4,,,,,,
Austria,Bundesliga,2022/2023,28/08/2022,16:00,Tirol,Wolfsberger AC,1,3,A,2.43,3.64,2.93,2.7,3.78,3.0,2.34,3.59,2.8,,,,,,
Austria,Bundesliga,2022/2023,20/08/2022,16:00,Salzburg,A. Klagenfurt,2,0,H,1.23,7.11,12.39,1.23,7.7,15.0,1.21,6.82,11.28,,,,,,
Austria,Bundesliga,2022/2023,03/09/2022,16:00,Austria Vienna,A. Lustenau,2,2,D,1.5,4.94,6.25,1.53,4.94,6.5,1.46,4.67,5.99,,,,,,
Austria,Bundesliga,2022/2023,03/09/2022,16:00,Sturm Graz,Hartberg,0,0,D,1.4,5.29,7.83,1.43,5.29,8.0,1.39,4.99,7.07,,,,,,
Austria,Bundesliga,2022/2023,04/09/2022,13:30,Altach,SK Rapid,0,1,A,4.0,3.87,1.92,4.32,3.87,2.0,3.79,3.65,1.9,,,,,,
Austria,Bundesliga,2022/2023,04/09/2022,13:30,Wolfsberger AC,A. Klagenfurt,3,4,A,2.49,3.53,2.92,2.5,3.74,3.03,2.37,3.48,2.82,,,,,,
Austria,Bundesliga,2022/2023,04/09/2022,16:00,LASK,Ried,1,1,D,1.36,5.52,8.78,1.38,5.52,8.78,1.35,5.12,7.85,,,,,,
Austria,Bundesliga,2022/2023,10/09/2022,16:00,SK Rapid,Wolfsberger AC,1,3,A,2.03,3.65,3.83,2.05,3.77,4.2,1.97,3.58,3.59,,,,,,
Austria,Bundesliga,2022/2023,10/09/2022,16:00,Ried,Salzburg,0,3,A,7.34,4.84,1.45,8.5,5.75,1.45,7.16,4.78,1.4,,,,,,
Austria,Bundesliga,2022/2023,10/09/2022,16:00,Tirol,Altach,0,0,D,1.93,3.87,3.97,1.93,4.0,4.5,1.86,3.77,3.82,,,,,,
Austria,Bundesliga,2022/2023,11/09/2022,13:30,A. Lustenau,LASK,1,1,D,6.77,4.85,1.47,7.0,5.0,1.47,6.36,4.74,1.44,,,,,,
Austria,Bundesliga,2022/2023,11/09/2022,13:30,Hartberg,Austria Vienna,0,3,A,3.68,3.87,2.0,3.93,3.88,2.1,3.47,3.63,1.99,,,,,,
Austria,Bundesliga,2022/2023,03/09/2022,16:00,Salzburg,Tirol,2,0,H,1.16,8.95,16.94,1.17,9.0,17.0,1.14,8.25,15.2,,,,,,
Austria,Bundesliga,2022/2023,20/08/2022,16:00,Altach,A. Lustenau,1,2,A,2.15,3.72,3.4,2.4,3.73,3.4,2.23,3.49,3.05,,,,,,
Austria,Bundesliga,2022/2023,14/08/2022,16:00,Salzburg,Wolfsberger AC,2,1,H,1.24,7.06,11.58,1.26,7.56,12.0,1.22,6.64,10.84,,,,,,
Austria,Bundesliga,2022/2023,14/08/2022,16:00,LASK,SK Rapid,2,1,H,1.65,4.45,4.98,1.75,4.5,5.37,1.64,4.17,4.72,,,,,,
Austria,Bundesliga,2022/2023,23/07/2022,16:00,LASK,A. Klagenfurt,3,1,H,1.47,4.78,6.95,1.47,5.0,7.0,1.43,4.7,6.53,,,,,,
Austria,Bundesliga,2022/2023,23/07/2022,18:30,Wolfsberger AC,Sturm Graz,1,1,D,3.08,3.62,2.34,3.1,3.63,2.4,2.92,3.5,2.29,,,,,,
Austria,Bundesliga,2022/2023,24/07/2022,16:00,A. Lustenau,Tirol,2,1,H,2.4,3.8,2.87,2.4,3.85,2.95,2.33,3.64,2.75,,,,,,
Austria,Bundesliga,2022/2023,24/07/2022,16:00,Hartberg,Altach,2,1,H,2.16,3.57,3.5,2.25,3.62,3.5,2.13,3.43,3.27,,,,,,
Austria,Bundesliga,2022/2023,24/07/2022,16:00,SK Rapid,Ried,1,0,H,1.83,3.6,4.86,1.86,4.04,4.86,1.79,3.59,4.39,,,,,,
Austria,Bundesliga,2022/2023,30/07/2022,16:00,Altach,Wolfsberger AC,2,2,D,3.15,3.56,2.32,3.33,3.64,2.42,2.93,3.5,2.28,,,,,,
Austria,Bundesliga,2022/2023,30/07/2022,16:00,Ried,A. Lustenau,1,0,H,1.99,3.67,3.95,2.11,3.81,3.95,1.98,3.6,3.54,,,,,,
Austria,Bundesliga,2022/2023,30/07/2022,18:30,Sturm Graz,Salzburg,2,1,H,5.94,4.54,1.56,6.0,4.7,1.58,5.41,4.4,1.53,,,,,,
Austria,Bundesliga,2022/2023,31/07/2022,16:00,A. Klagenfurt,SK Rapid,0,1,A,2.86,3.67,2.47,3.0,3.75,2.47,2.77,3.6,2.35,,,,,,
Austria,Bundesliga,2022/2023,31/07/2022,16:00,Austria Vienna,LASK,1,1,D,2.73,3.54,2.64,2.73,3.7,2.7,2.6,3.49,2.53,,,,,,
Austria,Bundesliga,2022/2023,31/07/2022,16:00,Tirol,Hartberg,2,1,H,2.17,3.94,3.19,2.35,3.94,3.19,2.22,3.7,2.91,,,,,,
Austria,Bundesliga,2022/2023,06/08/2022,16:00,Ried,Sturm Graz,1,1,D,3.69,3.54,2.11,4.0,3.67,2.15,3.43,3.46,2.07,,,,,,
Austria,Bundesliga,2022/2023,06/08/2022,16:00,Wolfsberger AC,LASK,1,5,A,2.66,3.68,2.64,2.82,3.75,2.75,2.61,3.54,2.51,,,,,,
Austria,Bundesliga,2022/2023,06/08/2022,18:30,Hartberg,Salzburg,0,2,A,10.82,6.67,1.26,11.5,6.8,1.28,10.32,6.29,1.24,,,,,,
Austria,Bundesliga,2022/2023,07/08/2022,16:00,Altach,Austria Vienna,3,2,H,4.54,3.72,1.85,5.5,3.95,1.85,4.36,3.75,1.76,,,,,,
Austria,Bundesliga,2022/2023,07/08/2022,16:00,SK Rapid,A. Lustenau,1,1,D,1.4,5.44,7.45,1.49,5.44,7.45,1.41,4.98,6.4,,,,,,
Austria,Bundesliga,2022/2023,07/08/2022,16:00,Tirol,A. Klagenfurt,2,2,D,1.97,4.05,3.63,1.98,4.11,3.75,1.9,3.91,3.54,,,,,,
Austria,Bundesliga,2022/2023,13/08/2022,16:00,A. Klagenfurt,Ried,1,0,H,2.02,3.73,3.76,2.13,3.73,3.76,2.05,3.49,3.48,,,,,,
Austria,Bundesliga,2022/2023,13/08/2022,16:00,Austria Vienna,Tirol,2,1,H,1.74,4.24,4.58,1.79,4.59,4.75,1.74,4.02,4.19,,,,,,
Austria,Bundesliga,2022/2023,13/08/2022,18:30,Sturm Graz,Altach,4,0,H,1.46,4.84,7.04,1.52,4.84,7.04,1.48,4.43,6.21,,,,,,
Austria,Bundesliga,2022/2023,14/08/2022,16:00,A. Lustenau,Hartberg,4,1,H,2.42,3.61,2.96,2.45,3.72,3.05,2.34,3.51,2.84,,,,,,
Austria,Bundesliga,2022/2023,11/09/2022,16:00,A. Klagenfurt,Sturm Graz,0,2,A,3.6,3.77,2.06,3.69,3.88,2.2,3.38,3.58,2.05,,,,,,
Austria,Bundesliga,2022/2023,17/09/2022,16:00,Altach,A. Klagenfurt,1,4,A,2.9,3.71,2.42,2.91,3.71,2.5,2.82,3.52,2.36,,,,,,
Austria,Bundesliga,2022/2023,22/07/2022,19:30,Salzburg,Austria Vienna,3,0,H,1.33,6.14,8.57,1.43,6.14,10.0,1.31,5.47,8.58,,,,,,
Austria,Bundesliga,2022/2023,17/09/2022,16:00,Wolfsberger AC,Hartberg,3,1,H,1.76,4.17,4.48,1.8,4.43,4.48,1.76,3.97,4.12,,,,,,
Austria,Bundesliga,2022/2023,23/10/2022,13:30,Wolfsberger AC,Altach,2,3,A,1.7,4.24,4.84,1.72,4.24,4.84,1.68,4.0,4.63,,,,,,
Austria,Bundesliga,2022/2023,23/10/2022,16:00,LASK,Austria Vienna,2,2,D,2.02,3.88,3.62,2.02,4.01,3.79,1.96,3.76,3.51,,,,,,
Austria,Bundesliga,2022/2023,26/10/2022,15:00,SK Rapid,Hartberg,5,1,H,1.46,4.87,6.99,1.53,5.2,7.0,1.43,4.74,6.61,,,,,,
Austria,Bundesliga,2022/2023,29/10/2022,16:00,A. Klagenfurt,Tirol,2,3,A,2.07,3.86,3.5,2.12,4.0,3.5,2.03,3.73,3.31,,,,,,
Austria,Bundesliga,2022/2023,29/10/2022,16:00,A. Lustenau,SK Rapid,3,3,D,4.59,4.27,1.73,4.9,4.33,1.73,4.5,4.06,1.69,,,,,,
Austria,Bundesliga,2022/2023,29/10/2022,16:00,Salzburg,Hartberg,1,0,H,1.21,7.42,13.76,1.25,7.5,14.0,1.2,6.97,11.81,,,,,,
