Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B36CA
Austria,Bundesliga,2020/2021,27/01/2021,17:30,Tirol,Altach,3,1,H,1.86,3.93,4.19,1.92,4.02,4.64,1.83,3.71,3.99,,,,,,
Austria,Bundesliga,2020/2021,27/01/2021,19:30,Wolfsberger AC,LASK,0,3,A,3.96,3.85,1.93,4.0,3.86,1.95,3.77,3.66,1.89,,,,,,
Austria,Bundesliga,2020/2021,30/01/2021,16:00,Altach,Sturm Graz,2,1,H,4.8,3.84,1.78,4.94,4.0,1.8,4.58,3.72,1.73,,,,,,
Austria,Bundesliga,2020/2021,30/01/2021,16:00,Hartberg,Salzburg,0,3,A,14.82,8.08,1.18,17.0,8.5,1.2,13.49,7.82,1.16,,,,,,
Austria,Bundesliga,2020/2021,30/01/2021,16:00,Ried,Admira,0,0,D,2.04,3.87,3.58,2.06,3.87,3.78,1.98,3.71,3.46,,,,,,
Austria,Bundesliga,2020/2021,31/01/2021,13:30,Austria Vienna,Tirol,2,2,D,2.57,3.65,2.75,2.75,3.7,2.86,2.56,3.47,2.58,,,,,,
Austria,Bundesliga,2020/2021,31/01/2021,13:30,St. Polten,Wolfsberger AC,0,2,A,4.34,4.22,1.78,4.34,4.22,1.87,4.02,4.01,1.76,,,,,,
Austria,Bundesliga,2020/2021,31/01/2021,16:00,LASK,SK Rapid,1,2,A,1.84,4.12,4.1,1.92,4.12,4.24,1.82,3.87,3.88,,,,,,
Austria,Bundesliga,2020/2021,09/02/2021,17:30,Sturm Graz,Ried,2,1,H,1.66,4.0,5.62,1.67,4.24,5.75,1.61,3.92,5.19,,,,,,
Austria,Bundesliga,2020/2021,09/02/2021,19:30,SK Rapid,Wolfsberger AC,1,0,H,1.79,4.08,4.43,1.81,4.08,4.43,1.76,3.89,4.12,,,,,,
Austria,Bundesliga,2020/2021,10/02/2021,17:30,Admira,Altach,3,1,H,2.84,3.31,2.68,2.87,3.5,2.68,2.7,3.25,2.56,,,,,,
Austria,Bundesliga,2020/2021,10/02/2021,17:30,St. Polten,LASK,1,3,A,9.37,6.11,1.31,10.5,6.11,1.32,8.92,5.73,1.28,,,,,,
Austria,Bundesliga,2020/2021,10/02/2021,19:30,Salzburg,Austria Vienna,3,1,H,1.19,7.86,14.62,1.21,8.5,15.0,1.18,7.22,12.7,,,,,,
Austria,Bundesliga,2020/2021,13/02/2021,16:00,Altach,SK Rapid,0,0,D,5.86,4.81,1.53,6.03,4.81,1.55,5.51,4.52,1.5,,,,,,
Austria,Bundesliga,2020/2021,28/11/2020,16:00,Sturm Graz,Tirol,1,0,H,1.8,3.99,4.45,1.95,4.0,4.5,1.79,3.78,4.12,,,,,,
Austria,Bundesliga,2020/2021,23/01/2021,16:00,Wolfsberger AC,Hartberg,0,0,D,1.6,4.33,5.7,1.65,4.5,5.7,1.57,4.2,5.15,,,,,,
Austria,Bundesliga,2020/2021,23/01/2021,16:00,St. Polten,Admira,2,2,D,1.98,3.89,3.74,1.98,3.89,4.21,1.9,3.6,3.84,,,,,,
Austria,Bundesliga,2020/2021,13/02/2021,16:00,Tirol,Salzburg,2,4,A,9.25,6.69,1.29,10.0,6.69,1.31,8.54,6.11,1.27,,,,,,
Austria,Bundesliga,2020/2021,22/01/2021,18:00,SK Rapid,Sturm Graz,4,1,H,2.02,3.89,3.62,2.15,3.89,3.75,2.03,3.56,3.44,,,,,,
Austria,Bundesliga,2020/2021,23/01/2021,16:00,Ried,Austria Vienna,0,1,A,2.69,3.79,2.55,2.84,3.79,2.55,2.7,3.56,2.42,,,,,,
Austria,Bundesliga,2020/2021,29/11/2020,16:00,SK Rapid,Austria Vienna,1,1,D,1.66,4.77,4.54,1.73,4.77,4.78,1.64,4.33,4.47,,,,,,
Austria,Bundesliga,2020/2021,05/12/2020,16:00,Admira,Salzburg,1,0,H,20.2,10.68,1.12,23.0,11.0,1.17,17.83,9.61,1.11,,,,,,
Austria,Bundesliga,2020/2021,05/12/2020,16:00,Altach,St. Polten,0,4,A,2.69,3.77,2.56,2.75,3.77,2.63,2.65,3.53,2.46,,,,,,
Austria,Bundesliga,2020/2021,05/12/2020,16:00,Austria Vienna,Sturm Graz,0,4,A,3.61,3.6,2.11,3.63,3.64,2.24,3.34,3.46,2.09,,,,,,
Austria,Bundesliga,2020/2021,06/12/2020,13:30,Hartberg,SK Rapid,1,3,A,5.63,5.27,1.51,6.2,5.28,1.56,5.68,4.94,1.45,,,,,,
Austria,Bundesliga,2020/2021,06/12/2020,13:30,Tirol,Wolfsberger AC,4,1,H,2.74,3.77,2.51,2.84,3.77,2.57,2.66,3.55,2.44,,,,,,
Austria,Bundesliga,2020/2021,06/12/2020,16:00,LASK,Ried,3,0,H,1.2,7.74,13.04,1.22,7.77,15.0,1.18,7.14,12.42,,,,,,
Austria,Bundesliga,2020/2021,12/12/2020,16:00,Ried,Altach,1,4,A,2.24,3.92,3.06,2.29,3.92,3.16,2.18,3.65,2.99,,,,,,
Austria,Bundesliga,2020/2021,12/12/2020,16:00,St. Polten,Hartberg,2,2,D,2.08,4.07,3.12,2.17,4.1,3.3,2.06,3.91,3.08,,,,,,
Austria,Bundesliga,2020/2021,12/12/2020,16:00,Sturm Graz,Admira,3,0,H,1.45,4.57,7.94,1.47,5.0,8.0,1.41,4.53,7.15,,,,,,
Austria,Bundesliga,2020/2021,29/11/2020,13:30,Wolfsberger AC,Ried,1,1,D,1.67,4.48,4.81,1.7,4.78,5.53,1.63,4.22,4.64,,,,,,
Austria,Bundesliga,2020/2021,13/12/2020,13:30,Wolfsberger AC,Austria Vienna,3,2,H,1.99,3.79,3.81,2.07,3.83,3.9,1.94,3.63,3.6,,,,,,
Austria,Bundesliga,2020/2021,13/12/2020,16:00,Salzburg,LASK,3,1,H,1.66,4.53,4.84,1.71,4.55,5.0,1.62,4.28,4.6,,,,,,
Austria,Bundesliga,2020/2021,19/12/2020,16:00,Admira,SK Rapid,0,1,A,6.56,5.32,1.44,6.64,5.32,1.48,6.23,4.88,1.43,,,,,,
Austria,Bundesliga,2020/2021,19/12/2020,16:00,Hartberg,Altach,1,0,H,2.15,4.0,3.18,2.2,4.0,3.23,2.1,3.76,3.09,,,,,,
Austria,Bundesliga,2020/2021,19/12/2020,16:00,Sturm Graz,St. Polten,3,0,H,1.55,4.87,5.52,1.6,4.87,6.0,1.52,4.47,5.47,,,,,,
Austria,Bundesliga,2020/2021,20/12/2020,13:30,Salzburg,Wolfsberger AC,2,3,A,1.23,7.05,11.91,1.26,7.25,12.0,1.23,6.69,9.7,,,,,,
Austria,Bundesliga,2020/2021,20/12/2020,13:30,Tirol,Ried,1,3,A,1.66,4.51,4.82,1.69,4.6,5.0,1.63,4.32,4.54,,,,,,
Austria,Bundesliga,2020/2021,20/12/2020,16:00,Austria Vienna,LASK,1,1,D,8.68,5.34,1.37,9.5,5.48,1.41,7.54,5.09,1.36,,,,,,
Austria,Bundesliga,2020/2021,17/01/2021,16:00,Wolfsberger AC,Sturm Graz,0,0,D,2.7,3.54,2.67,2.74,3.54,2.74,2.6,3.33,2.61,,,,,,
Austria,Bundesliga,2020/2021,13/12/2020,13:30,SK Rapid,Tirol,0,3,A,1.67,4.55,4.69,1.7,4.61,5.0,1.63,4.33,4.47,,,,,,
