Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,Season,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5
05/08/2023,12:30,Celtic,Ross County,3,0,4,2,,1.11,9.64,19.29,1.27,3.6
05/08/2023,15:00,Dundee,Motherwell,0,1,1,1,,2.57,3.3,2.72,1.97,1.82
05/08/2023,15:00,Livingston,Aberdeen,0,0,0,0,,2.87,3.26,2.47,2.03,1.77
05/08/2023,15:00,St Johnstone,Hearts,0,0,0,2,,3.13,3.5,2.2,1.82,1.97
05/08/2023,17:15,Kilmarnock,Rangers,0,0,1,0,,6.81,4.85,1.41,1.53,2.44
06/08/2023,15:00,Hibernian,St Mirren,0,2,2,3,,1.89,3.52,3.98,1.94,1.84
12/08/2023,15:00,Rangers,Livingston,1,0,4,0,,1.28,5.75,9.66,1.49,2.55
12/08/2023,15:00,Ross County,St Johnstone,1,0,2,0,,2.12,3.23,3.61,2.23,1.63
12/08/2023,15:00,St Mirren,Dundee,2,0,2,1,,2.07,3.37,3.58,2.06,1.74
13/08/2023,12:00,Aberdeen,Celtic,1,2,1,3,,7.89,5.39,1.34,1.44,2.7
13/08/2023,15:00,Hearts,Kilmarnock,0,0,0,0,,1.85,3.61,4.11,1.85,1.93
13/08/2023,15:00,Motherwell,Hibernian,0,0,2,1,,2.56,3.32,2.71,2.0,1.78
26/08/2023,12:30,Ross County,Rangers,0,2,0,2,,8.36,5.24,1.34,1.59,2.34
26/08/2023,15:00,Celtic,St Johnstone,0,0,0,0,,1.04,14.52,35.46,1.28,3.58
26/08/2023,15:00,Hibernian,Livingston,0,1,2,3,,1.81,3.68,4.26,1.93,1.85
26/08/2023,15:00,Motherwell,Kilmarnock,0,1,2,1,,2.42,3.24,2.98,2.11,1.72
27/08/2023,15:00,Dundee,Hearts,0,0,1,0,,2.89,3.42,2.37,1.91,1.88
27/08/2023,15:00,St Mirren,Aberdeen,0,1,2,2,,2.3,3.28,3.11,2.03,1.77
02/09/2023,15:00,Kilmarnock,Ross County,0,0,0,1,,1.86,3.54,4.13,2.02,1.78
02/09/2023,15:00,Livingston,St Mirren,0,0,1,1,,2.83,3.06,2.63,2.34,1.58
02/09/2023,15:00,St Johnstone,Dundee,0,1,2,2,,2.66,3.23,2.67,2.13,1.69
03/09/2023,12:00,Rangers,Celtic,0,1,0,1,,2.38,3.61,2.74,1.59,2.32
03/09/2023,15:00,Aberdeen,Hibernian,0,0,0,2,,2.27,3.36,3.1,1.94,1.85
03/09/2023,15:00,Hearts,Motherwell,0,1,0,1,,2.0,3.53,3.59,1.86,1.92
16/09/2023,12:30,St Johnstone,Rangers,0,1,0,2,,11.47,6.11,1.23,1.53,2.44
16/09/2023,15:00,Celtic,Dundee,0,0,3,0,,1.12,9.16,18.29,1.34,3.16
16/09/2023,15:00,Hearts,Aberdeen,1,0,2,0,,2.1,3.53,3.32,1.76,2.05
16/09/2023,15:00,Kilmarnock,Hibernian,0,1,2,2,,2.54,3.29,2.75,2.0,1.79
16/09/2023,15:00,Motherwell,St Mirren,0,0,0,1,,2.3,3.18,3.21,2.29,1.6
16/09/2023,15:00,Ross County,Livingston,0,0,1,1,,2.39,3.27,2.97,2.04,1.76
23/09/2023,12:30,Livingston,Celtic,0,1,0,3,,10.28,5.96,1.26,1.51,2.5
23/09/2023,15:00,Dundee,Kilmarnock,1,1,2,2,,2.51,3.24,2.84,2.11,1.71
23/09/2023,15:00,Hibernian,St Johnstone,1,0,2,0,,1.59,4.03,5.48,1.88,1.9
23/09/2023,15:00,St Mirren,Hearts,1,0,1,0,,2.62,3.19,2.74,2.11,1.71
24/09/2023,15:00,Aberdeen,Ross County,2,0,4,0,,1.95,3.48,3.83,1.91,1.87
24/09/2023,15:00,Rangers,Motherwell,1,0,1,0,,1.23,6.2,11.6,1.55,2.41
30/09/2023,12:30,Motherwell,Celtic,0,0,1,2,,9.69,5.54,1.29,1.58,2.34
30/09/2023,15:00,Hibernian,Dundee,0,0,0,0,,1.75,3.88,4.3,1.72,2.08
