Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
27/07/2024,19:45,Anderlecht,St Truiden,0.0,0.0,1,0,1.51,4.32,5.85,1.64,2.22,11.0,2.0,3.0,0.0
27/07/2024,17:15,Beerschot VA,Oud-Heverlee Leuven,0.0,0.0,0,0,2.77,3.36,2.48,1.8,2.0,1.0,9.0,0.0,2.0
28/07/2024,17:30,Charleroi,Antwerp,0.0,1.0,0,1,3.11,3.53,2.19,1.7,2.13,12.0,12.0,5.0,4.0
26/07/2024,19:45,Club Brugge,Mechelen,0.0,0.0,1,1,1.38,4.89,7.7,1.6,2.32,28.0,5.0,7.0,2.0
27/07/2024,15:00,Dender,St. Gilloise,0.0,0.0,0,0,6.62,4.82,1.42,1.53,2.44,3.0,10.0,0.0,3.0
28/07/2024,12:30,Genk,Standard,0.0,0.0,0,0,1.46,4.5,6.32,1.57,2.37,21.0,4.0,3.0,1.0
28/07/2024,15:00,Kortrijk,Gent,0.0,0.0,0,1,4.91,4.19,1.61,1.56,2.37,15.0,8.0,5.0,2.0
28/07/2024,18:15,Westerlo,Cercle Brugge,1.0,0.0,3,0,2.89,3.61,2.27,1.59,2.31,10.0,12.0,6.0,4.0
02/08/2024,19:45,St. Gilloise,Beerschot VA,2.0,0.0,3,1,1.35,5.14,7.89,1.58,2.37,10.0,6.0,4.0,2.0
03/08/2024,15:00,Mechelen,Westerlo,0.0,2.0,2,4,1.9,3.92,3.57,1.47,2.6,12.0,14.0,4.0,9.0
03/08/2024,17:15,Oud-Heverlee Leuven,Genk,2.0,0.0,3,1,3.32,3.57,2.1,1.65,2.21,11.0,18.0,5.0,7.0
03/08/2024,19:45,St Truiden,Charleroi,0.0,4.0,1,4,2.46,3.38,2.77,1.85,1.94,3.0,15.0,2.0,7.0
04/08/2024,12:30,Antwerp,Anderlecht,1.0,1.0,1,2,2.73,3.45,2.46,1.76,2.04,17.0,10.0,7.0,4.0
04/08/2024,15:00,Cercle Brugge,Kortrijk,1.0,1.0,1,2,1.62,4.14,4.9,1.65,2.18,23.0,11.0,6.0,6.0
04/08/2024,17:30,Standard,Club Brugge,0.0,0.0,1,0,5.43,4.39,1.53,1.59,2.31,10.0,16.0,2.0,6.0
04/08/2024,18:15,Gent,Dender,0.0,1.0,1,2,1.33,5.2,8.31,1.64,2.23,15.0,17.0,3.0,5.0
09/08/2024,19:45,Standard,Mechelen,0.0,0.0,0,0,2.47,3.41,2.8,1.76,2.05,17.0,9.0,4.0,2.0
10/08/2024,15:00,Dender,Kortrijk,2.0,1.0,4,1,2.17,3.48,3.21,1.83,1.95,12.0,9.0,6.0,2.0
10/08/2024,17:15,Westerlo,St. Gilloise,3.0,1.0,4,3,3.6,3.72,1.95,1.66,2.19,24.0,14.0,9.0,7.0
10/08/2024,19:45,Anderlecht,Oud-Heverlee Leuven,1.0,1.0,1,1,1.92,3.55,3.94,1.95,1.83,19.0,10.0,2.0,4.0
11/08/2024,12:30,Genk,Club Brugge,0.0,1.0,3,2,3.4,3.63,2.04,1.69,2.14,14.0,17.0,7.0,7.0
11/08/2024,15:00,Antwerp,St Truiden,2.0,0.0,6,1,1.38,4.84,7.47,1.58,2.35,11.0,15.0,8.0,7.0
11/08/2024,17:30,Charleroi,Gent,0.0,0.0,1,0,2.86,3.64,2.29,1.64,2.22,17.0,7.0,5.0,0.0
11/08/2024,18:15,Cercle Brugge,Beerschot VA,3.0,1.0,4,1,1.53,4.38,5.58,1.66,2.18,22.0,4.0,8.0,3.0
16/08/2024,19:45,St. Gilloise,Charleroi,0.0,0.0,1,0,1.79,3.79,4.26,1.81,1.98,18.0,6.0,4.0,1.0
17/08/2024,15:00,Beerschot VA,Genk,1.0,3.0,3,4,4.69,4.09,1.66,1.65,2.21,15.0,11.0,7.0,6.0
17/08/2024,17:15,St Truiden,Dender,2.0,1.0,3,3,2.49,3.47,2.69,1.8,2.0,12.0,14.0,4.0,7.0
17/08/2024,19:45,Mechelen,Anderlecht,1.0,2.0,1,3,3.28,3.61,2.1,1.68,2.16,22.0,12.0,9.0,8.0
18/08/2024,12:30,Club Brugge,Antwerp,0.0,0.0,1,0,1.77,3.97,4.14,1.69,2.14,14.0,13.0,5.0,3.0
18/08/2024,15:00,Oud-Heverlee Leuven,Cercle Brugge,1.0,1.0,1,1,2.81,3.36,2.46,1.86,1.93,12.0,11.0,6.0,5.0
18/08/2024,17:30,Kortrijk,Standard,0.0,0.0,1,0,2.71,3.25,2.6,2.04,1.76,21.0,6.0,8.0,0.0
18/08/2024,18:15,Gent,Westerlo,3.0,1.0,4,1,1.89,4.01,3.55,1.51,2.47,15.0,15.0,8.0,8.0
24/08/2024,17:15,Westerlo,Oud-Heverlee Leuven,1.0,1.0,1,1,2.02,3.62,3.46,1.65,2.2,15.0,13.0,3.0,6.0
24/08/2024,19:45,Antwerp,Mechelen,0.0,1.0,0,1,1.55,4.27,5.4,1.6,2.3,19.0,13.0,4.0,4.0
25/08/2024,12:30,Dender,Club Brugge,1.0,2.0,1,2,5.12,4.3,1.57,1.62,2.25,11.0,13.0,5.0,4.0
25/08/2024,15:00,St Truiden,St. Gilloise,0.0,0.0,0,0,5.98,4.35,1.5,1.67,2.17,5.0,13.0,0.0,2.0
25/08/2024,17:30,Standard,Beerschot VA,0.0,0.0,1,0,1.77,3.81,4.27,1.73,2.08,12.0,11.0,3.0,2.0
25/08/2024,18:15,Charleroi,Kortrijk,1.0,0.0,1,0,1.75,3.7,4.51,1.91,1.87,12.0,5.0,3.0,1.0
30/08/2024,19:45,Genk,Westerlo,0.0,0.0,1,0,1.65,4.26,4.55,1.42,2.79,15.0,9.0,5.0,0.0
31/08/2024,15:00,Mechelen,Charleroi,3.0,2.0,5,2,2.68,3.46,2.51,1.85,1.93,11.0,25.0,7.0,6.0
31/08/2024,17:15,Beerschot VA,Dender,0.0,2.0,1,2,2.86,3.37,2.41,1.82,1.97,15.0,16.0,4.0,4.0
31/08/2024,19:45,Oud-Heverlee Leuven,Standard,1.0,0.0,2,0,1.93,3.44,3.93,1.94,1.84,13.0,4.0,4.0,0.0
