Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,Season,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5
09/08/2024,20:00,Blackburn,Derby,1,0,4,2,,2.28,3.36,3.17,1.99,1.82
09/08/2024,20:00,Preston,Sheffield United,0,1,0,2,,3.16,3.35,2.3,1.98,1.83
10/08/2024,12:30,Cardiff,Sunderland,0,1,0,2,,2.9,3.18,2.54,2.25,1.63
10/08/2024,12:30,Hull,Bristol City,0,0,1,1,,2.63,3.27,2.73,2.08,1.74
10/08/2024,12:30,Leeds,Portsmouth,1,2,3,3,,1.37,5.01,7.81,1.59,2.32
10/08/2024,12:30,Middlesbrough,Swansea,1,0,1,0,,1.83,3.77,4.16,1.74,2.09
10/08/2024,12:30,Millwall,Watford,0,1,2,3,,2.34,3.2,3.19,2.3,1.61
10/08/2024,12:30,Oxford,Norwich,1,0,2,0,,3.04,3.49,2.28,1.86,1.94
10/08/2024,12:30,QPR,West Brom,1,1,1,3,,2.55,3.18,2.88,2.24,1.64
10/08/2024,12:30,Stoke,Coventry,0,0,1,0,,2.47,3.51,2.75,1.8,2.01
11/08/2024,16:00,Sheffield Weds,Plymouth,1,0,4,0,,1.84,3.58,4.27,1.96,1.84
12/08/2024,20:00,Luton,Burnley,0,2,1,4,,2.4,3.39,2.9,1.85,1.94
16/08/2024,20:00,Coventry,Oxford,2,1,3,2,,1.69,3.98,4.72,1.71,2.13
17/08/2024,12:30,Derby,Middlesbrough,1,0,1,0,,3.45,3.55,2.07,1.83,1.98
17/08/2024,12:30,Portsmouth,Luton,0,0,0,0,,3.0,3.55,2.28,1.76,2.06
17/08/2024,12:30,West Brom,Leeds,0,0,0,0,,3.39,3.45,2.13,2.0,1.81
17/08/2024,15:00,Bristol City,Millwall,2,0,4,3,,2.02,3.26,3.96,2.36,1.58
17/08/2024,15:00,Burnley,Cardiff,2,0,5,0,,1.47,4.44,6.69,1.75,2.08
17/08/2024,15:00,Norwich,Blackburn,0,1,2,2,,2.06,3.54,3.48,1.79,2.02
17/08/2024,15:00,Plymouth,Hull,0,0,1,1,,2.83,3.65,2.35,1.67,2.19
17/08/2024,15:00,Sheffield United,QPR,2,0,2,2,,1.79,3.72,4.39,1.89,1.92
17/08/2024,15:00,Swansea,Preston,1,0,3,0,,1.97,3.42,3.92,2.11,1.72
17/08/2024,15:00,Watford,Stoke,0,0,3,0,,2.63,3.28,2.71,2.05,1.77
18/08/2024,12:00,Sunderland,Sheffield Weds,3,0,4,0,,2.15,3.46,3.33,1.93,1.87
23/08/2024,20:00,Sheffield Weds,Leeds,0,1,0,2,,3.96,3.52,1.93,1.87,1.93
24/08/2024,12:30,Bristol City,Coventry,1,0,1,1,,2.47,3.41,2.8,1.87,1.94
24/08/2024,12:30,Hull,Millwall,0,0,0,0,,2.18,3.35,3.35,2.04,1.77
24/08/2024,12:30,QPR,Plymouth,1,1,1,1,,1.7,3.88,4.76,1.81,2.01
24/08/2024,15:00,Blackburn,Oxford,1,1,2,1,,1.77,3.83,4.29,1.74,2.08
24/08/2024,15:00,Middlesbrough,Portsmouth,1,2,2,2,,1.47,4.45,6.62,1.7,2.14
24/08/2024,15:00,Norwich,Sheffield United,1,1,1,1,,2.74,3.47,2.47,1.75,2.06
24/08/2024,15:00,Preston,Luton,1,0,1,0,,3.18,3.48,2.21,1.94,1.87
24/08/2024,15:00,Stoke,West Brom,1,2,1,2,,2.55,3.18,2.84,2.24,1.64
24/08/2024,15:00,Sunderland,Burnley,1,0,1,0,,2.99,3.41,2.33,1.9,1.9
24/08/2024,15:00,Watford,Derby,1,1,2,1,,1.87,3.61,4.03,1.86,1.93
25/08/2024,15:00,Swansea,Cardiff,1,0,1,1,,1.97,3.58,3.71,1.88,1.92
30/08/2024,20:00,Luton,QPR,1,0,1,2,,1.97,3.61,3.73,1.77,2.05
31/08/2024,12:30,Burnley,Blackburn,1,1,1,1,,1.93,3.67,3.81,1.79,2.02
31/08/2024,12:30,Cardiff,Middlesbrough,0,0,0,2,,3.94,3.71,1.89,1.88,1.93
31/08/2024,12:30,Coventry,Norwich,0,0,0,1,,1.89,3.78,3.85,1.71,2.14
31/08/2024,15:00,Derby,Bristol City,1,0,3,0,,2.94,3.28,2.45,2.02,1.79
31/08/2024,15:00,Leeds,Hull,0,0,2,0,,1.33,5.3,9.01,1.61,2.32
31/08/2024,15:00,Millwall,Sheffield Weds,0,0,3,0,,2.42,3.32,2.95,2.11,1.72
31/08/2024,15:00,Oxford,Preston,1,1,3,1,,2.44,3.37,2.88,1.99,1.82
31/08/2024,15:00,Plymouth,Stoke,0,0,0,1,,3.17,3.62,2.17,1.7,2.16
31/08/2024,15:00,Portsmouth,Sunderland,0,1,1,3,,3.48,3.53,2.07,1.97,1.84
31/08/2024,15:00,West Brom,Swansea,1,0,1,0,,1.85,3.63,4.24,1.96,1.85
01/09/2024,15:00,Sheffield United,Watford,1,0,1,0,,1.78,3.85,4.3,1.81,1.99
13/09/2024,20:00,Hull,Sheffield United,0,1,0,2,,3.36,3.44,2.15,1.87,1.93
14/09/2024,12:30,Leeds,Burnley,0,1,0,1,,1.72,3.86,4.7,1.84,1.97
14/09/2024,12:30,Millwall,Luton,0,1,0,1,,2.64,3.33,2.67,2.05,1.77
14/09/2024,12:30,Oxford,Stoke,0,0,1,0,,3.14,3.38,2.27,1.96,1.85
14/09/2024,15:00,Blackburn,Bristol City,1,0,3,0,,2.14,3.48,3.34,1.91,1.9
14/09/2024,15:00,Derby,Cardiff,1,0,1,0,,2.35,3.3,3.07,2.08,1.75
14/09/2024,15:00,Middlesbrough,Preston,1,1,1,1,,1.46,4.53,6.77,1.73,2.1
14/09/2024,15:00,Plymouth,Sunderland,0,1,3,2,,4.31,3.74,1.8,1.73,2.1
