Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,Season,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5
11/09/2020,18:00,Sonderjyske,Midtjylland,,,2,0,2020/2021,3.92,3.5,1.91,,
13/09/2020,13:00,Horsens,Randers FC,,,0,3,2020/2021,3.07,3.41,2.25,,
13/09/2020,13:00,Lyngby,Aalborg,,,0,0,2020/2021,3.59,3.63,1.96,,
13/09/2020,15:00,Brondby,Nordsjaelland,,,3,2,2020/2021,2.01,3.6,3.49,,
13/09/2020,17:00,Odense,FC Copenhagen,,,3,2,2020/2021,3.44,3.42,2.08,,
14/09/2020,18:00,Aarhus,Vejle,,,4,2,2020/2021,1.69,3.77,4.88,,
19/09/2020,14:30,Midtjylland,Lyngby,,,1,0,2020/2021,1.31,5.51,8.67,,
20/09/2020,13:00,FC Copenhagen,Brondby,,,1,2,2020/2021,2.1,3.52,3.33,,
20/09/2020,13:00,Odense,Nordsjaelland,,,1,1,2020/2021,2.1,3.62,3.22,,
20/09/2020,15:00,Randers FC,Aarhus,,,1,1,2020/2021,2.86,3.4,2.39,,
20/09/2020,17:00,Vejle,Sonderjyske,,,4,1,2020/2021,2.7,3.28,2.58,,
21/09/2020,18:00,Aalborg,Horsens,,,1,0,2020/2021,1.52,4.22,5.96,,
26/09/2020,16:00,Midtjylland,Randers FC,,,1,0,2020/2021,1.71,3.72,4.72,,
27/09/2020,13:00,Aarhus,Odense,,,4,2,2020/2021,2.1,3.51,3.31,,
27/09/2020,13:00,Sonderjyske,Aalborg,,,3,1,2020/2021,3.2,3.46,2.18,,
27/09/2020,15:00,Brondby,Horsens,,,2,1,2020/2021,1.45,4.47,6.66,,
27/09/2020,17:00,Vejle,FC Copenhagen,,,2,2,2020/2021,3.97,3.8,1.83,,
28/09/2020,18:00,Nordsjaelland,Lyngby,,,4,1,2020/2021,1.72,3.99,4.36,,
02/10/2020,18:00,Randers FC,Brondby,,,1,2,2020/2021,2.61,3.42,2.57,,
04/10/2020,13:00,Lyngby,Sonderjyske,,,2,2,2020/2021,3.29,3.46,2.12,,
04/10/2020,13:00,Odense,Vejle,,,0,1,2020/2021,1.98,3.45,3.73,,
04/10/2020,15:00,Aalborg,Aarhus,,,1,1,2020/2021,2.34,3.49,2.88,,
04/10/2020,17:00,Horsens,Midtjylland,,,2,2,2020/2021,5.95,4.14,1.53,,
04/10/2020,19:00,FC Copenhagen,Nordsjaelland,,,3,2,2020/2021,1.91,3.88,3.53,,
17/10/2020,15:00,Midtjylland,Odense,,,3,1,2020/2021,1.62,4.01,5.11,,
18/10/2020,13:00,Aarhus,Horsens,,,3,0,2020/2021,1.56,4.2,5.43,,
18/10/2020,13:00,Vejle,Lyngby,,,3,2,2020/2021,1.59,4.08,5.37,,
18/10/2020,15:00,Sonderjyske,Brondby,,,2,0,2020/2021,2.98,3.41,2.3,,
18/10/2020,17:00,FC Copenhagen,Aalborg,,,1,2,2020/2021,1.81,3.79,4.1,,
19/10/2020,18:00,Nordsjaelland,Randers FC,,,1,0,2020/2021,2.38,3.62,2.73,,
