Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
30/07/2022,12:00,Livingston,Rangers,1,0,1,2,7.89,4.59,1.39,1.84,1.94,5,21,2,6
30/07/2022,15:00,Hearts,Ross County,0,0,2,1,1.55,4.08,5.73,1.84,1.94,15,12,4,3
30/07/2022,15:00,Kilmarnock,Dundee United,0,1,1,1,2.43,3.14,3.01,2.25,1.62,18,7,5,5
30/07/2022,15:00,St Johnstone,Hibernian,0,0,0,1,3.25,3.0,2.37,2.53,1.5,4,14,1,1
31/07/2022,15:00,St Mirren,Motherwell,0,1,0,1,2.57,3.14,2.81,2.24,1.62,19,9,6,2
31/07/2022,16:30,Celtic,Aberdeen,1,0,2,0,1.25,5.75,10.99,1.56,2.38,21,5,9,3
06/08/2022,15:00,Aberdeen,St Mirren,3,0,4,1,1.99,3.28,3.93,2.2,1.64,23,6,10,1
06/08/2022,15:00,Motherwell,St Johnstone,0,1,1,2,2.21,3.09,3.48,2.45,1.53,12,10,2,3
06/08/2022,15:00,Rangers,Kilmarnock,0,0,2,0,1.21,6.37,13.53,1.54,2.41,18,4,4,0
06/08/2022,15:00,Ross County,Celtic,0,0,1,3,12.3,6.37,1.21,1.49,2.53,5,23,2,7
07/08/2022,12:00,Hibernian,Hearts,0,1,1,1,2.78,3.15,2.6,2.17,1.66,12,12,3,6
07/08/2022,15:00,Dundee United,Livingston,0,0,0,1,2.37,3.12,3.12,2.33,1.58,10,11,3,4
13/08/2022,15:00,Aberdeen,Motherwell,1,1,2,3,1.79,3.49,4.66,2.14,1.68,14,19,3,6
13/08/2022,15:00,Livingston,Hibernian,1,0,2,1,3.16,3.05,2.41,2.44,1.53,12,23,6,5
13/08/2022,15:00,Rangers,St Johnstone,1,0,4,0,1.18,6.65,16.91,1.69,2.15,24,4,8,1
13/08/2022,15:00,St Mirren,Ross County,0,0,1,0,2.35,3.24,3.06,2.15,1.68,8,5,2,1
14/08/2022,12:00,Kilmarnock,Celtic,0,3,0,5,13.55,6.64,1.2,1.5,2.51,12,20,3,11
14/08/2022,15:00,Hearts,Dundee United,1,0,4,1,1.59,3.9,5.66,1.94,1.85,13,10,12,2
20/08/2022,12:30,Hibernian,Rangers,0,1,2,2,5.42,4.0,1.6,1.86,1.93,14,9,5,2
20/08/2022,15:00,Dundee United,St Mirren,0,1,0,3,2.44,3.07,3.08,2.36,1.57,13,12,3,5
20/08/2022,15:00,Motherwell,Livingston,0,0,1,0,2.35,3.12,3.17,2.28,1.61,13,5,2,1
20/08/2022,15:00,Ross County,Kilmarnock,0,0,1,0,2.33,3.19,3.13,2.24,1.63,8,14,5,2
20/08/2022,15:00,St Johnstone,Aberdeen,0,0,0,1,3.45,3.11,2.22,2.43,1.54,7,15,1,4
21/08/2022,15:00,Celtic,Hearts,1,0,2,0,1.21,6.55,12.42,1.45,2.69,15,4,7,0
27/08/2022,15:00,Aberdeen,Livingston,1,0,5,0,1.76,3.54,4.73,2.13,1.69,20,7,6,3
27/08/2022,15:00,Kilmarnock,Motherwell,0,1,2,1,2.62,3.2,2.72,2.15,1.68,21,10,4,6
27/08/2022,15:00,Rangers,Ross County,2,0,4,0,1.15,7.64,17.43,1.47,2.62,31,4,13,0
27/08/2022,15:00,St Mirren,Hibernian,1,0,1,0,3.3,3.12,2.29,2.31,1.59,14,14,2,1
28/08/2022,12:00,Dundee United,Celtic,0,4,0,9,16.57,7.62,1.15,1.42,2.76,6,30,2,13
28/08/2022,15:00,Hearts,St Johnstone,2,1,3,2,1.62,3.72,5.73,2.09,1.72,27,9,6,5
03/09/2022,12:30,Celtic,Rangers,3,0,4,0,1.86,3.69,4.01,1.74,2.08,15,11,6,2
03/09/2022,15:00,Hibernian,Kilmarnock,1,0,1,0,1.68,3.69,5.11,2.04,1.76,25,7,8,1
03/09/2022,15:00,Livingston,Hearts,1,0,1,0,3.28,3.32,2.2,2.04,1.76,12,6,6,0
03/09/2022,15:00,Motherwell,Dundee United,0,0,0,0,1.98,3.35,3.89,2.14,1.69,21,11,5,3
03/09/2022,15:00,Ross County,Aberdeen,0,0,1,1,3.74,3.34,2.03,2.09,1.72,11,11,2,5
03/09/2022,15:00,St Johnstone,St Mirren,1,0,3,0,2.48,3.05,3.03,2.48,1.52,9,10,4,2
17/09/2022,15:00,Hibernian,Aberdeen,1,1,3,1,2.31,3.18,3.18,2.2,1.65,25,5,8,1
17/09/2022,15:00,Livingston,Kilmarnock,1,0,1,0,2.0,3.31,3.85,2.18,1.66,9,3,1,1
17/09/2022,15:00,Rangers,Dundee United,1,0,2,1,1.12,8.55,20.86,1.42,2.76,17,10,6,5
17/09/2022,15:00,St Johnstone,Ross County,0,0,0,0,2.32,3.18,3.15,2.35,1.57,15,9,1,1
18/09/2022,12:00,St Mirren,Celtic,1,0,2,0,15.12,6.95,1.18,1.47,2.62,4,18,2,4
18/09/2022,15:00,Motherwell,Hearts,0,1,0,3,2.75,3.34,2.5,1.96,1.82,25,10,5,6
01/10/2022,12:30,Hearts,Rangers,0,2,0,4,4.68,4.02,1.67,1.63,2.24,7,20,1,7
01/10/2022,15:00,Aberdeen,Kilmarnock,3,1,4,1,1.69,3.67,5.11,2.04,1.76,16,7,8,3
01/10/2022,15:00,Celtic,Motherwell,1,1,2,1,1.11,9.08,19.06,1.31,3.34,17,7,6,2
01/10/2022,15:00,Dundee United,St Johnstone,0,2,1,2,2.48,3.05,3.03,2.41,1.55,19,12,6,3
01/10/2022,15:00,Ross County,Hibernian,0,0,0,2,3.52,3.35,2.09,2.14,1.69,9,24,2,9
01/10/2022,15:00,St Mirren,Livingston,0,0,2,1,2.3,3.17,3.23,2.28,1.61,8,10,3,3
04/10/2022,19:45,Ross County,Motherwell,0,1,0,5,2.95,3.21,2.43,2.12,1.7,9,11,1,6
05/10/2022,19:45,Kilmarnock,St Johnstone,1,0,2,1,2.25,3.14,3.38,2.34,1.58,11,15,2,5
08/10/2022,12:30,St Johnstone,Celtic,0,1,1,2,12.98,6.74,1.2,1.48,2.59,8,11,3,4
