match_idx,date_orig,home_team,away_team,lambda_home_orig,lambda_away_orig,O_0_5_orig,O_1_5_orig,MG_Casa_1_3_orig,MG_Casa_1_4_orig,MG_Casa_1_5_orig,MG_Ospite_1_3_orig,MG_Ospite_1_4_orig,MG_Ospite_1_5_orig,1X2_H_orig,1X2_D_orig,1X2_A_orig,odds_1,odds_X,odds_2,actual_home_goals,actual_away_goals,actual_scoreline_orig,top_scoreline_1,top_scoreline_2,top_scoreline_3,top_scoreline_4,date_new,lambda_home_new,lambda_away_new,O_0_5_new,O_1_5_new,O_2_5,MG_Casa_1_3_new,MG_Casa_1_4_new,MG_Casa_1_5_new,MG_Ospite_1_3_new,MG_Ospite_1_4_new,MG_Ospite_1_5_new,1X2_H_new,1X2_D_new,1X2_A_new,actual_scoreline_new,confidence,lambda_home_diff,lambda_away_diff,1x2_h_diff,1x2_d_diff,1x2_a_diff,o25_orig_calc,ou25_diff,confidence_bin
2690,2025-09-19,Lecce,Cagliari,0.856857142857143,1.046,0.8507067538878911,0.5666230341431353,0.5642219411876046,0.5737588875523787,0.5753932476751191,0.6271900414715633,0.644727584970576,0.6483964390705695,0.2916095301371978,0.316241704672921,0.3921487651898811,2.8,2.9,2.78,1,2,1-2,0-1 (0.156),0-0 (0.149),1-1 (0.134),1-0 (0.128),2025-09-19,0.989,0.914,0.851,0.567,0.296,0.61,0.625,0.628,0.585,0.597,0.599,0.361,0.318,0.321,1-2,1.0,0.132142857142857,-0.132,0.06939046986280217,0.0017582953270789958,-0.07114876518988111,0.29603723459926673,-3.723459926674444e-05,High
2691,2025-09-20,Udinese,Milan,0.9068,1.5133684210526317,0.9106462892009024,0.6943952600210572,0.5825965058698053,0.5939772792105631,0.596041296263643,0.7158283135274199,0.7641723658568907,0.7788048382851183,0.2266834745262426,0.2610402136209513,0.512276311852806,4.31,3.57,1.82,0,3,0-3,0-1 (0.135),1-1 (0.123),0-2 (0.102),1-2 (0.093),2025-09-20,1.039,1.381,0.911,0.695,0.433,0.625,0.642,0.646,0.699,0.737,0.748,0.283,0.271,0.446,0-3,1.0,0.13219999999999987,-0.1323684210526317,0.05631652547375737,0.009959786379048707,-0.06627631185280597,0.4305482857525304,0.002451714247469594,High
2692,2025-09-20,Bologna,Genoa,1.3010000000000002,1.146,0.9131494969781834,0.7006263160837981,0.6860814627519037,0.7186542048436217,0.7271296323358869,0.6535983633961954,0.676472419969885,0.6817151537365748,0.4001501804570646,0.2733905309829927,0.3264592885599425,1.82,3.3,4.78,2,1,2-1,1-1 (0.129),1-0 (0.113),0-1 (0.100),0-0 (0.087),2025-09-20,1.301,1.146,0.913,0.701,0.441,0.686,0.719,0.727,0.654,0.676,0.682,0.4,0.273,0.326,2-1,1.0,-2.220446049250313e-16,0.0,-0.00015018045706455263,-0.0003905309829926873,-0.0004592885599424834,0.4390942009957399,0.001905799004260078,High
2693,2025-09-20,Verona,Juventus,0.8086666666666668,1.104947368421053,0.8522787385645509,0.5695972594008132,0.5452387026296319,0.5531774548294934,0.5544614156852843,0.6432999505386995,0.6638926277942108,0.668443392702655,0.265498309992274,0.3122971966188124,0.4222044933889133,6.5,3.85,1.55,1,1,1-1,0-1 (0.163),0-0 (0.148),1-1 (0.132),1-0 (0.119),2025-09-20,0.941,0.973,0.852,0.57,0.299,0.594,0.607,0.609,0.605,0.619,0.622,0.333,0.317,0.35,1-1,1.0,0.1323333333333332,-0.13194736842105292,0.06750169000772605,0.004702803381187615,-0.07220449338891333,0.2987711179265426,0.00022888207345739264,High
2694,2025-09-21,Lazio,Roma,1.0671428571428572,1.1321538461538465,0.8889024272185581,0.6445659016560672,0.6331509929505246,0.6517540836959685,0.6557245147779247,0.6502076815281129,0.6722983579920151,0.6773003668565644,0.3378826704791323,0.2917370484247687,0.370380281096099,2.81,3.13,2.58,0,1,0-1,1-1 (0.134),0-1 (0.126),1-0 (0.119),0-0 (0.111),2025-09-21,1.199,1.0,0.889,0.645,0.376,0.666,0.692,0.698,0.614,0.629,0.632,0.405,0.29,0.305,0-1,1.0,0.1318571428571429,-0.1321538461538465,0.06711732952086774,-0.001737048424768739,-0.065380281096099,0.3751492864190135,0.0008507135809864841,High
2695,2025-09-21,Cremonese,Parma,1.4436,1.2073333333333331,0.9290420632339608,0.7409373033963084,0.7077855395313216,0.7506644017422024,0.763044386839728,0.6676304074094699,0.6941417365406966,0.7005433388149167,0.423872729885147,0.2601703184606179,0.3159569516542351,2.52,3.13,2.87,0,0,0-0,1-1 (0.124),1-0 (0.102),2-1 (0.089),0-1 (0.086),2025-09-21,1.444,1.207,0.929,0.741,0.492,0.708,0.751,0.763,0.668,0.694,0.701,0.424,0.26,0.316,0-0,1.0,0.00039999999999995595,-0.0003333333333330746,0.00012727011485297313,-0.0001703184606178798,4.304834576490668e-05,0.48902903132427084,0.0029709686757291576,High
2696,2025-09-21,Torino,Atalanta,0.9804,1.2987272727272727,0.8973436583319905,0.6633767903180208,0.6073548945240789,0.6218043899371706,0.6246376469977695,0.6856747010337134,0.7180934066924636,0.7265140181295708,0.281382157266571,0.2813516481797286,0.4372661945537003,3.39,3.28,2.14,0,3,0-3,0-1 (0.133),1-1 (0.131),0-0 (0.103),1-0 (0.101),2025-09-21,1.112,1.167,0.897,0.664,0.397,0.645,0.666,0.671,0.659,0.683,0.688,0.344,0.286,0.37,0-3,1.0,0.13160000000000005,-0.1317272727272727,0.06261784273342896,0.004648351820271401,-0.06726619455370031,0.39566354618803395,0.0013364538119660652,High
2697,2025-09-21,Fiorentina,Como,1.1629999999999998,1.1882857142857142,0.904494661043755,0.6799343219179214,0.6576478246054193,0.6815028785265066,0.6870515640685514,0.6634426854111525,0.688795555278459,0.694820845894352,0.3535032615188189,0.280732176468183,0.365764562012998,2.59,3.2,2.73,1,2,1-2,1-1 (0.132),0-1 (0.113),1-0 (0.111),0-0 (0.096),2025-09-21,1.163,1.188,0.904,0.68,0.416,0.658,0.682,0.687,0.663,0.689,0.695,0.354,0.281,0.366,1-2,1.0,2.220446049250313e-16,-0.0002857142857142225,0.0004967384811810915,0.0002678235318170352,0.00023543798700198515,0.41480484172748316,0.0011951582725168164,High
2698,2025-09-21,Inter,Sassuolo,1.7519999999999998,1.2905454545454544,0.9517407419858545,0.804909755875179,0.7321744776361757,0.8008887560069292,0.8249662391480411,0.6841938749068479,0.7160608467313678,0.7242860018590201,0.4791374331637305,0.236936966290094,0.2839256005461756,1.27,5.65,10.36,2,1,2-1,1-1 (0.109),2-1 (0.096),1-0 (0.085),2-0 (0.074),2025-09-21,1.554,1.129,0.931,0.747,0.499,0.72,0.771,0.787,0.649,0.671,0.676,0.469,0.254,0.277,2-1,1.0,-0.19799999999999973,-0.16154545454545444,-0.010137433163730503,0.017063033709906,-0.006925600546175581,0.5749606019270398,-0.0759606019270398,High
2699,2025-09-22,Napoli,Pisa,1.614,1.0483076923076922,0.929717983874231,0.7426056317117031,0.7247146274622271,0.7813636409476271,0.7996499425007142,0.6278507383006221,0.6455029281039829,0.6492039133753706,0.502539721113138,0.2500209783964831,0.2474393004903789,1.24,5.73,12.86,3,2,3-2,1-1 (0.119),1-0 (0.113),2-1 (0.096),2-0 (0.092),2025-09-22,1.416,0.886,0.9,0.668,0.402,0.704,0.745,0.756,0.575,0.586,0.588,0.492,0.272,0.236,3-2,0.3,-0.19800000000000018,-0.16230769230769215,-0.010539721113138056,0.021979021603516946,-0.011439300490378917,0.4900541528095051,-0.08805415280950507,Low
2700,2025-09-27,Cagliari,Inter,1.386857142857143,1.4924210526315789,0.9434061966693208,0.7804568927395186,0.7000273913281322,0.7386588863603929,0.7493741593253411,0.7135815154348402,0.7602579054169251,0.7741900708309464,0.3517242988747019,0.2502333331751927,0.3980423679501056,5.85,4.16,1.54,0,2,0-2,1-1 (0.117),1-2 (0.087),0-1 (0.084),2-1 (0.081),2025-09-27,1.357,1.162,0.919,0.715,0.459,0.695,0.732,0.742,0.658,0.681,0.687,0.411,0.268,0.32,0-2,1.0,-0.029857142857143026,-0.33042105263157895,0.059275701125298064,0.01776666682480732,-0.0780423679501056,0.5418320398075192,-0.08283203980751913,High
2701,2025-09-27,Juventus,Atalanta,1.554,1.2409565217391303,0.9384496816724716,0.7664192180478269,0.7197890709018574,0.7714298714486403,0.7874798322585804,0.6746577065860665,0.7032760950704986,0.7103789302367826,0.4438415473114611,0.2513253396232129,0.3048331130653259,1.86,3.55,4.16,1,1,1-1,1-1 (0.119),1-0 (0.096),2-1 (0.092),0-1 (0.076),2025-09-27,1.554,1.241,0.938,0.766,0.526,0.72,0.771,0.787,0.675,0.703,0.71,0.444,0.251,0.305,1-1,1.0,0.0,4.3478260869811436e-05,0.0001584526885389237,-0.00032533962321290577,0.0001668869346740931,0.5223117796051738,0.0036882203948261916,High
2702,2025-09-27,Como,Cremonese,1.5250666666666666,1.0417142857142856,0.9227891654334316,0.7246058659505275,0.7170218677737393,0.7663068457650167,0.7813394211853963,0.6259564448350873,0.6432821528670559,0.6468918403804594,0.4822681989194808,0.2581008016632803,0.2596309994172388,1.44,4.41,7.45,1,1,1-1,1-1 (0.123),1-0 (0.118),2-1 (0.094),2-0 (0.090),2025-09-27,1.327,0.88,0.89,0.646,0.377,0.691,0.725,0.734,0.573,0.583,0.585,0.47,0.282,0.248,1-1,1.0,-0.1980666666666666,-0.1617142857142856,-0.012268198919480833,0.023899198336719663,-0.011630999417238774,0.467649364784917,-0.09064936478491697,High
