Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
02/08/2019,19:00,Zwolle,Willem II,1,1,1,3,2.04,3.66,3.38,1.63,2.27,9,17,2,8
03/08/2019,17:30,FC Emmen,Groningen,0,0,0,1,3.03,3.47,2.25,1.73,2.1,7,10,2,4
03/08/2019,17:30,Vitesse,Ajax,1,1,2,2,5.77,4.63,1.49,1.46,2.66,13,26,3,9
03/08/2019,19:45,Twente,PSV Eindhoven,1,0,1,1,7.38,4.84,1.39,1.44,2.74,3,16,2,5
03/08/2019,19:45,VVV Venlo,Waalwijk,0,1,3,1,1.87,3.73,3.87,1.64,2.22,11,15,6,3
04/08/2019,11:15,Heracles,Heerenveen,0,3,0,4,2.02,3.79,3.31,1.47,2.61,14,13,4,6
04/08/2019,13:30,Feyenoord,Sparta Rotterdam,0,0,2,2,1.26,6.12,9.5,1.36,3.09,15,13,6,5
04/08/2019,15:45,Den Haag,Utrecht,2,2,2,4,3.29,3.61,2.08,1.63,2.23,12,18,5,6
04/08/2019,19:00,AZ Alkmaar,For Sittard,0,0,4,0,1.26,6.12,9.8,1.31,3.37,21,5,10,1
09/08/2019,19:00,Sparta Rotterdam,VVV Venlo,0,1,4,1,1.99,3.7,3.47,1.63,2.27,17,6,8,2
10/08/2019,17:30,Groningen,Twente,0,0,1,3,1.95,3.55,3.72,1.84,1.96,9,7,4,4
10/08/2019,18:45,Ajax,FC Emmen,1,0,5,0,1.08,10.52,27.05,1.22,4.03,32,5,12,0
10/08/2019,19:45,Willem II,Vitesse,0,0,0,2,2.87,3.49,2.33,1.72,2.11,7,17,1,10
11/08/2019,11:15,For Sittard,Heracles,0,0,1,1,2.33,3.68,2.76,1.51,2.53,16,17,3,5
11/08/2019,13:30,Heerenveen,Feyenoord,0,1,1,1,3.53,3.87,1.92,1.57,2.37,12,6,6,3
11/08/2019,13:30,Waalwijk,AZ Alkmaar,0,2,0,2,5.18,4.19,1.59,1.56,2.39,12,13,3,6
11/08/2019,15:45,Utrecht,Zwolle,0,1,3,1,1.5,4.38,5.96,1.56,2.39,18,8,9,4
11/08/2019,19:00,PSV Eindhoven,Den Haag,1,1,3,1,1.13,8.35,16.81,1.26,3.67,25,4,14,2
16/08/2019,19:00,Vitesse,Zwolle,0,0,3,0,1.31,5.54,8.65,1.46,2.64,12,8,6,2
17/08/2019,17:30,Den Haag,Sparta Rotterdam,0,2,1,2,2.77,3.58,2.38,1.6,2.32,16,10,3,3
17/08/2019,17:30,VVV Venlo,Ajax,0,1,1,4,15.68,7.88,1.15,1.29,3.51,7,20,4,9
17/08/2019,19:45,FC Emmen,Heerenveen,2,0,2,0,2.79,3.6,2.36,1.61,2.29,12,19,7,4
18/08/2019,11:15,For Sittard,Willem II,1,3,2,3,2.97,3.64,2.23,1.6,2.31,16,9,7,5
18/08/2019,13:30,Twente,Waalwijk,0,1,3,3,1.49,4.48,6.02,1.56,2.37,15,14,7,9
18/08/2019,15:45,AZ Alkmaar,Groningen,0,0,0,0,1.43,4.64,6.89,1.53,2.45,6,12,0,2
18/08/2019,15:45,Feyenoord,Utrecht,0,1,1,1,1.94,3.86,3.5,1.53,2.44,14,16,6,7
18/08/2019,19:00,Heracles,PSV Eindhoven,0,1,0,2,6.76,5.13,1.39,1.4,2.88,21,10,3,5
24/08/2019,17:30,Willem II,FC Emmen,1,0,2,1,1.74,3.92,4.32,1.57,2.36,17,11,6,2
24/08/2019,18:45,Heracles,Vitesse,0,0,1,1,3.23,3.86,2.03,1.49,2.55,16,16,4,6
24/08/2019,19:45,Heerenveen,Twente,0,0,0,0,2.18,3.58,3.09,1.58,2.33,17,11,3,1
25/08/2019,11:15,Waalwijk,Den Haag,0,1,0,3,2.37,3.58,2.76,1.58,2.36,13,7,3,5
25/08/2019,13:30,Utrecht,VVV Venlo,0,2,1,2,1.29,5.65,9.38,1.45,2.71,20,10,5,3
25/08/2019,15:45,Zwolle,Sparta Rotterdam,1,1,2,2,3.27,3.77,2.03,1.51,2.49,17,22,8,7
30/08/2019,19:00,FC Emmen,Zwolle,1,3,1,3,2.48,3.48,2.72,1.75,2.07,30,18,8,9
31/08/2019,17:30,Heerenveen,For Sittard,1,1,1,1,1.48,4.61,5.98,1.5,2.55,27,8,11,3
31/08/2019,18:45,Groningen,Heracles,0,1,1,2,2.02,3.53,3.54,1.79,2.02,12,10,2,4
31/08/2019,19:45,Den Haag,VVV Venlo,1,0,1,0,2.05,3.68,3.31,1.6,2.31,12,9,4,2
01/09/2019,11:15,Twente,Utrecht,1,0,3,1,3.59,3.78,1.94,1.61,2.3,10,13,4,3
01/09/2019,13:30,Sparta Rotterdam,Ajax,0,2,1,4,8.82,6.2,1.27,1.27,3.65,12,15,3,6
01/09/2019,15:45,Vitesse,AZ Alkmaar,1,1,2,1,2.31,3.63,2.84,1.57,2.38,10,13,4,3
01/09/2019,15:45,Willem II,Feyenoord,0,0,0,1,3.64,3.72,1.94,1.58,2.34,10,8,2,3
01/09/2019,19:00,Waalwijk,PSV Eindhoven,1,0,1,3,11.48,6.72,1.21,1.29,3.54,8,16,2,7
14/09/2019,17:30,Ajax,Heerenveen,2,1,4,1,1.14,8.51,16.07,1.19,4.45,29,10,12,4
14/09/2019,17:30,AZ Alkmaar,Sparta Rotterdam,4,1,5,1,1.51,4.47,5.69,1.5,2.56,14,11,7,4
14/09/2019,18:45,VVV Venlo,Groningen,1,1,2,1,2.92,3.24,2.43,2.02,1.79,5,17,4,6
14/09/2019,19:45,PSV Eindhoven,Vitesse,2,0,5,0,1.42,4.67,6.87,1.49,2.57,19,14,12,2
14/09/2019,19:45,Utrecht,FC Emmen,1,0,3,1,1.31,5.66,8.33,1.47,2.64,23,8,7,3
15/09/2019,11:15,Zwolle,Waalwijk,1,2,6,2,1.61,4.31,4.81,1.47,2.64,14,11,6,5
15/09/2019,13:30,Feyenoord,Den Haag,3,0,3,2,1.25,6.06,10.64,1.38,2.96,15,7,9,3
15/09/2019,13:30,Heracles,Willem II,2,1,4,1,2.12,3.69,3.15,1.64,2.24,12,7,6,4
15/09/2019,15:45,For Sittard,Twente,0,2,2,3,3.02,3.72,2.17,1.56,2.41,25,9,10,5
20/09/2019,19:00,Twente,Heracles,1,2,2,3,2.4,3.66,2.72,1.55,2.41,9,7,2,5
21/09/2019,17:30,Sparta Rotterdam,Waalwijk,2,0,4,0,1.5,4.58,5.68,1.41,2.85,19,15,8,4
21/09/2019,18:45,Groningen,Zwolle,1,0,2,0,1.87,3.65,3.97,1.83,1.97,18,5,7,1
21/09/2019,18:45,Willem II,VVV Venlo,1,0,1,0,1.69,4.02,4.56,1.67,2.19,20,8,6,1
21/09/2019,19:45,Vitesse,For Sittard,0,1,4,2,1.28,5.99,8.9,1.36,3.12,20,12,9,4
22/09/2019,11:15,Heerenveen,Utrecht,1,1,1,1,3.18,3.8,2.07,1.49,2.58,22,9,4,4
22/09/2019,13:30,FC Emmen,Feyenoord,2,2,3,3,6.43,4.74,1.44,1.5,2.53,10,20,5,7
22/09/2019,15:45,Den Haag,AZ Alkmaar,0,0,0,1,5.17,4.43,1.56,1.5,2.54,8,11,1,3
22/09/2019,15:45,PSV Eindhoven,Ajax,0,0,1,1,2.8,3.79,2.28,1.46,2.68,16,20,3,6
25/09/2019,17:30,PSV Eindhoven,Groningen,2,0,3,1,1.24,6.34,10.02,1.38,2.97,10,6,4,1
25/09/2019,19:45,Ajax,For Sittard,0,0,5,0,1.03,16.19,36.86,1.09,6.69,25,4,13,0
26/09/2019,19:00,Feyenoord,AZ Alkmaar,0,1,0,3,2.15,3.69,3.06,1.5,2.54,12,11,5,6
27/09/2019,19:00,FC Emmen,Den Haag,1,0,3,0,2.08,3.75,3.22,1.55,2.42,16,19,5,5
28/09/2019,17:30,VVV Venlo,Heerenveen,0,2,0,3,3.23,3.55,2.13,1.78,2.03,9,10,2,4
28/09/2019,18:45,Ajax,Groningen,0,0,2,0,1.14,8.2,16.62,1.3,3.42,32,6,9,2
28/09/2019,19:45,For Sittard,Sparta Rotterdam,0,0,0,0,3.73,3.88,1.87,1.5,2.56,13,14,2,2
29/09/2019,11:15,Waalwijk,Vitesse,0,1,1,2,5.65,4.39,1.52,1.48,2.6,10,11,5,3
29/09/2019,13:30,Utrecht,Willem II,0,0,2,0,1.52,4.37,5.72,1.51,2.54,11,9,6,3
29/09/2019,13:30,Zwolle,PSV Eindhoven,0,1,0,4,6.64,4.97,1.41,1.44,2.75,14,25,4,15
29/09/2019,15:45,AZ Alkmaar,Heracles,0,0,2,0,1.56,4.25,5.45,1.52,2.49,16,9,9,3
29/09/2019,15:45,Feyenoord,Twente,2,1,5,1,1.42,4.89,6.59,1.42,2.79,18,6,11,1
04/10/2019,19:00,Groningen,Waalwijk,2,0,3,0,1.38,5.03,7.32,1.56,2.42,11,8,5,3
05/10/2019,17:30,Heracles,FC Emmen,1,0,2,0,1.63,4.25,4.78,1.47,2.64,15,8,4,0
05/10/2019,18:45,Sparta Rotterdam,Twente,0,0,2,1,1.78,4.02,4.01,1.52,2.49,14,15,9,5
05/10/2019,18:45,Vitesse,Utrecht,1,1,2,1,2.35,3.72,2.73,1.52,2.49,13,16,4,6
05/10/2019,19:45,Heerenveen,Zwolle,1,0,1,0,1.67,4.18,4.52,1.51,2.54,18,9,5,2
06/10/2019,11:15,Den Haag,Ajax,0,1,0,2,18.12,9.42,1.11,1.2,4.36,9,17,1,7
06/10/2019,13:30,For Sittard,Feyenoord,3,1,4,2,6.95,5.3,1.37,1.36,3.11,11,20,8,6
06/10/2019,15:45,PSV Eindhoven,VVV Venlo,0,0,4,1,1.11,9.17,21.1,1.28,3.6,20,10,6,3
06/10/2019,15:45,Willem II,AZ Alkmaar,1,1,1,1,4.23,3.92,1.76,1.66,2.2,16,18,4,7
19/10/2019,17:30,AZ Alkmaar,Heerenveen,1,3,2,4,1.56,4.23,5.42,1.54,2.44,17,12,8,8
19/10/2019,17:30,Waalwijk,Ajax,0,0,1,2,27.04,12.35,1.06,1.16,4.95,14,19,5,7
19/10/2019,18:45,Twente,Willem II,0,1,0,1,2.39,3.63,2.72,1.65,2.22,11,11,3,4
19/10/2019,19:45,Utrecht,PSV Eindhoven,0,0,3,0,3.34,3.59,2.08,1.57,2.36,17,6,4,1
19/10/2019,19:45,VVV Venlo,Vitesse,0,3,0,4,4.36,3.86,1.75,1.6,2.31,15,15,4,7
20/10/2019,11:15,Zwolle,Den Haag,1,1,3,1,1.98,3.78,3.44,1.52,2.5,13,14,4,1
20/10/2019,13:30,FC Emmen,For Sittard,0,1,2,1,1.77,4.16,3.94,1.4,2.89,14,17,3,8
20/10/2019,13:30,Groningen,Sparta Rotterdam,0,0,2,0,2.09,3.64,3.25,1.69,2.15,15,10,4,4
20/10/2019,15:45,Feyenoord,Heracles,1,0,1,1,1.42,4.92,6.61,1.39,2.92,17,7,6,2
25/10/2019,19:00,Twente,FC Emmen,3,0,4,1,1.77,3.94,4.14,1.55,2.43,17,10,8,3
26/10/2019,17:30,Willem II,Waalwijk,2,1,2,1,1.45,4.48,6.65,1.53,2.47,19,10,5,1
26/10/2019,18:45,For Sittard,VVV Venlo,2,0,4,1,2.33,3.67,2.79,1.59,2.34,10,17,5,6
26/10/2019,18:45,Vitesse,Den Haag,0,2,0,2,1.44,4.73,6.38,1.38,2.99,27,7,6,4
26/10/2019,19:45,Heracles,Zwolle,1,0,4,0,1.68,4.11,4.48,1.5,2.56,22,17,12,6
27/10/2019,11:15,Heerenveen,Groningen,1,0,1,1,2.03,3.52,3.52,1.8,2.01,14,8,4,3
27/10/2019,13:30,PSV Eindhoven,AZ Alkmaar,0,2,0,4,1.8,3.65,4.33,1.63,2.27,6,16,0,6
27/10/2019,13:30,Sparta Rotterdam,Utrecht,1,2,1,2,3.15,3.79,2.08,1.51,2.5,15,10,1,3
27/10/2019,15:45,Ajax,Feyenoord,4,0,4,0,1.27,6.07,9.11,1.32,3.31,19,4,12,0
01/11/2019,19:00,Zwolle,Ajax,1,3,2,4,16.18,8.87,1.13,1.2,4.33,11,20,5,7
02/11/2019,17:30,Waalwijk,Heracles,1,0,2,0,3.08,3.74,2.14,1.47,2.65,21,12,8,5
02/11/2019,18:45,Sparta Rotterdam,PSV Eindhoven,1,0,2,2,3.99,3.93,1.8,1.48,2.6,10,24,7,7
02/11/2019,19:45,AZ Alkmaar,Twente,1,0,3,0,1.29,5.59,9.33,1.46,2.68,33,3,11,2
03/11/2019,11:15,FC Emmen,Vitesse,2,1,2,1,3.91,3.98,1.8,1.45,2.72,21,13,7,3
03/11/2019,13:30,Groningen,Willem II,1,0,2,0,2.04,3.51,3.5,1.96,1.85,16,5,10,0
03/11/2019,13:30,Utrecht,For Sittard,3,0,6,0,1.18,7.3,12.71,1.27,3.64,15,2,8,1
03/11/2019,13:30,VVV Venlo,Feyenoord,0,2,0,3,5.64,4.72,1.49,1.46,2.68,10,12,0,6
03/11/2019,15:45,Den Haag,Heerenveen,0,0,1,1,2.96,3.76,2.18,1.52,2.49,7,17,2,4
08/11/2019,19:00,Vitesse,Groningen,0,2,1,2,1.95,3.48,3.88,1.84,1.96,31,13,8,6
09/11/2019,17:30,Heerenveen,Sparta Rotterdam,0,1,2,1,2.04,3.73,3.32,1.56,2.4,17,13,4,3
09/11/2019,18:45,For Sittard,Den Haag,1,0,1,0,2.36,3.74,2.71,1.5,2.55,15,13,8,6
09/11/2019,19:45,Heracles,VVV Venlo,2,0,6,1,1.6,4.26,4.95,1.52,2.49,24,9,12,3
10/11/2019,11:15,Ajax,Utrecht,3,0,4,0,1.22,6.81,10.21,1.25,3.78,22,4,15,0
10/11/2019,13:30,Twente,Zwolle,2,0,2,1,2.02,3.74,3.37,1.52,2.49,10,12,6,4
10/11/2019,13:30,Willem II,PSV Eindhoven,1,0,2,1,4.3,3.86,1.76,1.66,2.2,13,14,5,6
10/11/2019,15:45,Feyenoord,Waalwijk,2,2,3,2,1.19,7.55,11.86,1.25,3.81,24,10,9,4
10/11/2019,19:00,AZ Alkmaar,FC Emmen,2,0,3,0,1.2,6.88,12.02,1.36,3.1,20,8,11,2
23/11/2019,17:30,Utrecht,AZ Alkmaar,0,2,0,3,2.91,3.59,2.28,1.67,2.18,17,9,1,7
23/11/2019,18:45,Ajax,Heracles,1,0,4,1,1.1,9.83,19.41,1.17,4.71,25,10,10,7
23/11/2019,18:45,Zwolle,For Sittard,1,0,3,1,1.71,4.2,4.2,1.4,2.87,16,15,7,6
23/11/2019,19:45,Den Haag,Willem II,0,2,3,3,2.87,3.66,2.28,1.65,2.22,20,20,9,10
24/11/2019,11:15,Groningen,Feyenoord,0,1,1,1,3.15,3.6,2.15,1.69,2.16,16,12,1,6
24/11/2019,13:30,PSV Eindhoven,Heerenveen,2,0,2,1,1.42,4.75,6.72,1.49,2.56,18,14,9,5
24/11/2019,13:30,Waalwijk,FC Emmen,0,1,1,1,2.31,3.77,2.75,1.51,2.5,19,9,4,3
24/11/2019,15:45,Sparta Rotterdam,Vitesse,1,0,2,0,2.5,3.65,2.58,1.51,2.5,15,13,5,6
24/11/2019,15:45,VVV Venlo,Twente,2,1,2,1,2.69,3.62,2.42,1.61,2.3,12,15,7,5
29/11/2019,19:00,Heerenveen,Vitesse,1,2,3,2,2.22,3.49,3.1,1.58,2.35,17,19,8,9
30/11/2019,17:30,Willem II,Sparta Rotterdam,3,0,4,0,2.03,3.69,3.35,1.59,2.34,12,10,7,3
30/11/2019,18:45,For Sittard,Groningen,0,0,1,0,3.7,3.76,1.91,1.69,2.16,10,11,4,2
30/11/2019,19:45,Heracles,Den Haag,2,0,4,0,1.58,4.31,5.12,1.48,2.59,12,7,4,2
01/12/2019,11:15,Twente,Ajax,2,1,2,5,13.27,7.56,1.17,1.24,3.93,9,18,3,10
01/12/2019,13:30,Utrecht,Waalwijk,0,0,0,1,1.27,6.1,8.91,1.33,3.25,13,11,4,3
01/12/2019,15:45,AZ Alkmaar,VVV Venlo,1,0,1,0,1.15,7.86,16.57,1.37,3.01,25,4,8,1
01/12/2019,15:45,Feyenoord,Zwolle,1,0,1,0,1.3,5.56,8.58,1.36,3.06,20,20,7,8
01/12/2019,19:00,FC Emmen,PSV Eindhoven,0,1,1,1,6.85,5.01,1.39,1.43,2.77,12,13,2,4
06/12/2019,19:15,Ajax,Willem II,0,1,0,2,1.12,9.22,18.32,1.22,4.08,29,9,6,4
07/12/2019,17:30,Den Haag,Twente,0,0,0,0,2.36,3.63,2.76,1.55,2.41,9,8,3,2
07/12/2019,18:45,PSV Eindhoven,For Sittard,3,0,5,0,1.12,8.87,17.72,1.27,3.66,28,4,10,0
07/12/2019,18:45,VVV Venlo,FC Emmen,1,0,2,0,2.11,3.67,3.17,1.62,2.26,19,12,6,3
07/12/2019,19:45,Zwolle,AZ Alkmaar,0,2,0,3,6.4,4.75,1.44,1.5,2.54,15,14,7,8
08/12/2019,11:15,Vitesse,Feyenoord,0,0,0,0,2.83,3.73,2.27,1.51,2.52,15,21,3,4
08/12/2019,13:30,Groningen,Utrecht,0,0,0,1,2.76,3.37,2.48,1.89,1.9,19,10,3,4
08/12/2019,13:30,Waalwijk,Heerenveen,0,1,1,3,2.98,3.84,2.15,1.49,2.57,14,21,4,10
08/12/2019,15:45,Sparta Rotterdam,Heracles,0,0,0,0,2.14,3.71,3.08,1.5,2.54,10,12,3,2
13/12/2019,19:00,Heerenveen,Willem II,1,2,1,2,1.73,4.06,4.22,1.56,2.39,21,4,9,2
14/12/2019,17:30,Den Haag,Groningen,1,1,1,1,3.02,3.39,2.29,1.87,1.93,10,11,2,4
14/12/2019,18:45,For Sittard,Waalwijk,2,2,3,2,2.18,3.85,2.91,1.44,2.73,21,11,13,3
14/12/2019,18:45,VVV Venlo,Zwolle,0,2,1,2,2.28,3.61,2.89,1.64,2.25,12,22,7,8
14/12/2019,19:45,Twente,Vitesse,0,0,0,3,2.79,3.75,2.3,1.5,2.53,11,14,2,8
15/12/2019,11:15,FC Emmen,Sparta Rotterdam,2,0,2,0,2.76,3.74,2.31,1.47,2.62,20,11,8,2
15/12/2019,13:30,Feyenoord,PSV Eindhoven,2,0,3,1,2.56,3.76,2.47,1.51,2.49,10,20,6,8
15/12/2019,15:45,AZ Alkmaar,Ajax,0,0,1,0,3.26,3.78,2.04,1.48,2.59,15,11,2,3
15/12/2019,15:45,Heracles,Utrecht,1,0,1,3,2.66,3.68,2.42,1.55,2.4,13,16,4,7
20/12/2019,19:00,Waalwijk,Twente,1,0,3,0,2.52,3.64,2.58,1.52,2.48,16,11,7,4
21/12/2019,17:30,Heerenveen,Heracles,0,0,1,1,1.82,3.97,3.82,1.51,2.51,14,8,6,2
21/12/2019,18:45,PSV Eindhoven,Zwolle,2,1,4,1,1.25,6.13,10.34,1.35,3.11,22,12,10,6
21/12/2019,18:45,Sparta Rotterdam,AZ Alkmaar,2,0,3,0,5.85,4.75,1.47,1.51,2.52,11,10,5,2
21/12/2019,19:45,Willem II,For Sittard,0,0,0,0,1.45,4.73,6.19,1.48,2.6,6,10,3,1
22/12/2019,11:15,Ajax,Den Haag,4,0,6,1,1.06,12.15,28.3,1.17,4.64,28,6,13,5
22/12/2019,13:30,Groningen,FC Emmen,0,0,2,0,1.6,4.05,5.28,1.73,2.09,19,13,4,6
22/12/2019,13:30,Utrecht,Feyenoord,1,1,1,2,2.35,3.68,2.74,1.53,2.45,15,13,3,7
22/12/2019,15:45,Vitesse,VVV Venlo,2,0,3,0,1.42,4.73,6.91,1.46,2.64,16,4,6,2
17/01/2020,19:00,Zwolle,Utrecht,1,1,3,3,3.45,3.79,1.97,1.49,2.58,13,16,7,6
18/01/2020,17:30,For Sittard,Vitesse,0,2,1,3,3.31,3.75,2.03,1.5,2.56,10,19,2,9
