roi_1,acc_1,bets_1,roi_X,acc_X,bets_X,roi_2,acc_2,bets_2,roi_1X,acc_1X,bets_1X,roi_X2,acc_X2,bets_X2,roi_12,acc_12,bets_12,bucket,count
-0.06395543993622288,0.4135442453740612,23833,-0.018377459824612932,0.2844795032098351,23833,-0.08084588595644696,0.30197625141610374,23833,0.6428473125498257,0.6980237485838963,23833,0.8770855536441068,0.5864557546259388,23833,0.7658175638820123,0.7155204967901649,23833,MISMATCH,23833
-0.09552217453505008,0.5158389536071939,4893,-0.2069609646433681,0.1577764152871449,4893,-0.19730226854690375,0.3263846311056611,4893,0.4728223993460045,0.6736153688943388,4893,0.7099550378091152,0.48416104639280605,4893,1.9672307377886777,0.8422235847128551,4893,NO_DRAW,4893
-1.0,0.0,2,0.9849999999999999,1.0,2,-1.0,0.0,2,1.95,1.0,2,3.39,1.0,2,-1.0,0.0,2,DRAW_MATCH,2
