Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
15/07/2022,19:30,Kaiserslautern,Hannover,1,0,2,1,2.49,3.31,2.8,1.92,1.86,11,13,4,5
16/07/2022,12:00,Greuther Furth,Holstein Kiel,0,1,2,2,2.22,3.37,3.19,1.88,1.91,24,4,10,2
16/07/2022,12:00,Regensburg,Darmstadt,1,0,2,0,3.55,3.84,1.93,1.6,2.31,17,13,4,2
16/07/2022,12:00,Sandhausen,Bielefeld,1,0,2,1,3.15,3.24,2.29,1.92,1.86,13,14,6,6
16/07/2022,12:00,St Pauli,Nurnberg,3,0,3,2,2.38,3.51,2.81,1.65,2.22,16,12,7,4
16/07/2022,19:30,Magdeburg,Fortuna Dusseldorf,0,1,1,2,2.77,3.47,2.43,1.77,2.03,13,16,5,3
17/07/2022,12:30,Braunschweig,Hamburg,0,0,0,2,5.12,4.11,1.61,1.66,2.2,24,15,8,6
17/07/2022,12:30,Hansa Rostock,Heidenheim,0,0,0,1,2.4,3.27,2.96,1.93,1.86,12,9,4,3
17/07/2022,12:30,Paderborn,Karlsruhe,0,0,5,0,1.9,3.8,3.67,1.56,2.38,16,8,9,4
22/07/2022,17:30,Darmstadt,Sandhausen,1,1,2,1,1.8,3.86,4.09,1.57,2.37,10,7,2,4
22/07/2022,17:30,Fortuna Dusseldorf,Paderborn,2,1,2,1,2.34,3.59,2.83,1.64,2.23,6,11,4,4
23/07/2022,12:00,Heidenheim,Braunschweig,1,0,3,0,2.01,3.48,3.61,1.88,1.89,20,15,6,3
23/07/2022,12:00,Holstein Kiel,Kaiserslautern,0,1,2,2,2.18,3.42,3.22,1.83,1.95,11,13,2,5
23/07/2022,12:00,Nurnberg,Greuther Furth,1,0,2,0,2.35,3.51,2.85,1.68,2.17,17,9,10,5
23/07/2022,19:30,Hannover,St Pauli,1,1,2,2,2.27,3.59,2.93,1.62,2.26,14,16,4,5
24/07/2022,12:30,Bielefeld,Regensburg,0,1,0,3,1.79,3.85,4.16,1.71,2.1,9,13,4,5
24/07/2022,12:30,Hamburg,Hansa Rostock,0,0,0,1,1.49,4.49,5.98,1.56,2.37,17,12,2,2
