Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
06/08/2021,20:00,Monaco,Nantes,1,1,1,1,1.49,4.49,6.46,1.67,2.23,15,5,3,1
07/08/2021,16:00,Lyon,Brest,0,1,1,1,1.34,5.61,8.11,1.37,3.1,17,13,4,8
07/08/2021,20:00,Troyes,Paris SG,1,2,1,2,10.99,5.89,1.27,1.57,2.4,15,12,7,3
08/08/2021,12:00,Rennes,Lens,1,1,1,1,2.02,3.5,3.71,1.97,1.85,10,11,2,6
08/08/2021,14:00,Bordeaux,Clermont,0,0,0,2,2.08,3.39,3.63,2.12,1.73,10,19,6,10
08/08/2021,14:00,Nice,Reims,0,0,0,0,1.88,3.57,4.18,2.05,1.78,12,5,2,0
08/08/2021,14:00,St Etienne,Lorient,0,0,1,1,2.24,3.48,3.16,1.91,1.91,20,12,3,3
08/08/2021,14:00,Strasbourg,Angers,0,0,0,2,1.98,3.42,3.92,2.17,1.7,7,9,1,2
08/08/2021,16:00,Metz,Lille,2,1,3,3,5.41,3.44,1.74,2.32,1.62,12,18,5,7
08/08/2021,19:45,Montpellier,Marseille,2,0,2,3,3.05,3.47,2.3,1.87,1.95,8,21,1,7
13/08/2021,20:00,Lorient,Monaco,1,0,1,0,4.21,3.52,1.92,1.96,1.87,2,12,2,3
14/08/2021,16:00,Lille,Nice,0,3,0,4,1.84,3.5,4.59,2.11,1.74,11,11,2,7
14/08/2021,20:00,Paris SG,Strasbourg,3,0,4,2,1.2,7.25,13.36,1.4,2.96,11,8,6,2
15/08/2021,12:00,Angers,Lyon,1,0,3,0,4.35,3.74,1.82,1.76,2.08,13,8,6,3
15/08/2021,14:00,Brest,Rennes,0,0,1,1,3.06,3.36,2.36,1.85,1.98,10,6,5,2
15/08/2021,14:00,Clermont,Troyes,0,0,2,0,2.05,3.48,3.66,2.11,1.74,18,6,8,1
15/08/2021,14:00,Nantes,Metz,1,0,2,0,2.33,3.21,3.27,2.3,1.63,11,10,7,5
15/08/2021,14:00,Reims,Montpellier,2,3,3,3,2.67,3.18,2.79,2.07,1.77,19,15,9,5
15/08/2021,16:00,Lens,St Etienne,1,1,2,2,2.05,3.52,3.61,1.96,1.86,22,12,7,7
15/08/2021,19:45,Marseille,Bordeaux,2,0,2,2,1.54,4.3,6.02,1.87,1.96,10,8,2,2
20/08/2021,20:00,Brest,Paris SG,1,2,2,4,10.79,6.06,1.27,1.43,2.81,11,16,3,8
