Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
11/08/2023,18:30,Almeria,Vallecano,0,2,0,2,2.54,3.26,2.92,2.15,1.72,19,10,5,4
11/08/2023,21:00,Sevilla,Valencia,0,0,1,2,1.93,3.4,4.33,2.29,1.64,9,10,3,3
12/08/2023,16:00,Sociedad,Girona,1,0,1,1,1.63,3.97,5.58,1.9,1.92,15,6,2,1
12/08/2023,18:30,Las Palmas,Mallorca,1,0,1,1,2.44,3.0,3.31,2.7,1.47,5,12,2,2
12/08/2023,20:30,Ath Bilbao,Real Madrid,0,2,0,2,3.4,3.52,2.15,1.85,1.99,7,14,1,8
13/08/2023,16:00,Celta,Osasuna,0,1,0,2,2.12,3.23,3.8,2.36,1.6,11,11,1,5
13/08/2023,18:30,Villarreal,Betis,0,1,1,2,1.77,3.93,4.4,1.72,2.15,18,12,5,5
13/08/2023,20:30,Getafe,Barcelona,0,0,0,0,6.35,3.99,1.57,2.08,1.77,5,14,2,4
14/08/2023,18:30,Cadiz,Alaves,1,0,1,0,2.19,3.06,3.79,2.63,1.48,12,10,3,2
14/08/2023,20:30,Ath Madrid,Granada,1,0,3,1,1.3,5.49,10.27,1.68,2.2,14,7,6,4
18/08/2023,18:30,Mallorca,Villarreal,0,0,0,1,2.95,3.11,2.63,2.38,1.6,8,15,1,3
18/08/2023,20:30,Valencia,Las Palmas,0,0,1,0,1.59,3.94,6.28,2.15,1.73,9,7,4,1
19/08/2023,16:00,Sociedad,Celta,1,0,1,1,1.76,3.5,5.24,2.4,1.58,11,17,2,6
19/08/2023,18:30,Almeria,Real Madrid,1,1,1,3,8.0,5.01,1.39,1.63,2.32,20,24,8,9
19/08/2023,20:30,Osasuna,Ath Bilbao,0,2,0,2,2.83,3.11,2.71,2.39,1.59,18,8,7,2
20/08/2023,18:00,Girona,Getafe,1,0,3,0,2.05,3.18,4.15,2.59,1.5,7,9,6,2
20/08/2023,18:30,Barcelona,Cadiz,0,0,2,0,1.21,6.7,14.64,1.59,2.39,23,10,10,1
20/08/2023,20:30,Betis,Ath Madrid,0,0,0,0,3.86,3.45,2.03,2.14,1.73,14,5,0,1
21/08/2023,18:00,Alaves,Sevilla,2,2,4,3,3.32,3.06,2.4,2.61,1.49,14,12,7,2
21/08/2023,20:30,Granada,Vallecano,0,0,0,2,2.65,3.08,2.92,2.38,1.58,14,17,7,9
25/08/2023,18:30,Las Palmas,Sociedad,0,0,0,0,4.1,3.28,2.04,2.44,1.57,11,8,5,1
25/08/2023,20:30,Celta,Real Madrid,0,0,0,1,4.74,3.94,1.74,1.78,2.08,13,10,4,3
26/08/2023,18:00,Cadiz,Almeria,0,0,1,1,2.25,3.36,3.34,2.1,1.76,11,5,3,2
26/08/2023,18:30,Granada,Mallorca,1,1,3,2,2.65,3.0,3.01,2.7,1.47,10,10,4,5
26/08/2023,20:30,Sevilla,Girona,1,1,1,2,2.08,3.48,3.65,1.95,1.89,21,8,4,3
27/08/2023,16:30,Villarreal,Barcelona,2,2,3,4,3.54,3.7,2.05,1.68,2.23,13,21,6,11
27/08/2023,18:30,Valencia,Osasuna,0,1,1,2,1.9,3.49,4.33,2.23,1.68,16,7,4,2
27/08/2023,20:30,Ath Bilbao,Betis,3,2,4,2,1.92,3.66,4.03,2.0,1.85,14,7,6,3
28/08/2023,18:30,Getafe,Alaves,0,0,1,0,2.28,2.93,3.8,3.14,1.37,15,16,4,2
28/08/2023,20:30,Vallecano,Ath Madrid,0,3,0,7,4.04,3.47,1.97,2.12,1.74,12,17,3,10
01/09/2023,18:30,Cadiz,Villarreal,2,1,3,1,3.36,3.53,2.18,1.87,1.97,18,7,4,3
