Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
01/08/2025,19:30,Schalke 04,Hertha,2,0,2,1,2.83,3.39,2.33,1.59,2.24,14,9,6,3
02/08/2025,12:00,Darmstadt,Bochum,2,1,4,1,2.17,3.54,2.96,1.58,2.25,20,10,7,3
02/08/2025,12:00,Elversberg,Nurnberg,0,0,1,0,2.06,3.71,3.08,1.51,2.41,12,11,4,4
02/08/2025,12:00,Karlsruhe,Preußen Münster,2,1,3,2,1.87,3.79,3.57,1.66,2.11,13,11,4,3
02/08/2025,12:00,Paderborn,Holstein Kiel,1,0,2,1,2.14,3.69,2.91,1.53,2.37,9,6,3,2
02/08/2025,19:30,Bielefeld,Fortuna Dusseldorf,1,1,5,1,2.23,3.58,2.83,1.62,2.18,15,11,9,3
03/08/2025,12:30,Greuther Furth,Dresden,2,1,3,2,2.17,3.63,2.89,1.57,2.27,10,21,5,4
03/08/2025,12:30,Hannover,Kaiserslautern,0,0,1,0,1.9,3.72,3.49,1.63,2.17,14,9,5,0
03/08/2025,12:30,Magdeburg,Braunschweig,0,0,0,1,1.8,3.66,3.99,1.67,2.09,19,9,3,4
08/08/2025,17:30,Nurnberg,Darmstadt,0,0,0,1,2.77,3.62,2.24,1.59,2.23,12,14,3,5
08/08/2025,17:30,Preußen Münster,Paderborn,0,1,1,1,3.08,3.26,2.22,1.8,1.92,7,16,3,8
09/08/2025,12:00,Braunschweig,Greuther Furth,2,1,3,2,2.31,3.37,2.84,1.78,1.94,9,20,4,4
09/08/2025,12:00,Dresden,Magdeburg,1,2,1,2,2.38,3.58,2.6,1.55,2.3,23,9,2,6
09/08/2025,12:00,Fortuna Dusseldorf,Hannover,0,0,0,2,2.45,3.53,2.55,1.65,2.13,9,10,1,3
09/08/2025,19:30,Kaiserslautern,Schalke 04,0,0,1,0,2.22,3.53,2.88,1.65,2.12,11,9,2,4
10/08/2025,12:30,Bochum,Elversberg,0,0,2,0,1.94,3.64,3.39,1.64,2.13,16,3,6,1
10/08/2025,12:30,Hertha,Karlsruhe,0,0,0,0,1.78,3.79,3.9,1.64,2.13,15,19,4,2
