Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,Season,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5
01/03/2024,10:00,Shandong Taishan,Changchun Yatai,,,4,2,2024,1.4,4.73,6.53,,
01/03/2024,11:35,Qingdao West Coast,Henan Songshan Longmen,,,1,1,2024,2.48,3.16,2.81,,
01/03/2024,12:00,Shanghai Port,Wuhan Three Towns,,,3,1,2024,1.55,4.2,5.17,,
02/03/2024,07:30,Cangzhou,Beijing Guoan,,,0,2,2024,5.06,4.01,1.59,,
02/03/2024,07:30,Tianjin Jinmen Tiger,Nantong Zhiyun,,,1,1,2024,1.63,3.61,5.48,,
02/03/2024,11:35,Chengdu Rongcheng,Qingdao Hainiu,,,2,0,2024,1.55,4.15,5.32,,
03/03/2024,11:35,Zhejiang Professional,Shenzhen Xinpengcheng,,,1,0,2024,1.73,3.8,4.26,,
03/03/2024,12:00,Meizhou Hakka,Shanghai Shenhua,,,0,2,2024,4.36,3.55,1.77,,
08/03/2024,11:35,Qingdao Hainiu,Changchun Yatai,,,0,1,2024,2.28,3.45,2.87,,
08/03/2024,12:00,Shanghai Shenhua,Qingdao West Coast,,,2,0,2024,1.24,5.62,11.27,,
09/03/2024,07:30,Henan Songshan Longmen,Meizhou Hakka,,,2,2,2024,1.69,3.76,4.58,,
09/03/2024,11:35,Shandong Taishan,Beijing Guoan,,,0,0,2024,2.85,3.34,2.34,,
09/03/2024,11:35,Zhejiang Professional,Shanghai Port,,,0,0,2024,2.5,3.54,2.54,,
09/03/2024,12:00,Nantong Zhiyun,Wuhan Three Towns,,,1,3,2024,2.71,3.38,2.44,,
10/03/2024,07:30,Cangzhou,Chengdu Rongcheng,,,1,0,2024,4.12,3.52,1.81,,
10/03/2024,12:00,Shenzhen Xinpengcheng,Tianjin Jinmen Tiger,,,0,4,2024,3.07,3.13,2.32,,
29/03/2024,11:35,Shenzhen Xinpengcheng,Cangzhou,,,2,2,2024,2.7,3.15,2.59,,
30/03/2024,07:30,Wuhan Three Towns,Beijing Guoan,,,0,1,2024,2.54,3.11,2.76,,
30/03/2024,11:00,Chengdu Rongcheng,Nantong Zhiyun,,,1,0,2024,1.52,4.01,6.04,,
30/03/2024,11:35,Qingdao West Coast,Qingdao Hainiu,,,1,0,2024,2.5,3.0,2.92,,
30/03/2024,12:00,Shanghai Port,Henan Songshan Longmen,,,3,1,2024,1.51,4.35,5.46,,
31/03/2024,08:30,Changchun Yatai,Tianjin Jinmen Tiger,,,0,1,2024,2.72,3.17,2.53,,
31/03/2024,12:35,Shandong Taishan,Shanghai Shenhua,,,0,3,2024,2.52,3.18,2.75,,
31/03/2024,13:00,Meizhou Hakka,Zhejiang Professional,,,1,2,2024,2.95,3.56,2.17,,
04/04/2024,12:35,Wuhan Three Towns,Cangzhou,,,2,3,2024,1.82,3.61,4.03,,
05/04/2024,08:30,Changchun Yatai,Shanghai Shenhua,,,1,2,2024,5.84,3.74,1.57,,
05/04/2024,12:00,Henan Songshan Longmen,Shenzhen Xinpengcheng,,,0,2,2024,1.73,3.43,4.85,,
05/04/2024,12:35,Beijing Guoan,Shanghai Port,,,2,2,2024,2.9,3.23,2.36,,
05/04/2024,12:35,Qingdao Hainiu,Shandong Taishan,,,0,1,2024,4.68,3.9,1.65,,
05/04/2024,13:00,Nantong Zhiyun,Meizhou Hakka,,,1,0,2024,1.8,3.46,4.28,,
06/04/2024,08:30,Tianjin Jinmen Tiger,Chengdu Rongcheng,,,2,3,2024,2.69,3.09,2.62,,
06/04/2024,12:35,Zhejiang Professional,Qingdao West Coast,,,1,2,2024,1.6,3.98,4.94,,
09/04/2024,11:00,Nantong Zhiyun,Shanghai Port,,,0,3,2024,6.23,4.55,1.43,,
09/04/2024,12:35,Beijing Guoan,Shenzhen Xinpengcheng,,,1,2,2024,1.76,3.57,4.4,,
09/04/2024,12:35,Shandong Taishan,Henan Songshan Longmen,,,2,2,2024,1.5,4.49,5.42,,
09/04/2024,13:00,Shanghai Shenhua,Wuhan Three Towns,,,4,1,2024,1.39,4.62,6.97,,
10/04/2024,12:00,Qingdao West Coast,Tianjin Jinmen Tiger,,,1,3,2024,3.48,3.45,2.01,,
10/04/2024,12:35,Cangzhou,Changchun Yatai,,,2,0,2024,2.0,3.47,3.47,,
10/04/2024,12:35,Chengdu Rongcheng,Zhejiang Professional,,,3,0,2024,1.66,3.88,4.59,,
10/04/2024,13:00,Meizhou Hakka,Qingdao Hainiu,,,0,0,2024,3.13,3.04,2.32,,
13/04/2024,08:30,Henan Songshan Longmen,Nantong Zhiyun,,,1,1,2024,1.96,3.21,3.87,,
13/04/2024,12:35,Shanghai Shenhua,Beijing Guoan,,,1,1,2024,1.5,3.99,6.32,,
14/04/2024,08:30,Changchun Yatai,Chengdu Rongcheng,,,1,2,2024,4.81,3.9,1.63,,
14/04/2024,12:00,Tianjin Jinmen Tiger,Meizhou Hakka,,,0,0,2024,1.34,4.75,8.34,,
14/04/2024,12:35,Cangzhou,Qingdao West Coast,,,3,2,2024,1.96,3.4,3.69,,
14/04/2024,12:35,Qingdao Hainiu,Zhejiang Professional,,,2,0,2024,2.35,3.44,2.78,,
14/04/2024,12:35,Shanghai Port,Shandong Taishan,,,4,3,2024,1.5,4.48,5.4,,
14/04/2024,13:00,Shenzhen Xinpengcheng,Wuhan Three Towns,,,1,1,2024,2.19,3.16,3.28,,
19/04/2024,13:00,Zhejiang Professional,Tianjin Jinmen Tiger,,,3,2,2024,2.11,3.56,3.12,,
20/04/2024,08:30,Shandong Taishan,Cangzhou,,,4,1,2024,1.4,4.88,6.23,,
20/04/2024,12:00,Chengdu Rongcheng,Shenzhen Xinpengcheng,,,3,1,2024,1.43,4.24,7.03,,
20/04/2024,12:35,Wuhan Three Towns,Changchun Yatai,,,0,0,2024,1.6,3.97,5.04,,
20/04/2024,13:00,Nantong Zhiyun,Shanghai Shenhua,,,0,2,2024,8.41,4.22,1.38,,
21/04/2024,12:00,Henan Songshan Longmen,Qingdao Hainiu,,,1,0,2024,1.89,3.25,4.11,,
21/04/2024,13:00,Beijing Guoan,Qingdao West Coast,,,4,1,2024,1.37,5.01,6.78,,
26/04/2024,11:00,Qingdao West Coast,Nantong Zhiyun,,,0,2,2024,2.39,3.18,2.88,,
26/04/2024,12:00,Shenzhen Xinpengcheng,Qingdao Hainiu,,,1,3,2024,2.07,3.13,3.65,,
26/04/2024,12:35,Cangzhou,Henan Songshan Longmen,,,2,3,2024,3.47,3.57,1.98,,
26/04/2024,12:35,Changchun Yatai,Meizhou Hakka,,,0,1,2024,1.79,3.17,4.86,,
26/04/2024,12:35,Wuhan Three Towns,Tianjin Jinmen Tiger,,,2,1,2024,1.99,3.43,3.49,,
26/04/2024,12:35,Zhejiang Professional,Beijing Guoan,,,1,2,2024,3.17,3.77,2.0,,
26/04/2024,13:00,Chengdu Rongcheng,Shandong Taishan,,,0,1,2024,1.88,3.91,3.41,,
27/04/2024,12:35,Shanghai Port,Shanghai Shenhua,,,1,1,2024,1.83,3.92,3.57,,
30/04/2024,11:00,Shandong Taishan,Nantong Zhiyun,,,3,1,2024,1.26,5.25,10.26,,
30/04/2024,12:35,Tianjin Jinmen Tiger,Beijing Guoan,,,0,1,2024,3.56,3.48,1.95,,
30/04/2024,13:00,Meizhou Hakka,Qingdao West Coast,,,1,1,2024,1.92,3.42,3.73,,
30/04/2024,13:00,Zhejiang Professional,Henan Songshan Longmen,,,4,1,2024,1.58,4.33,4.61,,
01/05/2024,08:30,Changchun Yatai,Shenzhen Xinpengcheng,,,1,1,2024,2.35,3.34,2.81,,
01/05/2024,11:00,Qingdao Hainiu,Shanghai Port,,,0,5,2024,9.06,5.24,1.28,,
01/05/2024,12:35,Chengdu Rongcheng,Wuhan Three Towns,,,2,2,2024,1.48,4.07,6.17,,
01/05/2024,13:00,Shanghai Shenhua,Cangzhou,,,4,0,2024,1.08,9.54,22.08,,
04/05/2024,12:35,Qingdao West Coast,Shandong Taishan,,,0,0,2024,6.39,5.16,1.37,,
04/05/2024,13:00,Henan Songshan Longmen,Tianjin Jinmen Tiger,,,1,2,2024,1.99,3.47,3.46,,
05/05/2024,08:30,Nantong Zhiyun,Changchun Yatai,,,2,3,2024,2.56,3.08,2.74,,
05/05/2024,11:00,Shanghai Shenhua,Zhejiang Professional,,,4,0,2024,1.59,4.21,4.74,,
05/05/2024,12:00,Meizhou Hakka,Cangzhou,,,1,1,2024,2.02,3.43,3.41,,
05/05/2024,12:35,Beijing Guoan,Chengdu Rongcheng,,,2,1,2024,2.31,3.15,3.03,,
05/05/2024,12:35,Wuhan Three Towns,Qingdao Hainiu,,,1,0,2024,1.66,3.6,5.01,,
05/05/2024,13:00,Shenzhen Xinpengcheng,Shanghai Port,,,0,6,2024,7.94,5.43,1.3,,
10/05/2024,12:00,Qingdao Hainiu,Nantong Zhiyun,,,2,2,2024,2.23,3.07,3.28,,
10/05/2024,12:35,Chengdu Rongcheng,Henan Songshan Longmen,,,4,2,2024,1.46,4.37,6.09,,
10/05/2024,13:00,Shanghai Port,Changchun Yatai,,,5,2,2024,1.12,8.59,15.39,,
11/05/2024,12:00,Tianjin Jinmen Tiger,Shanghai Shenhua,,,0,0,2024,5.27,4.08,1.56,,
11/05/2024,12:35,Wuhan Three Towns,Shandong Taishan,,,1,2,2024,3.72,3.16,2.04,,
11/05/2024,13:00,Beijing Guoan,Meizhou Hakka,,,3,2,2024,1.23,5.75,11.16,,
12/05/2024,12:35,Cangzhou,Zhejiang Professional,,,0,1,2024,4.11,4.14,1.68,,
12/05/2024,13:00,Shenzhen Xinpengcheng,Qingdao West Coast,,,1,2,2024,2.14,3.49,3.1,,
15/05/2024,12:35,Shanghai Shenhua,Qingdao Hainiu,,,2,0,2024,1.19,6.44,12.42,,
16/05/2024,12:35,Shandong Taishan,Shenzhen Xinpengcheng,,,3,2,2024,1.32,5.3,7.73,,
17/05/2024,12:00,Zhejiang Professional,Nantong Zhiyun,,,5,2,2024,1.44,4.67,6.03,,
17/05/2024,12:35,Cangzhou,Tianjin Jinmen Tiger,,,2,4,2024,3.71,3.7,1.86,,
17/05/2024,12:35,Henan Songshan Longmen,Wuhan Three Towns,,,2,3,2024,2.0,3.32,3.65,,
17/05/2024,12:35,Meizhou Hakka,Chengdu Rongcheng,,,1,4,2024,4.46,3.62,1.73,,
17/05/2024,13:00,Changchun Yatai,Beijing Guoan,,,3,2,2024,3.66,3.58,1.9,,
18/05/2024,12:35,Qingdao West Coast,Shanghai Port,,,3,5,2024,14.65,8.63,1.12,,
21/05/2024,12:00,Meizhou Hakka,Shenzhen Xinpengcheng,,,0,0,2024,2.43,3.29,2.76,,
21/05/2024,12:35,Henan Songshan Longmen,Shanghai Shenhua,,,1,2,2024,6.88,4.37,1.43,,
21/05/2024,12:35,Qingdao Hainiu,Beijing Guoan,,,1,1,2024,4.04,3.69,1.79,,
21/05/2024,12:35,Zhejiang Professional,Wuhan Three Towns,,,3,1,2024,1.61,4.21,4.51,,
21/05/2024,13:00,Nantong Zhiyun,Cangzhou,,,1,1,2024,1.75,3.74,4.21,,
21/05/2024,13:00,Tianjin Jinmen Tiger,Shandong Taishan,,,1,1,2024,3.13,3.49,2.12,,
22/05/2024,12:35,Qingdao West Coast,Changchun Yatai,,,2,2,2024,3.15,3.41,2.14,,
22/05/2024,13:00,Shanghai Port,Chengdu Rongcheng,,,2,0,2024,1.38,5.15,6.24,,
25/05/2024,12:35,Shandong Taishan,Zhejiang Professional,,,3,0,2024,1.83,4.02,3.55,,
25/05/2024,13:00,Wuhan Three Towns,Meizhou Hakka,,,0,1,2024,1.85,3.67,3.76,,
26/05/2024,11:00,Shenzhen Xinpengcheng,Shanghai Shenhua,,,0,1,2024,6.48,4.15,1.47,,
26/05/2024,12:00,Beijing Guoan,Nantong Zhiyun,,,5,2,2024,1.62,3.89,4.89,,
26/05/2024,12:00,Qingdao Hainiu,Tianjin Jinmen Tiger,,,3,1,2024,2.79,3.38,2.36,,
26/05/2024,12:35,Changchun Yatai,Henan Songshan Longmen,,,0,0,2024,2.68,3.44,2.42,,
26/05/2024,12:35,Chengdu Rongcheng,Qingdao West Coast,,,7,0,2024,1.1,9.16,18.58,,
26/05/2024,13:00,Shanghai Port,Cangzhou,,,4,1,2024,1.02,16.27,42.54,,
14/06/2024,12:35,Meizhou Hakka,Shandong Taishan,,,0,0,2024,4.62,4.05,1.62,,
14/06/2024,13:00,Nantong Zhiyun,Shenzhen Xinpengcheng,,,0,1,2024,3.31,3.13,2.18,,
14/06/2024,13:00,Tianjin Jinmen Tiger,Shanghai Port,,,0,3,2024,5.53,4.61,1.46,,
15/06/2024,12:35,Zhejiang Professional,Changchun Yatai,,,3,1,2024,1.41,4.95,5.83,,
15/06/2024,13:00,Henan Songshan Longmen,Beijing Guoan,,,2,1,2024,2.15,3.34,3.15,,
16/06/2024,12:00,Cangzhou,Qingdao Hainiu,,,0,1,2024,2.91,3.54,2.2,,
16/06/2024,12:35,Shanghai Shenhua,Chengdu Rongcheng,,,1,1,2024,1.94,3.32,3.78,,
