Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,Season,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5
25/07/2020,11:15,Guangzhou Evergrande,Shanghai Shenhua,,,2,0,2020,1.59,4.1,4.97,,
25/07/2020,13:30,Wuhan FC,Qingdao FC,,,2,0,2020,1.89,3.48,3.87,,
26/07/2020,08:30,Dalian Pro,Shandong Luneng,,,2,3,2020,2.45,3.5,2.62,,
26/07/2020,11:00,Hebei,Shijiazhuang,,,2,2,2020,3.02,3.34,2.24,,
26/07/2020,11:00,Shenzhen,Guangzhou R&F,,,3,0,2020,3.19,3.85,1.99,,
26/07/2020,13:00,Chongqing Liangjiang Athletic,Beijing Guoan,,,1,2,2020,9.32,5.28,1.29,,
26/07/2020,13:00,Henan Songshan Longmen,Jiangsu Suning,,,3,4,2020,3.9,3.3,1.94,,
27/07/2020,12:35,Tianjin Jinmen Tiger,Shanghai SIPG,,,1,3,2020,9.91,5.9,1.25,,
30/07/2020,11:00,Shanghai Shenhua,Shenzhen,,,3,2,2020,2.28,3.36,2.97,,
30/07/2020,13:00,Guangzhou R&F,Guangzhou Evergrande,,,0,5,2020,7.21,5.33,1.34,,
31/07/2020,11:00,Jiangsu Suning,Shandong Luneng,,,0,0,2020,2.57,3.41,2.55,,
31/07/2020,13:00,Dalian Pro,Henan Songshan Longmen,,,1,1,2020,1.6,4.01,5.02,,
01/08/2020,11:00,Beijing Guoan,Wuhan FC,,,1,0,2020,1.45,4.47,6.24,,
01/08/2020,14:00,Shijiazhuang,Qingdao FC,,,2,2,2020,,,,,
02/08/2020,11:00,Shanghai SIPG,Hebei,,,4,0,2020,1.36,5.12,7.12,,
02/08/2020,13:00,Chongqing Liangjiang Athletic,Tianjin Jinmen Tiger,,,2,2,2020,3.75,3.17,2.04,,
04/08/2020,11:00,Shenzhen,Guangzhou Evergrande,,,1,3,2020,8.28,5.71,1.29,,
04/08/2020,13:00,Jiangsu Suning,Dalian Pro,,,2,1,2020,1.66,3.82,4.85,,
05/08/2020,11:00,Shandong Luneng,Shanghai Shenhua,,,0,1,2020,2.18,3.49,3.04,,
05/08/2020,13:00,Henan Songshan Longmen,Guangzhou R&F,,,1,1,2020,2.2,3.47,3.01,,
06/08/2020,11:00,Tianjin Jinmen Tiger,Beijing Guoan,,,1,3,2020,12.66,6.15,1.21,,
06/08/2020,13:00,Qingdao FC,Shanghai SIPG,,,1,1,2020,,,,,
