Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
26/07/2019,19:00,Ajaccio,Le Havre,1,0,2,2,2.93,2.88,2.63,2.65,1.46,12,12,4,3
26/07/2019,19:00,Chambly,Valenciennes,0,0,1,0,2.48,3.05,2.96,2.13,1.7,14,9,5,0
26/07/2019,19:00,Clermont,Chateauroux,1,0,3,0,1.8,3.41,4.56,2.11,1.71,11,11,7,5
26/07/2019,19:00,Guingamp,Grenoble,2,0,3,3,1.73,3.42,5.05,2.19,1.65,22,5,8,3
26/07/2019,19:00,Nancy,Orleans,0,0,0,0,2.18,3.08,3.5,2.26,1.62,8,6,1,3
26/07/2019,19:00,Niort,Troyes,0,1,0,2,3.15,3.06,2.36,2.32,1.59,4,14,2,5
26/07/2019,19:00,Rodez,Auxerre,2,0,2,0,2.84,2.92,2.68,2.44,1.53,10,17,3,4
26/07/2019,19:00,Sochaux,Caen,0,0,0,0,2.92,2.84,2.68,2.99,1.37,11,3,0,0
27/07/2019,14:00,Le Mans,Lens,1,0,1,2,3.03,2.96,2.48,2.49,1.51,21,14,4,5
29/07/2019,19:45,Lorient,Paris FC,1,0,3,0,2.05,3.02,3.96,2.64,1.45,13,3,4,2
02/08/2019,19:00,Auxerre,Le Mans,0,0,2,0,1.81,3.37,4.59,2.18,1.66,20,6,6,3
02/08/2019,19:00,Chateauroux,Rodez,0,0,0,0,2.91,2.92,2.62,2.5,1.51,10,10,2,0
02/08/2019,19:00,Grenoble,Ajaccio,0,0,0,1,2.14,3.08,3.63,2.45,1.53,7,11,0,5
02/08/2019,19:00,Le Havre,Niort,0,1,1,1,1.73,3.38,5.19,2.15,1.68,14,8,4,2
02/08/2019,19:00,Orleans,Chambly,0,1,0,1,2.14,3.04,3.7,2.4,1.55,15,9,4,2
02/08/2019,19:00,Paris FC,Sochaux,1,0,1,1,2.16,2.8,4.04,3.2,1.33,9,6,2,1
02/08/2019,19:00,Troyes,Clermont,1,0,1,2,2.47,3.01,3.02,2.4,1.55,10,7,3,5
02/08/2019,19:00,Valenciennes,Nancy,1,0,1,1,2.68,3.02,2.74,2.26,1.61,7,19,1,8
03/08/2019,15:30,Lens,Guingamp,0,0,2,0,2.2,3.01,3.54,2.43,1.53,14,12,6,2
05/08/2019,19:45,Caen,Lorient,0,2,1,2,2.32,2.92,3.36,2.44,1.52,7,6,4,2
09/08/2019,19:00,Ajaccio,Caen,0,2,1,2,2.56,2.91,2.97,2.6,1.47,23,6,7,4
09/08/2019,19:00,Chambly,Grenoble,0,0,0,0,2.54,2.86,3.06,2.63,1.46,5,7,1,2
09/08/2019,19:00,Guingamp,Orleans,1,0,1,0,1.84,3.19,4.69,2.31,1.59,11,8,5,4
09/08/2019,19:00,Le Mans,Valenciennes,0,0,1,2,2.37,3.0,3.16,2.31,1.58,21,12,7,5
09/08/2019,19:00,Nancy,Lorient,0,0,1,1,3.07,3.01,2.41,2.34,1.57,7,9,2,2
09/08/2019,19:00,Niort,Chateauroux,1,0,3,0,2.15,2.97,3.72,2.49,1.51,17,8,11,0
09/08/2019,19:00,Rodez,Paris FC,1,1,2,1,2.59,2.75,3.11,2.99,1.37,8,7,5,3
09/08/2019,19:00,Sochaux,Auxerre,0,0,1,0,2.92,2.99,2.54,2.32,1.58,8,6,3,0
09/08/2019,19:00,Troyes,Le Havre,0,1,1,2,2.26,2.99,3.4,2.36,1.56,15,11,5,5
10/08/2019,14:00,Clermont,Lens,0,0,1,1,2.39,2.9,3.23,2.55,1.48,11,13,4,6
16/08/2019,19:00,Caen,Chambly,0,0,0,0,2.7,2.85,2.89,2.85,1.41,9,8,1,2
16/08/2019,19:00,Chateauroux,Ajaccio,0,1,0,1,3.12,2.87,2.5,2.65,1.46,13,3,5,1
16/08/2019,19:00,Grenoble,Troyes,0,0,1,1,2.64,2.88,2.92,2.54,1.49,12,8,3,3
16/08/2019,19:00,Lorient,Sochaux,0,0,1,0,1.65,3.38,6.03,2.59,1.48,11,8,2,0
16/08/2019,19:00,Nancy,Le Mans,1,0,2,1,1.93,3.23,4.17,2.1,1.72,11,9,4,3
16/08/2019,19:00,Orleans,Clermont,0,1,0,1,3.23,2.93,2.4,2.39,1.55,12,5,2,3
16/08/2019,19:00,Paris FC,Niort,0,0,0,1,2.06,2.91,4.22,2.91,1.39,17,10,4,3
16/08/2019,19:00,Valenciennes,Rodez,0,0,1,0,2.92,3.02,2.54,2.25,1.61,17,13,6,4
17/08/2019,14:00,Lens,Le Havre,0,0,1,3,1.99,3.07,4.14,2.41,1.54,12,11,4,4
19/08/2019,19:45,Auxerre,Guingamp,0,2,2,2,2.36,2.87,3.36,2.6,1.47,17,10,6,5
23/08/2019,19:00,Ajaccio,Paris FC,0,0,1,0,2.16,2.87,3.87,2.98,1.37,11,7,5,3
23/08/2019,19:00,Chambly,Chateauroux,0,0,0,0,1.9,3.09,4.56,2.49,1.51,11,8,1,2
23/08/2019,19:00,Clermont,Auxerre,1,0,1,1,2.23,3.09,3.34,2.4,1.55,9,10,4,3
23/08/2019,19:00,Le Havre,Grenoble,2,1,3,1,1.91,3.14,4.41,2.36,1.57,9,13,6,4
23/08/2019,19:00,Le Mans,Lorient,0,2,1,2,3.58,3.21,2.09,2.08,1.73,15,9,3,4
23/08/2019,19:00,Niort,Caen,0,1,1,1,2.52,2.89,3.05,2.72,1.43,11,12,3,4
23/08/2019,19:00,Rodez,Orleans,1,1,3,3,2.16,3.05,3.59,2.36,1.56,14,17,6,10
23/08/2019,19:00,Sochaux,Nancy,1,0,3,0,2.58,2.86,3.01,2.71,1.44,10,5,4,0
24/08/2019,14:00,Troyes,Lens,1,0,2,0,2.79,2.99,2.64,2.34,1.57,12,7,6,1
26/08/2019,19:45,Guingamp,Valenciennes,0,1,0,1,1.68,3.47,5.28,2.16,1.66,14,9,6,3
30/08/2019,19:00,Auxerre,Ajaccio,0,0,3,1,2.0,3.06,4.13,2.48,1.52,18,9,8,2
30/08/2019,19:00,Caen,Le Havre,0,1,0,3,2.92,2.85,2.67,2.72,1.44,13,12,2,4
