Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,Season,SeasonCode
01/12/2018,,Antalyaspor,Goztep,1,0,1,0,8,15,4,3,2.27,3.24,3.16,2.04,1.75,2018/2019,1819
01/12/2018,,Buyuksehyr,Sivasspor,0,1,0,1,16,9,2,1,1.5,4.07,6.4,1.86,1.92,2018/2019,1819
01/12/2018,,Kayserispor,Trabzonspor,0,2,0,0,7,18,2,7,3.33,3.53,2.08,1.81,1.98,2018/2019,1819
02/12/2018,,Besiktas,Galatasaray,1,0,1,0,14,10,5,2,1.74,3.7,4.45,1.78,2.01,2018/2019,1819
02/12/2018,,Bursaspor,Erzurum BB,2,1,1,1,13,8,4,2,1.78,3.46,4.6,2.11,1.71,2018/2019,1819
03/12/2018,,Fenerbahce,Kasimpasa,2,2,2,1,21,16,3,3,1.74,3.86,4.25,1.54,2.42,2018/2019,1819
03/12/2018,,Yeni Malatyaspor,Akhisar Belediyespor,1,1,1,0,9,7,3,3,1.81,3.44,4.38,2.04,1.75,2018/2019,1819
07/12/2018,,Alanyaspor,Besiktas,0,0,0,0,13,9,3,3,3.64,3.37,2.03,1.77,2.02,2018/2019,1819
08/12/2018,,Galatasaray,Rizespor,2,2,1,0,20,18,8,8,1.45,4.38,6.7,1.63,2.22,2018/2019,1819
08/12/2018,,Sivasspor,Goztep,2,0,0,0,15,7,6,1,2.09,3.28,3.52,2.05,1.75,2018/2019,1819
08/12/2018,,Trabzonspor,Konyaspor,3,0,0,0,18,7,6,2,1.88,3.34,4.23,1.92,1.86,2018/2019,1819
09/12/2018,,Akhisar Belediyespor,Fenerbahce,3,0,1,0,12,16,4,4,3.38,3.39,2.08,1.84,1.95,2018/2019,1819
09/12/2018,,Bursaspor,Antalyaspor,0,2,0,2,13,6,4,3,1.75,3.6,4.49,2.05,1.75,2018/2019,1819
09/12/2018,,Erzurum BB,Yeni Malatyaspor,1,3,1,0,15,9,5,5,2.06,3.27,3.58,2.19,1.65,2018/2019,1819
10/12/2018,,Ankaragucu,Buyuksehyr,0,1,0,1,8,15,1,8,4.22,3.5,1.83,2.01,1.78,2018/2019,1819
10/12/2018,,Kasimpasa,Kayserispor,0,3,0,1,25,17,5,10,1.47,4.46,5.92,1.61,2.26,2018/2019,1819
14/12/2018,,Goztep,Bursaspor,0,0,0,0,8,6,2,3,2.14,3.15,3.58,1.96,1.83,2018/2019,1819
15/12/2018,,Buyuksehyr,Galatasaray,1,1,1,1,17,9,5,4,1.94,3.45,3.83,2.03,1.77,2018/2019,1819
15/12/2018,,Konyaspor,Kasimpasa,3,2,0,0,10,20,3,6,2.02,3.59,3.41,1.7,2.13,2018/2019,1819
15/12/2018,,Rizespor,Alanyaspor,1,1,0,1,16,16,8,6,2.23,3.35,3.13,1.91,1.88,2018/2019,1819
15/12/2018,,Sivasspor,Ankaragucu,4,0,2,0,19,10,8,4,1.66,3.93,4.79,1.79,2.0,2018/2019,1819
16/12/2018,,Besiktas,Trabzonspor,2,2,0,1,18,14,8,7,1.89,3.56,3.85,1.71,2.1,2018/2019,1819
16/12/2018,,Kayserispor,Akhisar Belediyespor,1,0,0,0,13,7,5,2,2.19,3.31,3.25,2.07,1.74,2018/2019,1819
16/12/2018,,Yeni Malatyaspor,Antalyaspor,2,0,2,0,12,8,3,1,2.09,3.26,3.54,2.16,1.68,2018/2019,1819
17/12/2018,,Fenerbahce,Erzurum BB,2,2,2,0,14,6,5,3,1.52,3.93,6.31,1.77,2.02,2018/2019,1819
22/12/2018,,Alanyaspor,Buyuksehyr,1,1,0,1,13,12,7,6,3.76,3.31,2.0,2.05,1.76,2018/2019,1819
22/12/2018,,Ankaragucu,Goztep,0,3,0,0,13,11,1,4,3.04,3.22,2.34,2.04,1.76,2018/2019,1819
22/12/2018,,Kasimpasa,Besiktas,4,1,2,0,12,16,7,6,2.5,3.6,2.55,1.48,2.58,2018/2019,1819
23/12/2018,,Bursaspor,Yeni Malatyaspor,1,1,1,0,8,4,2,1,2.0,3.32,3.74,2.11,1.71,2018/2019,1819
23/12/2018,,Erzurum BB,Kayserispor,1,1,1,1,20,7,5,3,1.97,3.32,3.88,2.07,1.73,2018/2019,1819
23/12/2018,,Galatasaray,Sivasspor,4,2,2,2,15,16,5,7,1.68,3.89,4.6,1.71,2.11,2018/2019,1819
23/12/2018,,Trabzonspor,Rizespor,4,1,1,0,18,13,5,6,1.49,4.36,5.93,1.54,2.41,2018/2019,1819
24/12/2018,,Akhisar Belediyespor,Konyaspor,0,0,0,0,8,10,3,3,2.56,3.17,2.76,2.06,1.74,2018/2019,1819
24/12/2018,,Antalyaspor,Fenerbahce,0,0,0,0,7,19,3,6,4.01,3.77,1.81,1.86,1.92,2018/2019,1819
18/01/2019,,Akhisar Belediyespor,Besiktas,1,3,0,1,15,11,5,5,3.5,3.53,2.02,1.75,2.05,2018/2019,1819
19/01/2019,,Antalyaspor,Kayserispor,0,0,0,0,3,16,0,2,2.39,3.17,3.01,2.02,1.77,2018/2019,1819
19/01/2019,,Erzurum BB,Konyaspor,1,2,0,1,14,10,3,4,2.62,3.08,2.77,2.33,1.58,2018/2019,1819
19/01/2019,,Galatasaray,Ankaragucu,6,0,3,0,23,11,10,3,1.3,5.41,8.89,1.49,2.55,2018/2019,1819
19/01/2019,,Yeni Malatyaspor,Goztep,3,2,2,2,9,10,5,3,2.33,3.16,3.14,2.14,1.69,2018/2019,1819
20/01/2019,,Alanyaspor,Sivasspor,2,0,2,0,19,9,8,0,2.24,3.4,3.07,1.86,1.92,2018/2019,1819
20/01/2019,,Trabzonspor,Buyuksehyr,2,4,0,2,20,10,10,8,2.72,3.19,2.59,2.02,1.77,2018/2019,1819
21/01/2019,,Bursaspor,Fenerbahce,1,1,0,1,13,5,4,3,3.12,3.26,2.27,1.98,1.8,2018/2019,1819
21/01/2019,,Kasimpasa,Rizespor,0,1,0,1,22,7,6,2,1.67,3.99,4.61,1.53,2.42,2018/2019,1819
25/01/2019,,Besiktas,Erzurum BB,1,1,0,0,15,10,5,3,1.38,4.65,7.98,1.58,2.33,2018/2019,1819
26/01/2019,,Goztep,Galatasaray,0,1,0,0,16,9,1,6,2.99,3.35,2.3,1.76,2.04,2018/2019,1819
26/01/2019,,Kayserispor,Bursaspor,1,1,0,1,7,12,4,3,2.41,3.14,2.96,2.2,1.65,2018/2019,1819
27/01/2019,,Konyaspor,Antalyaspor,2,0,1,0,11,7,4,2,1.57,3.99,5.53,1.97,1.82,2018/2019,1819
27/01/2019,,Rizespor,Akhisar Belediyespor,3,1,0,1,25,9,6,4,2.01,3.43,3.59,1.87,1.93,2018/2019,1819
27/01/2019,,Sivasspor,Trabzonspor,1,1,0,0,15,15,5,6,2.55,3.48,2.57,1.64,2.21,2018/2019,1819
28/01/2019,,Ankaragucu,Alanyaspor,0,2,0,1,8,10,3,3,4.08,3.67,1.82,1.79,2.0,2018/2019,1819
28/01/2019,,Buyuksehyr,Kasimpasa,2,0,1,0,16,9,5,2,1.5,4.18,6.02,1.62,2.25,2018/2019,1819
28/01/2019,,Fenerbahce,Yeni Malatyaspor,3,2,2,2,19,8,8,4,1.64,3.62,5.43,1.91,1.87,2018/2019,1819
01/02/2019,,Fenerbahce,Goztep,2,0,1,0,12,6,4,3,1.7,3.87,4.65,1.6,2.29,2018/2019,1819
02/02/2019,,Alanyaspor,Galatasaray,1,1,1,0,13,5,7,3,3.06,3.37,2.24,1.84,1.94,2018/2019,1819
02/02/2019,,Kasimpasa,Sivasspor,1,3,1,1,5,21,3,8,2.07,3.56,3.27,1.55,2.4,2018/2019,1819
02/02/2019,,Trabzonspor,Ankaragucu,1,0,1,0,21,13,8,5,1.3,5.2,9.54,1.53,2.44,2018/2019,1819
02/02/2019,,Yeni Malatyaspor,Kayserispor,1,1,1,1,7,7,5,4,2.04,3.24,3.73,2.07,1.74,2018/2019,1819
03/02/2019,,Akhisar Belediyespor,Buyuksehyr,0,3,0,2,22,18,6,6,5.75,3.97,1.56,1.95,1.83,2018/2019,1819
03/02/2019,,Antalyaspor,Besiktas,2,6,0,3,11,13,4,7,4.47,3.75,1.73,1.78,2.01,2018/2019,1819
03/02/2019,,Erzurum BB,Rizespor,0,1,0,0,10,6,2,1,2.36,3.23,2.98,2.04,1.75,2018/2019,1819
04/02/2019,,Bursaspor,Konyaspor,0,0,0,0,17,4,3,3,2.37,3.06,3.14,2.34,1.57,2018/2019,1819
08/02/2019,,Kayserispor,Fenerbahce,1,0,0,0,13,8,5,2,3.45,3.34,2.11,1.96,1.83,2018/2019,1819
09/02/2019,,Besiktas,Bursaspor,2,0,1,0,11,8,7,3,1.52,4.03,6.14,1.72,2.1,2018/2019,1819
09/02/2019,,Buyuksehyr,Erzurum BB,1,1,1,0,9,13,2,2,1.3,5.05,10.07,1.74,2.07,2018/2019,1819
09/02/2019,,Rizespor,Antalyaspor,1,1,1,0,20,25,5,4,1.75,3.73,4.41,1.84,1.94,2018/2019,1819
10/02/2019,,Galatasaray,Trabzonspor,3,1,2,1,18,14,9,4,1.71,3.95,4.4,1.62,2.26,2018/2019,1819
10/02/2019,,Goztep,Alanyaspor,3,2,2,1,14,14,7,6,2.38,3.2,2.98,2.06,1.74,2018/2019,1819
10/02/2019,,Konyaspor,Yeni Malatyaspor,1,1,0,0,8,8,4,3,1.86,3.33,4.35,2.28,1.61,2018/2019,1819
11/02/2019,,Ankaragucu,Kasimpasa,3,0,1,0,8,15,5,2,3.42,3.53,2.03,1.64,2.19,2018/2019,1819
11/02/2019,,Sivasspor,Akhisar Belediyespor,2,1,1,0,13,13,6,3,1.79,3.55,4.39,1.83,1.95,2018/2019,1819
15/02/2019,,Yeni Malatyaspor,Besiktas,1,2,0,0,4,18,1,7,3.75,3.52,1.95,1.82,1.96,2018/2019,1819
16/02/2019,,Akhisar Belediyespor,Ankaragucu,0,0,0,0,17,9,8,2,1.87,3.56,3.99,1.86,1.91,2018/2019,1819
16/02/2019,,Bursaspor,Rizespor,0,2,0,1,17,5,2,5,1.84,3.52,4.15,1.99,1.79,2018/2019,1819
16/02/2019,,Fenerbahce,Konyaspor,1,1,1,1,17,3,3,2,1.87,3.43,4.14,2.03,1.76,2018/2019,1819
17/02/2019,,Erzurum BB,Sivasspor,4,2,2,1,12,18,6,6,2.4,3.24,2.91,2.01,1.77,2018/2019,1819
17/02/2019,,Kasimpasa,Galatasaray,1,4,1,2,13,10,5,6,4.02,3.89,1.78,1.49,2.56,2018/2019,1819
17/02/2019,,Kayserispor,Goztep,2,1,1,0,15,8,4,2,2.13,3.26,3.45,2.15,1.68,2018/2019,1819
17/02/2019,,Trabzonspor,Alanyaspor,0,2,0,0,13,10,2,6,1.95,3.67,3.56,1.63,2.23,2018/2019,1819
18/02/2019,,Antalyaspor,Buyuksehyr,0,1,0,1,8,17,3,8,5.66,3.84,1.58,2.0,1.77,2018/2019,1819
