Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,Season,SeasonCode
10/08/2018,,Marseille,Toulouse,4,0,1,0,23,5,10,1,1.43,4.53,7.64,1.72,2.11,2018/2019,1819
11/08/2018,,Angers,Nimes,3,4,1,1,21,14,7,5,2.28,3.21,3.31,2.2,1.66,2018/2019,1819
11/08/2018,,Lille,Rennes,3,1,1,1,15,8,6,2,2.49,3.2,2.95,2.22,1.64,2018/2019,1819
11/08/2018,,Montpellier,Dijon,1,2,1,0,16,9,7,4,1.71,3.62,5.22,2.12,1.71,2018/2019,1819
11/08/2018,,Nantes,Monaco,1,3,0,0,16,11,4,6,3.15,3.27,2.34,2.07,1.74,2018/2019,1819
11/08/2018,,Nice,Reims,0,1,0,1,19,5,1,3,1.87,3.49,4.29,2.02,1.79,2018/2019,1819
11/08/2018,,St Etienne,Guingamp,2,1,1,0,11,11,6,5,1.82,3.54,4.51,2.03,1.78,2018/2019,1819
12/08/2018,,Bordeaux,Strasbourg,0,2,0,0,5,17,2,6,1.76,3.54,4.84,2.07,1.74,2018/2019,1819
12/08/2018,,Lyon,Amiens,2,0,1,0,15,10,7,1,1.22,6.35,12.68,1.5,2.56,2018/2019,1819
12/08/2018,,Paris SG,Caen,3,0,2,0,11,5,8,1,1.09,10.42,24.34,1.26,3.69,2018/2019,1819
17/08/2018,,Reims,Lyon,1,0,1,0,7,19,2,5,4.81,3.99,1.69,1.71,2.12,2018/2019,1819
18/08/2018,,Amiens,Montpellier,1,2,0,0,11,7,2,3,3.15,3.02,2.46,2.67,1.45,2018/2019,1819
18/08/2018,,Caen,Nice,1,1,0,0,13,16,4,5,2.76,3.11,2.7,2.43,1.54,2018/2019,1819
18/08/2018,,Dijon,Nantes,2,0,1,0,14,7,7,0,2.57,3.25,2.81,2.08,1.73,2018/2019,1819
18/08/2018,,Guingamp,Paris SG,1,3,1,0,11,17,3,7,10.99,6.23,1.25,1.44,2.6,2018/2019,1819
18/08/2018,,Monaco,Lille,0,0,0,0,10,13,1,4,1.52,4.36,6.0,1.62,2.26,2018/2019,1819
18/08/2018,,Rennes,Angers,1,0,0,0,5,7,2,0,1.89,3.34,4.41,2.31,1.59,2018/2019,1819
19/08/2018,,Nimes,Marseille,3,1,1,0,14,10,7,5,4.37,3.88,1.75,1.63,2.25,2018/2019,1819
19/08/2018,,Strasbourg,St Etienne,1,1,0,0,11,9,5,2,2.68,3.2,2.7,2.16,1.68,2018/2019,1819
19/08/2018,,Toulouse,Bordeaux,2,1,1,0,13,15,5,8,2.57,3.09,2.91,2.37,1.57,2018/2019,1819
24/08/2018,,Lyon,Strasbourg,2,0,1,0,22,9,10,1,1.28,5.8,10.41,1.52,2.49,2018/2019,1819
25/08/2018,,Amiens,Reims,4,1,1,0,14,7,8,3,2.67,3.07,2.83,2.46,1.53,2018/2019,1819
25/08/2018,,Montpellier,St Etienne,0,0,0,0,14,9,1,2,2.41,3.09,3.16,2.41,1.55,2018/2019,1819
25/08/2018,,Nantes,Caen,1,1,0,1,16,3,3,2,1.95,3.23,4.37,2.46,1.53,2018/2019,1819
25/08/2018,,Nice,Dijon,0,4,0,0,16,9,3,5,1.88,3.53,4.22,1.85,1.94,2018/2019,1819
25/08/2018,,Paris SG,Angers,3,1,1,1,13,11,5,6,1.07,11.8,31.45,1.25,3.75,2018/2019,1819
25/08/2018,,Toulouse,Nimes,1,0,0,0,10,9,5,0,2.29,3.41,3.11,1.86,1.93,2018/2019,1819
26/08/2018,,Bordeaux,Monaco,2,1,0,0,14,15,6,5,2.93,3.36,2.4,1.96,1.83,2018/2019,1819
26/08/2018,,Lille,Guingamp,3,0,2,0,13,13,7,4,2.04,3.43,3.69,1.98,1.81,2018/2019,1819
26/08/2018,,Marseille,Rennes,2,2,0,2,8,7,3,2,1.48,4.5,6.31,1.67,2.17,2018/2019,1819
31/08/2018,,Lyon,Nice,0,1,0,0,29,8,9,1,1.35,5.12,8.59,1.59,2.32,2018/2019,1819
01/09/2018,,Angers,Lille,1,0,0,0,6,17,3,4,2.45,3.19,2.98,2.17,1.67,2018/2019,1819
01/09/2018,,Dijon,Caen,0,2,0,1,15,9,2,4,1.9,3.4,4.27,2.05,1.76,2018/2019,1819
01/09/2018,,Guingamp,Toulouse,1,2,1,2,23,5,5,4,2.05,3.42,3.65,2.05,1.76,2018/2019,1819
01/09/2018,,Nimes,Paris SG,2,4,0,2,14,7,6,5,11.58,7.03,1.21,1.32,3.25,2018/2019,1819
01/09/2018,,Reims,Montpellier,0,1,0,0,21,9,6,3,2.57,3.07,2.94,2.48,1.52,2018/2019,1819
01/09/2018,,Strasbourg,Nantes,2,3,1,2,10,14,5,5,2.31,3.08,3.36,2.38,1.56,2018/2019,1819
02/09/2018,,Monaco,Marseille,2,3,0,1,8,15,4,5,2.67,3.56,2.52,1.64,2.22,2018/2019,1819
02/09/2018,,Rennes,Bordeaux,2,0,2,0,16,8,8,1,2.09,3.25,3.68,2.28,1.6,2018/2019,1819
02/09/2018,,St Etienne,Amiens,0,0,0,0,19,9,5,2,1.64,3.71,5.75,2.11,1.71,2018/2019,1819
14/09/2018,,Nice,Rennes,2,1,0,0,13,10,4,3,2.62,3.12,2.86,2.27,1.62,2018/2019,1819
14/09/2018,,Paris SG,St Etienne,4,0,1,0,16,11,9,2,1.25,6.16,11.68,1.5,2.55,2018/2019,1819
