Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,Season,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5
22/07/2022,19:30,Salzburg,Austria Vienna,,,3,0,2022/2023,1.31,5.47,8.58,,
23/07/2022,16:00,LASK,A. Klagenfurt,,,3,1,2022/2023,1.43,4.7,6.53,,
23/07/2022,18:30,Wolfsberger AC,Sturm Graz,,,1,1,2022/2023,2.92,3.5,2.29,,
24/07/2022,16:00,A. Lustenau,Tirol,,,2,1,2022/2023,2.33,3.64,2.75,,
24/07/2022,16:00,Hartberg,Altach,,,2,1,2022/2023,2.13,3.43,3.27,,
24/07/2022,16:00,SK Rapid,Ried,,,1,0,2022/2023,1.79,3.59,4.39,,
30/07/2022,16:00,Altach,Wolfsberger AC,,,2,2,2022/2023,2.93,3.5,2.28,,
30/07/2022,16:00,Ried,A. Lustenau,,,1,0,2022/2023,1.98,3.6,3.54,,
30/07/2022,18:30,Sturm Graz,Salzburg,,,2,1,2022/2023,5.41,4.4,1.53,,
31/07/2022,16:00,A. Klagenfurt,SK Rapid,,,0,1,2022/2023,2.77,3.6,2.35,,
31/07/2022,16:00,Austria Vienna,LASK,,,1,1,2022/2023,2.6,3.49,2.53,,
31/07/2022,16:00,Tirol,Hartberg,,,2,1,2022/2023,2.22,3.7,2.91,,
06/08/2022,16:00,Ried,Sturm Graz,,,1,1,2022/2023,3.43,3.46,2.07,,
06/08/2022,16:00,Wolfsberger AC,LASK,,,1,5,2022/2023,2.61,3.54,2.51,,
06/08/2022,18:30,Hartberg,Salzburg,,,0,2,2022/2023,10.32,6.29,1.24,,
07/08/2022,16:00,Altach,Austria Vienna,,,3,2,2022/2023,4.36,3.75,1.76,,
07/08/2022,16:00,SK Rapid,A. Lustenau,,,1,1,2022/2023,1.41,4.98,6.4,,
07/08/2022,16:00,Tirol,A. Klagenfurt,,,2,2,2022/2023,1.9,3.91,3.54,,
13/08/2022,16:00,A. Klagenfurt,Ried,,,1,0,2022/2023,2.05,3.49,3.48,,
13/08/2022,16:00,Austria Vienna,Tirol,,,2,1,2022/2023,1.74,4.02,4.19,,
13/08/2022,18:30,Sturm Graz,Altach,,,4,0,2022/2023,1.48,4.43,6.21,,
14/08/2022,16:00,A. Lustenau,Hartberg,,,4,1,2022/2023,2.34,3.51,2.84,,
14/08/2022,16:00,LASK,SK Rapid,,,2,1,2022/2023,1.64,4.17,4.72,,
14/08/2022,16:00,Salzburg,Wolfsberger AC,,,2,1,2022/2023,1.22,6.64,10.84,,
20/08/2022,16:00,Altach,A. Lustenau,,,1,2,2022/2023,2.23,3.49,3.05,,
20/08/2022,16:00,Salzburg,A. Klagenfurt,,,2,0,2022/2023,1.21,6.82,11.28,,
20/08/2022,18:30,Sturm Graz,LASK,,,0,1,2022/2023,2.38,3.51,2.8,,
21/08/2022,16:00,Ried,Tirol,,,1,2,2022/2023,2.67,3.51,2.47,,
21/08/2022,16:00,Wolfsberger AC,Austria Vienna,,,1,2,2022/2023,2.36,3.39,2.92,,
27/08/2022,16:00,A. Lustenau,Salzburg,,,0,6,2022/2023,11.6,7.07,1.2,,
27/08/2022,16:00,Hartberg,Ried,,,2,0,2022/2023,2.27,3.4,3.04,,
27/08/2022,18:30,LASK,Altach,,,4,1,2022/2023,1.24,6.17,10.98,,
28/08/2022,16:00,A. Klagenfurt,Austria Vienna,,,3,3,2022/2023,2.73,3.41,2.47,,
28/08/2022,16:00,SK Rapid,Sturm Graz,,,1,2,2022/2023,2.81,3.42,2.4,,
28/08/2022,16:00,Tirol,Wolfsberger AC,,,1,3,2022/2023,2.34,3.59,2.8,,
03/09/2022,16:00,Austria Vienna,A. Lustenau,,,2,2,2022/2023,1.46,4.67,5.99,,
03/09/2022,16:00,Salzburg,Tirol,,,2,0,2022/2023,1.14,8.25,15.2,,
03/09/2022,16:00,Sturm Graz,Hartberg,,,0,0,2022/2023,1.39,4.99,7.07,,
04/09/2022,13:30,Altach,SK Rapid,,,0,1,2022/2023,3.79,3.65,1.9,,
04/09/2022,13:30,Wolfsberger AC,A. Klagenfurt,,,3,4,2022/2023,2.37,3.48,2.82,,
04/09/2022,16:00,LASK,Ried,,,1,1,2022/2023,1.35,5.12,7.85,,
10/09/2022,16:00,SK Rapid,Wolfsberger AC,,,1,3,2022/2023,1.97,3.58,3.59,,
10/09/2022,16:00,Ried,Salzburg,,,0,3,2022/2023,7.16,4.78,1.4,,
10/09/2022,16:00,Tirol,Altach,,,0,0,2022/2023,1.86,3.77,3.82,,
