Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
17/08/2024,17:30,Genoa,Inter,1,1,2,2,6.31,4.18,1.54,1.88,1.96,10,14,6,9
17/08/2024,17:30,Parma,Fiorentina,1,0,1,1,3.31,3.41,2.23,1.88,1.95,13,14,5,7
17/08/2024,19:45,Empoli,Monza,0,0,0,0,2.48,3.16,3.07,2.11,1.75,9,4,1,1
17/08/2024,19:45,Milan,Torino,0,1,2,2,1.64,3.97,5.51,1.92,1.91,20,6,6,3
18/08/2024,17:30,Bologna,Udinese,0,0,1,1,1.93,3.32,4.37,2.34,1.61,22,4,7,2
18/08/2024,17:30,Verona,Napoli,0,0,3,0,4.63,3.67,1.79,1.9,1.93,8,15,5,5
18/08/2024,19:45,Cagliari,Roma,0,0,0,0,3.88,3.51,1.98,1.94,1.86,12,13,2,3
18/08/2024,19:45,Lazio,Venezia,2,1,3,1,1.47,4.41,7.05,1.85,1.98,13,11,6,3
19/08/2024,17:30,Lecce,Atalanta,0,2,0,4,4.23,3.64,1.87,1.93,1.9,19,10,5,6
19/08/2024,19:45,Juventus,Como,2,0,3,0,1.34,5.06,9.57,1.83,2.0,12,1,9,1
24/08/2024,17:30,Parma,Milan,1,0,2,1,4.74,4.03,1.7,1.71,2.17,8,17,5,5
24/08/2024,17:30,Udinese,Lazio,1,0,2,1,3.27,3.1,2.39,2.39,1.59,8,17,3,5
24/08/2024,19:45,Inter,Lecce,1,0,2,0,1.2,6.95,14.52,1.58,2.39,11,10,3,4
24/08/2024,19:45,Monza,Genoa,0,1,0,1,2.62,3.12,2.91,2.31,1.63,9,11,2,1
25/08/2024,17:30,Fiorentina,Venezia,0,0,0,0,1.43,4.62,7.47,1.85,1.98,12,7,8,4
25/08/2024,17:30,Torino,Atalanta,1,1,2,1,3.17,3.23,2.37,2.08,1.77,13,24,6,8
25/08/2024,19:45,Napoli,Bologna,1,0,3,0,1.92,3.58,4.08,1.99,1.84,16,9,5,2
25/08/2024,19:45,Roma,Empoli,0,1,1,2,1.5,4.35,6.5,1.84,1.98,17,10,6,3
26/08/2024,17:30,Cagliari,Como,1,0,1,1,2.11,3.45,3.52,1.98,1.84,11,13,5,4
26/08/2024,19:45,Verona,Juventus,0,2,0,3,5.06,3.74,1.72,2.06,1.78,7,7,1,5
30/08/2024,17:30,Venezia,Torino,0,0,0,1,3.52,3.28,2.2,2.19,1.69,13,12,4,6
30/08/2024,19:45,Inter,Atalanta,2,0,4,0,1.58,4.35,5.54,1.62,2.34,13,11,5,1
31/08/2024,17:30,Bologna,Empoli,1,1,1,1,1.65,3.75,5.76,2.15,1.72,14,4,3,2
31/08/2024,17:30,Lecce,Cagliari,1,0,1,0,2.28,3.2,3.4,2.35,1.61,17,21,4,2
31/08/2024,19:45,Lazio,Milan,0,1,2,2,2.89,3.44,2.45,1.88,1.95,7,10,5,4
31/08/2024,19:45,Napoli,Parma,0,1,2,1,1.49,4.55,6.58,1.7,2.17,29,13,7,2
01/09/2024,17:30,Fiorentina,Monza,1,2,2,2,1.69,3.86,5.09,2.0,1.84,15,4,5,3
01/09/2024,17:30,Genoa,Verona,0,0,0,2,2.03,3.26,4.07,2.35,1.61,11,10,1,3
01/09/2024,19:45,Juventus,Roma,0,0,0,0,1.77,3.68,4.82,2.06,1.78,8,7,1,1
01/09/2024,19:45,Udinese,Como,1,0,1,0,2.07,3.38,3.77,2.13,1.74,10,21,3,4
14/09/2024,14:00,Como,Bologna,1,0,2,2,3.01,3.21,2.51,2.24,1.67,14,14,4,4
14/09/2024,17:00,Empoli,Juventus,0,0,0,0,5.22,3.68,1.72,2.19,1.7,8,15,3,3
14/09/2024,19:45,Milan,Venezia,4,0,4,0,1.3,5.82,9.76,1.53,2.5,12,6,8,1
15/09/2024,11:30,Genoa,Roma,0,1,1,1,3.3,3.29,2.28,2.19,1.69,20,16,8,6
15/09/2024,14:00,Atalanta,Fiorentina,3,2,3,2,1.83,3.81,4.24,1.74,2.12,13,13,7,5
15/09/2024,14:00,Torino,Lecce,0,0,0,0,1.84,3.4,4.8,2.37,1.6,5,20,0,6
15/09/2024,17:00,Cagliari,Napoli,0,1,0,4,4.33,3.74,1.83,1.86,1.97,16,12,3,5
15/09/2024,19:45,Monza,Inter,0,0,1,1,7.54,4.87,1.41,1.68,2.22,5,16,2,2
16/09/2024,17:30,Parma,Udinese,2,0,2,3,2.28,3.38,3.22,2.0,1.83,9,18,3,6
16/09/2024,19:45,Lazio,Verona,2,1,2,1,1.62,3.93,5.71,2.01,1.82,14,7,7,2
20/09/2024,17:30,Cagliari,Empoli,0,1,0,2,2.17,3.3,3.59,2.2,1.69,21,9,2,4
20/09/2024,19:45,Verona,Torino,1,2,2,3,2.8,3.01,2.84,2.57,1.52,8,16,2,3
21/09/2024,14:00,Venezia,Genoa,0,0,2,0,3.17,3.23,2.37,2.21,1.68,12,9,4,0
21/09/2024,17:00,Juventus,Napoli,0,0,0,0,2.22,3.29,3.44,2.2,1.69,9,8,1,1
21/09/2024,19:45,Lecce,Parma,1,0,2,2,2.2,3.47,3.32,1.89,1.94,14,24,3,10
22/09/2024,11:30,Fiorentina,Lazio,0,1,2,1,2.3,3.39,3.16,2.04,1.81,14,20,5,6
22/09/2024,14:00,Monza,Bologna,1,1,1,2,3.19,3.19,2.39,2.28,1.64,6,15,3,8
22/09/2024,17:00,Roma,Udinese,1,0,3,0,1.63,3.99,5.45,2.01,1.83,14,9,6,3
22/09/2024,19:45,Inter,Milan,1,1,1,2,1.66,4.08,5.02,1.65,2.26,13,16,4,8
24/09/2024,19:45,Atalanta,Como,1,0,2,3,1.47,4.64,6.6,1.64,2.27,8,14,5,7
27/09/2024,19:45,Milan,Lecce,3,0,3,0,1.33,5.58,8.96,1.52,2.52,15,16,6,7
28/09/2024,14:00,Udinese,Inter,1,2,2,3,6.73,4.45,1.5,1.76,2.1,10,16,3,7
28/09/2024,17:00,Genoa,Juventus,0,0,0,3,5.47,3.58,1.72,2.35,1.61,7,12,2,3
28/09/2024,19:45,Bologna,Atalanta,0,0,1,1,2.97,3.33,2.46,1.99,1.85,5,23,1,5
29/09/2024,11:30,Torino,Lazio,0,1,2,3,2.9,3.21,2.58,2.22,1.68,12,13,7,7
29/09/2024,14:00,Como,Verona,1,0,3,2,2.14,3.38,3.58,2.14,1.73,24,6,11,3
29/09/2024,14:00,Roma,Venezia,0,1,2,1,1.41,4.84,7.69,1.73,2.15,22,18,5,7
29/09/2024,17:00,Empoli,Fiorentina,0,0,0,0,3.43,3.29,2.23,2.2,1.69,8,13,1,0
29/09/2024,19:45,Napoli,Monza,2,0,2,0,1.36,5.06,8.99,1.75,2.1,11,5,2,1
30/09/2024,19:45,Parma,Cagliari,0,1,2,3,2.11,3.64,3.38,1.76,2.09,18,11,4,4
04/10/2024,17:30,Napoli,Como,1,1,3,1,1.45,4.58,7.38,1.77,2.09,9,11,6,2
04/10/2024,19:45,Verona,Venezia,1,1,2,1,2.48,3.19,3.06,2.16,1.72,13,11,4,2
05/10/2024,14:00,Udinese,Lecce,0,0,1,0,2.24,3.3,3.39,2.15,1.72,13,9,4,3
05/10/2024,17:00,Atalanta,Genoa,1,0,5,1,1.47,4.53,6.9,1.8,2.04,23,7,8,2
05/10/2024,19:45,Inter,Torino,2,1,3,2,1.32,5.42,9.86,1.69,2.21,29,7,8,5
06/10/2024,11:30,Juventus,Cagliari,1,0,1,1,1.38,4.82,9.07,1.95,1.88,21,9,9,2
06/10/2024,14:00,Bologna,Parma,0,0,0,0,1.84,3.76,4.24,1.84,2.0,19,13,3,2
06/10/2024,14:00,Lazio,Empoli,1,1,2,1,1.58,4.04,6.1,2.0,1.84,16,7,6,2
06/10/2024,17:00,Monza,Roma,0,0,1,1,4.15,3.41,1.96,2.16,1.71,3,15,3,4
06/10/2024,19:45,Fiorentina,Milan,1,0,2,1,3.23,3.55,2.2,1.73,2.13,12,16,3,8
19/10/2024,14:00,Como,Parma,1,1,1,1,2.0,3.72,3.64,1.65,2.27,11,9,3,3
19/10/2024,14:00,Genoa,Bologna,0,1,2,2,3.74,3.15,2.18,2.33,1.62,10,12,4,7
