Date,Time,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HS,AS,HST,AST
08/08/2020,15:30,Club Brugge,Charleroi,0,0,0,1,1.52,4.0,6.26,1.91,1.87,17,6,5,4
08/08/2020,18:00,Antwerp,Mouscron,0,0,1,1,1.31,5.11,9.27,1.68,2.14,12,4,9,2
08/08/2020,18:00,Standard,Cercle Brugge,0,0,1,0,1.43,4.56,6.84,1.69,2.14,11,6,8,1
09/08/2020,12:30,St Truiden,Gent,1,1,2,1,4.36,4.05,1.7,1.54,2.43,11,13,8,2
09/08/2020,15:00,Waregem,Genk,1,0,1,2,3.52,3.79,1.93,1.49,2.52,8,15,6,4
09/08/2020,17:15,Mechelen,Anderlecht,0,0,2,2,4.14,3.53,1.84,1.77,2.03,10,7,4,2
09/08/2020,19:45,Kortrijk,Waasland-Beveren,0,1,1,3,1.63,4.02,4.89,1.64,2.21,11,8,4,6
10/08/2020,18:00,Oud-Heverlee Leuven,Eupen,0,0,1,1,2.35,3.42,2.86,1.84,1.95,4,16,3,6
10/08/2020,18:00,Oostende,Beerschot VA,0,1,1,2,2.29,3.47,2.93,1.79,2.01,6,6,2,5
14/08/2020,18:00,Mouscron,Mechelen,0,1,0,1,3.42,3.48,2.08,1.82,1.98,9,7,1,4
15/08/2020,15:30,Genk,Oud-Heverlee Leuven,0,0,1,1,1.26,5.75,10.84,1.59,2.33,20,10,4,4
15/08/2020,18:00,Charleroi,Oostende,0,0,1,0,1.39,4.64,7.73,1.79,2.02,14,8,2,0
15/08/2020,18:00,Gent,Kortrijk,0,1,1,2,1.38,4.95,7.32,1.54,2.42,23,10,12,5
16/08/2020,12:30,Cercle Brugge,Antwerp,0,1,2,1,3.87,3.74,1.85,1.77,2.03,11,8,5,3
16/08/2020,15:00,Beerschot VA,Waregem,1,0,3,1,2.33,3.42,2.92,1.85,1.94,17,6,6,1
16/08/2020,15:00,Eupen,Club Brugge,0,1,0,4,8.03,4.54,1.39,1.74,2.06,13,11,1,5
16/08/2020,17:15,Anderlecht,St Truiden,1,0,3,1,1.43,4.6,6.7,1.64,2.22,15,3,6,1
17/08/2020,18:00,Waasland-Beveren,Standard,0,0,1,2,5.58,4.1,1.55,1.79,2.0,5,17,3,8
21/08/2020,18:00,Kortrijk,Eupen,0,0,0,0,2.34,3.36,2.97,1.82,1.99,6,16,1,6
22/08/2020,15:15,Waregem,Waasland-Beveren,1,0,4,1,1.72,3.92,4.44,1.62,2.27,23,6,9,2
22/08/2020,17:30,Mechelen,Cercle Brugge,1,0,2,3,1.79,3.75,4.2,1.65,2.22,21,11,8,4
22/08/2020,17:30,Oud-Heverlee Leuven,Charleroi,1,1,1,3,4.29,3.72,1.78,1.74,2.07,8,11,2,5
22/08/2020,19:45,Antwerp,Gent,1,0,1,0,2.64,3.34,2.59,1.79,2.01,6,17,4,5
23/08/2020,12:30,Standard,Genk,0,0,0,0,2.23,3.32,3.19,1.83,1.96,12,10,1,3
23/08/2020,15:00,Club Brugge,Beerschot VA,0,1,0,1,1.31,5.35,9.1,1.58,2.33,19,6,7,2
23/08/2020,17:15,Anderlecht,Mouscron,0,0,1,1,1.38,4.68,7.89,1.69,2.15,16,7,5,2
24/08/2020,19:45,St Truiden,Oostende,0,0,0,0,2.08,3.49,3.35,1.74,2.07,9,13,1,2
28/08/2020,19:45,Oostende,Anderlecht,2,1,2,2,3.51,3.67,1.98,1.68,2.16,11,13,5,5
29/08/2020,15:15,Eupen,St Truiden,1,0,1,1,2.01,3.51,3.58,1.81,1.99,5,17,3,4
29/08/2020,17:30,Cercle Brugge,Kortrijk,0,0,0,1,2.3,3.42,2.99,1.79,2.01,9,11,1,2
29/08/2020,17:30,Waasland-Beveren,Oud-Heverlee Leuven,0,1,1,3,2.58,3.45,2.59,1.81,1.99,16,12,4,7
29/08/2020,19:45,Mouscron,Waregem,0,0,0,1,2.75,3.42,2.46,1.76,2.06,8,9,3,2
30/08/2020,12:30,Genk,Club Brugge,0,1,1,2,3.09,3.38,2.25,1.92,1.87,10,14,2,5
30/08/2020,15:00,Beerschot VA,Standard,0,1,0,3,2.94,3.42,2.31,1.79,2.0,20,14,5,8
30/08/2020,17:15,Charleroi,Antwerp,1,0,2,0,2.19,3.4,3.2,1.89,1.9,17,9,8,2
30/08/2020,19:45,Gent,Mechelen,1,0,1,0,1.74,3.91,4.3,1.63,2.25,15,13,7,3
11/09/2020,19:45,Eupen,Gent,1,0,2,1,3.14,3.48,2.19,1.83,1.96,17,19,7,6
12/09/2020,15:15,Mechelen,Oostende,0,0,0,1,1.86,3.71,3.87,1.64,2.22,4,11,0,3
12/09/2020,17:30,Oud-Heverlee Leuven,Standard,0,0,1,0,5.04,3.63,1.69,2.0,1.8,12,17,3,3
12/09/2020,19:45,Club Brugge,Waasland-Beveren,2,1,4,1,1.13,8.1,18.06,1.44,2.72,18,7,9,4
13/09/2020,12:30,Anderlecht,Cercle Brugge,1,0,2,0,1.48,4.43,6.02,1.63,2.24,15,8,6,1
13/09/2020,15:00,St Truiden,Antwerp,2,2,2,3,3.87,3.71,1.86,1.77,2.02,10,14,3,6
13/09/2020,17:15,Waregem,Charleroi,0,0,0,2,3.48,3.43,2.05,1.72,2.1,8,11,1,4
13/09/2020,19:45,Kortrijk,Mouscron,0,0,3,0,1.85,3.7,3.92,1.73,2.07,17,9,8,2
14/09/2020,19:45,Beerschot VA,Genk,1,1,5,2,3.09,3.6,2.18,1.61,2.29,12,6,7,3
18/09/2020,19:45,Charleroi,Beerschot VA,1,0,3,1,1.71,3.7,4.83,1.78,2.03,14,11,4,2
19/09/2020,15:15,Oostende,Oud-Heverlee Leuven,1,0,3,1,2.06,3.59,3.32,1.72,2.1,17,15,4,6
19/09/2020,17:30,Mouscron,Gent,0,1,0,1,4.23,3.73,1.79,1.75,2.07,15,14,3,7
19/09/2020,19:45,Waasland-Beveren,Anderlecht,0,2,2,4,5.79,4.44,1.5,1.56,2.42,14,17,6,7
20/09/2020,12:30,Waregem,Club Brugge,0,4,0,6,5.81,4.36,1.51,1.6,2.32,9,14,4,7
20/09/2020,15:00,Standard,Kortrijk,2,1,2,1,1.56,4.05,5.62,1.71,2.11,16,2,5,1
20/09/2020,17:15,Genk,Mechelen,1,1,3,1,1.68,3.98,4.59,1.67,2.17,11,18,4,5
20/09/2020,19:45,Antwerp,Eupen,0,1,2,2,1.68,3.7,5.01,1.79,2.01,16,11,5,3
21/09/2020,19:45,Cercle Brugge,St Truiden,2,0,3,0,2.14,3.43,3.25,1.69,2.14,13,14,6,2
25/09/2020,19:45,Kortrijk,Antwerp,1,0,1,3,3.01,3.5,2.25,1.84,1.96,15,14,5,3
